nl_course_id,docebo_id,docebo_code,Test_ID,Ques_ID,sequence,question_text,QuesAns_ID,answer_sequence,answer_text,correct
19550,2095,Questions-0000-61,n13602,n61138,2,Identify the rhythm,n203131,2,"c.	Ventricular tachycardia",1
19550,2095,Questions-0000-61,n13602,n61138,3,Identify the rhythm,n203130,3,"d.	Supraventricular tachycardia",0
19550,2095,Questions-0000-61,n13602,n61139,0,Identify the rhythm,n203132,0,"a.	Missed beats",0
19550,2095,Questions-0000-61,n13602,n61139,1,Identify the rhythm,n203133,1,"b.	First degree heart block",0
19550,2095,Questions-0000-61,n13602,n61139,2,Identify the rhythm,n203135,2,"c.	Second degree heart block type I",1
19550,2095,Questions-0000-61,n13602,n61139,3,Identify the rhythm,n203134,3,"d.	Third degree heart block",0
19550,2095,Questions-0000-61,n13602,n61140,0,Identify the rhythm,n203136,0,"a.	Multifocal atrial tachycardia",0
19550,2095,Questions-0000-61,n13602,n61140,1,Identify the rhythm,n203139,1,"b.	Ventricular fibrillation",1
19550,2095,Questions-0000-61,n13602,n61140,2,Identify the rhythm,n203137,2,"c.	Ventricular tachycardia",0
19550,2095,Questions-0000-61,n13602,n61140,3,Identify the rhythm,n203138,3,"d.	Supraventricular tachycardia",0
19550,2095,Questions-0000-61,n13602,n61141,0,Identify the rhythm,n203140,0,"a.	Ventricular tachycardia",0
19550,2095,Questions-0000-61,n13602,n61141,1,Identify the rhythm,n203141,1,"b.	Multifocal atrial tachycardia",0
19550,2095,Questions-0000-61,n13602,n61141,2,Identify the rhythm,n203142,2,"c.	Sinus rhythm with artifact",0
19550,2095,Questions-0000-61,n13602,n61141,3,Identify the rhythm,n203143,3,"d.	Torsades de Pointes",1
19550,2095,Questions-0000-61,n13602,n61142,0,Identify the rhythm,n203144,0,"a.	Sinus rhythm",0
19550,2095,Questions-0000-61,n13602,n61142,1,Identify the rhythm,n203145,1,"b.	Paced ventricular rhythm",0
19550,2095,Questions-0000-61,n13602,n61142,2,Identify the rhythm,n203147,2,"c.	Paced AV sequential rhythm",1
19550,2095,Questions-0000-61,n13602,n61142,3,Identify the rhythm,n203146,3,"d.	Accelerated Idioventricular rhythm",0
19550,2095,Questions-0000-61,n13602,n61143,0,Identify the rhythm,n203151,0,"a.	Sinus rhythm",1
19550,2095,Questions-0000-61,n13602,n61143,1,Identify the rhythm,n203148,1,"b.	Sinus bradycardia",0
19550,2095,Questions-0000-61,n13602,n61143,2,Identify the rhythm,n203149,2,"c.	Sinus arrhythmia",0
19550,2095,Questions-0000-61,n13602,n61143,3,Identify the rhythm,n203150,3,"d.	Junctional rhythm",0
19550,2095,Questions-0000-61,n13602,n61144,0,Identify the rhythm,n203155,0,"a.	Accelerated Junctional rhythm",1
19550,2095,Questions-0000-61,n13602,n61144,1,Identify the rhythm,n203152,1,"b.	Second degree heart block type I-",0
19550,2095,Questions-0000-61,n13602,n61144,2,Identify the rhythm,n203153,2,"c.	Third degree heart block",0
19550,2095,Questions-0000-61,n13602,n61144,3,Identify the rhythm,n203154,3,"d.	Junctional rhythm",0
19550,2095,Questions-0000-61,n13602,n61145,0,Identify the rhythm,n203159,0,"a.	Sinus bradycardia",1
19550,2095,Questions-0000-61,n13602,n61145,1,Identify the rhythm,n203156,1,"b.	First degree heart block",0
19550,2095,Questions-0000-61,n13602,n61145,2,Identify the rhythm,n203157,2,"c.	Second degree heart block type II",0
19550,2095,Questions-0000-61,n13602,n61145,3,Identify the rhythm,n203158,3,"d.	Third degree heart block",0
19550,2095,Questions-0000-61,n13602,n61146,0,Identify the rhythm,n203160,0,"a.	Idioventricular rhythm",0
19550,2095,Questions-0000-61,n13602,n61146,1,Identify the rhythm,n203161,1,"b.	Accelerated junctional rhythm",0
19550,2095,Questions-0000-61,n13602,n61146,2,Identify the rhythm,n203163,2,"c.	Junctional rhythm",1
19550,2095,Questions-0000-61,n13602,n61146,3,Identify the rhythm,n203162,3,"d.	Junctional tachycardia rhythm",0
19550,2095,Questions-0000-61,n13602,n61147,0,Identify the rhythm,n203164,0,"a.	First degree heart block",0
19550,2095,Questions-0000-61,n13602,n61147,1,Identify the rhythm,n203165,1,"b.	Second degree heart block type I",0
19550,2095,Questions-0000-61,n13602,n61147,2,Identify the rhythm,n203166,2,"c.	Second degree heart block type II",0
19550,2095,Questions-0000-61,n13602,n61147,3,Identify the rhythm,n203167,3,"d.	Third degree heart block",1
19550,2095,Questions-0000-61,n13602,n61148,0,Identify the rhythm,n203168,0,"a.	Atrial flutter",0
19550,2095,Questions-0000-61,n13602,n61148,1,Identify the rhythm,n203169,1,"b.	Sinus rhythm with PAC's",0
19550,2095,Questions-0000-61,n13602,n61148,2,Identify the rhythm,n203171,2,"c.	Atrial fibrillation with rapid ventricular response",1
19550,2095,Questions-0000-61,n13602,n61148,3,Identify the rhythm,n203170,3,"d.	Sinus arrhythmia",0
19550,2095,Questions-0000-61,n13602,n61149,0,Identify the rhythm,n203172,0,"a.	Normal sinus rhythm",0
19550,2095,Questions-0000-61,n13602,n61149,1,Identify the rhythm,n203175,1,"b.	Normal sinus rhythm with premature ventricular contractions",1
19550,2095,Questions-0000-61,n13602,n61149,2,Identify the rhythm,n203173,2,"c.	Normal sinus rhythm with premature junctional contractions",0
19550,2095,Questions-0000-61,n13602,n61149,3,Identify the rhythm,n203174,3,"d.	Normal sinus rhythm with premature atrial contractions",0
19201,2131,Questions-0000-97,n13291,n59222,0,Identify the rhythm:,n196314,0,A. A-flutter,0
19201,2131,Questions-0000-97,n13291,n59222,1,Identify the rhythm:,n196315,1,B. Sinus tachycardia/ SVT,1
19201,2131,Questions-0000-97,n13291,n59222,2,Identify the rhythm:,n196316,2,C. Normal Sinus,0
19201,2131,Questions-0000-97,n13291,n59222,3,Identify the rhythm:,n196317,3,D. Atrial fibrillation,0
19201,2131,Questions-0000-97,n13291,n59223,0,Identify the rhythm:,n196318,0,A. Sinus Bradycardia,0
19201,2131,Questions-0000-97,n13291,n59223,1,Identify the rhythm:,n196319,1,B. Normal Sinus with PVCs,1
19201,2131,Questions-0000-97,n13291,n59223,2,Identify the rhythm:,n196320,2,C. Sinus Bradycardia with PACs,0
19201,2131,Questions-0000-97,n13291,n59223,3,Identify the rhythm:,n196321,3,D. Bundle Branch Block,0
19201,2131,Questions-0000-97,n13291,n59233,0,Identify the rhythm:,n196346,0,A. A-flutter,0
19201,2131,Questions-0000-97,n13291,n59233,1,Identify the rhythm:,n196347,1,B. A-fib,1
19201,2131,Questions-0000-97,n13291,n59233,2,Identify the rhythm:,n196348,2,C. Artifact,0
19201,2131,Questions-0000-97,n13291,n59233,3,Identify the rhythm:,n196349,3,D. Sinus tachycardia,0
19201,2131,Questions-0000-97,n13291,n59234,0,Identify the rhythm:,n196350,0,A. Sinus Bradycardia,1
19201,2131,Questions-0000-97,n13291,n59234,1,Identify the rhythm:,n196351,1,B. PEA,0
19201,2131,Questions-0000-97,n13291,n59234,2,Identify the rhythm:,n196352,2,C. Normal Sinus,0
19201,2131,Questions-0000-97,n13291,n59234,3,Identify the rhythm:,n196353,3,D. 1st Degree AV Block,0
19201,2131,Questions-0000-97,n13291,n59235,0,Identify the rhythm:,n196354,0,A. Torsades de Pointe,1
19201,2131,Questions-0000-97,n13291,n59235,1,Identify the rhythm:,n196355,1,B. Atrial fibrillation,0
19201,2131,Questions-0000-97,n13291,n59235,2,Identify the rhythm:,n196356,2,C. Artifact,0
19201,2131,Questions-0000-97,n13291,n59235,3,Identify the rhythm:,n196357,3,D. Ventricular tachycardia,0
19201,2131,Questions-0000-97,n13291,n59236,0,Identify the rhythm:,n196358,0,A. Normal Sinus Rhythm,0
19201,2131,Questions-0000-97,n13291,n59236,1,Identify the rhythm:,n196359,1,B. 2nd Degree Type I (Weinchebach),1
19201,2131,Questions-0000-97,n13291,n59236,2,Identify the rhythm:,n196360,2,C. Complete Heart Block,0
19201,2131,Questions-0000-97,n13291,n59236,3,Identify the rhythm:,n196361,3,D. Normal Sinus with PACs,0
19201,2131,Questions-0000-97,n13291,n59237,0,Identify the rhythm:,n196362,0,A. 3rd Degree heart block,1
19201,2131,Questions-0000-97,n13291,n59237,1,Identify the rhythm:,n196363,1,B. Bundle Branch Block,0
19201,2131,Questions-0000-97,n13291,n59237,2,Identify the rhythm:,n196364,2,C. Normal Sinus Rhythm with PVCs,0
19201,2131,Questions-0000-97,n13291,n59237,3,Identify the rhythm:,n196365,3,D. 2nd degree type I,0
19201,2131,Questions-0000-97,n13291,n59238,0,Identify the rhythm:,n196366,0,A. NSR with bundle branch block,1
19201,2131,Questions-0000-97,n13291,n59238,1,Identify the rhythm:,n196367,1,B. 3rd degree heart block,0
19201,2131,Questions-0000-97,n13291,n59238,2,Identify the rhythm:,n196368,2,C. SVT,0
19201,2131,Questions-0000-97,n13291,n59238,3,Identify the rhythm:,n196369,3,D. V-tach,0
19201,2131,Questions-0000-97,n13291,n59239,0,Identify the rhythm:,n196370,0,A. Sinus tachycardia,0
19201,2131,Questions-0000-97,n13291,n59239,1,Identify the rhythm:,n196371,1,B. SVT,1
19201,2131,Questions-0000-97,n13291,n59239,2,Identify the rhythm:,n196372,2,C. A-flutter,0
19201,2131,Questions-0000-97,n13291,n59239,3,Identify the rhythm:,n196373,3,D. A-fib,0
19201,2131,Questions-0000-97,n13291,n59240,0,Identify the rhythm:,n196374,0,A. Sinus Bradycardia,0
19201,2131,Questions-0000-97,n13291,n59240,1,Identify the rhythm:,n196375,1,B. Complete heart block,0
19201,2131,Questions-0000-97,n13291,n59240,2,Identify the rhythm:,n196376,2,C. 2nd degree Type II,1
19201,2131,Questions-0000-97,n13291,n59240,3,Identify the rhythm:,n196377,3,D. 1st degree heart block,0
10965,433,Elearning-0000-1149,n5916,n28184,0,Identify the rhythm.,n85568,0,Premature Atrial Complex,1
10965,433,Elearning-0000-1149,n5916,n28184,1,Identify the rhythm.,n85569,1,Atrial fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28184,2,Identify the rhythm.,n85570,2,Sinus arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28184,3,Identify the rhythm.,n85571,3,Normal sinus rhythm,0
10965,433,Elearning-0000-1149,n5916,n28184,4,Identify the rhythm.,n85572,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28185,0,Identify the rhythm.,n85573,0,Supraventricular Tachycardia,1
10965,433,Elearning-0000-1149,n5916,n28185,1,Identify the rhythm.,n85574,1,Third Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28185,2,Identify the rhythm.,n85575,2,Junctional Escape Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28185,3,Identify the rhythm.,n85576,3,Venticular Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28185,4,Identify the rhythm.,n85577,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28186,0,Identify the rhythm.,n85578,0,First Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28186,1,Identify the rhythm.,n85579,1,Atrial Flutter,0
10965,433,Elearning-0000-1149,n5916,n28186,2,Identify the rhythm.,n85580,2,Atrial Fibrillation,1
10965,433,Elearning-0000-1149,n5916,n28186,3,Identify the rhythm.,n85581,3,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28186,4,Identify the rhythm.,n85582,4,Asystole,0
10965,433,Elearning-0000-1149,n5916,n28187,0,Identify the rhythm.,n85583,0,Atrial Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28187,1,Identify the rhythm.,n85584,1,Premature  Ventricular Complex,1
10965,433,Elearning-0000-1149,n5916,n28187,2,Identify the rhythm.,n85585,2,Supraventricular tachycardia,0
10965,433,Elearning-0000-1149,n5916,n28187,3,Identify the rhythm.,n85586,3,Premature atrial complex,0
10965,433,Elearning-0000-1149,n5916,n28187,4,Identify the rhythm.,n85587,4,Accelerated idioventricular rhythm,0
10965,433,Elearning-0000-1149,n5916,n28188,0,Identify the rhythm.,n85588,0,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28188,1,Identify the rhythm.,n85589,1,Bundle Branch Block,1
10965,433,Elearning-0000-1149,n5916,n28188,2,Identify the rhythm.,n85590,2,Second Degree Heart Block Type I,0
10965,433,Elearning-0000-1149,n5916,n28188,3,Identify the rhythm.,n85591,3,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28188,4,Identify the rhythm.,n85592,4,Second Degree Heart Block Type II,0
10965,433,Elearning-0000-1149,n5916,n28189,0,Identify the rhythm.,n85593,0,Premature Atrial Complex,0
10965,433,Elearning-0000-1149,n5916,n28189,1,Identify the rhythm.,n85594,1,Second Degree Heart Block Type II,1
10965,433,Elearning-0000-1149,n5916,n28189,2,Identify the rhythm.,n85595,2,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28189,3,Identify the rhythm.,n85596,3,Monitor Malfunction,0
10965,433,Elearning-0000-1149,n5916,n28189,4,Identify the rhythm.,n85597,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28190,0,Identify the rhythm.,n85598,0,Pacemaker Single Chamber Ventricular,0
10965,433,Elearning-0000-1149,n5916,n28190,1,Identify the rhythm.,n85599,1,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28190,2,Identify the rhythm.,n85600,2,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28190,3,Identify the rhythm.,n85601,3,Pacemaker Single Chamber Atrial,1
10965,433,Elearning-0000-1149,n5916,n28190,4,Identify the rhythm.,n85602,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28191,0,Identify the rhythm.,n85603,0,Wolf-Parkinson-White Syndrome,0
10965,433,Elearning-0000-1149,n5916,n28191,1,Identify the rhythm.,n85604,1,Ventricular Tachycardia,1
10965,433,Elearning-0000-1149,n5916,n28191,2,Identify the rhythm.,n85605,2,Junctional Escape rhythm,0
10965,433,Elearning-0000-1149,n5916,n28191,3,Identify the rhythm.,n85606,3,Accelerated Idioventricular Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28191,4,Identify the rhythm.,n85607,4,Wandering Atrial Pacemaker,0
10965,433,Elearning-0000-1149,n5916,n28212,0,Identify the rhythm.,n85674,0,Third degree Heart Block,1
10965,433,Elearning-0000-1149,n5916,n28212,1,Identify the rhythm.,n85675,1,Premature Atrial Complex,0
10965,433,Elearning-0000-1149,n5916,n28212,2,Identify the rhythm.,n85676,2,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28212,3,Identify the rhythm.,n85677,3,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28212,4,Identify the rhythm.,n85678,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28213,0,Identify the rhythm,n85679,0,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28213,1,Identify the rhythm,n85680,1,Sinus Bradycardia,1
10965,433,Elearning-0000-1149,n5916,n28213,2,Identify the rhythm,n85681,2,Sinoatrial Block,0
10965,433,Elearning-0000-1149,n5916,n28213,3,Identify the rhythm,n85682,3,Third Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28213,4,Identify the rhythm,n85683,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28215,0,Identify the rhythm.,n85686,0,Idioventricular Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28215,1,Identify the rhythm.,n85687,1,Ventricular Fibrillation,1
10965,433,Elearning-0000-1149,n5916,n28215,2,Identify the rhythm.,n85688,2,Sinus Arrest,0
10965,433,Elearning-0000-1149,n5916,n28215,3,Identify the rhythm.,n85689,3,Torsades de Pointes,0
10965,433,Elearning-0000-1149,n5916,n28215,4,Identify the rhythm.,n85690,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28216,0,Identify the rhythm.,n85691,0,Second Degree Heart Block Type II,0
10965,433,Elearning-0000-1149,n5916,n28216,1,Identify the rhythm.,n85692,1,Third Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28216,2,Identify the rhythm.,n85693,2,Pacemaker Failure to Capture,0
10965,433,Elearning-0000-1149,n5916,n28216,3,Identify the rhythm.,n85694,3,Sinoatrial Arrest,0
10965,433,Elearning-0000-1149,n5916,n28216,4,Identify the rhythm.,n85695,4,Premature Ventricular Complex Trigeminy,1
10965,433,Elearning-0000-1149,n5916,n28217,0,Identify the rhythm.,n85696,0,Sinus Arrythmia,1
10965,433,Elearning-0000-1149,n5916,n28217,1,Identify the rhythm.,n85697,1,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28217,2,Identify the rhythm.,n85698,2,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28217,3,Identify the rhythm.,n85699,3,First Degree Heart Blocl,0
10965,433,Elearning-0000-1149,n5916,n28217,4,Identify the rhythm.,n85700,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28218,0,Identify the rhythm.,n85701,0,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28218,1,Identify the rhythm.,n85702,1,Sinus Tachycardia,1
10965,433,Elearning-0000-1149,n5916,n28218,2,Identify the rhythm.,n85703,2,Ventricular tachycardia,0
10965,433,Elearning-0000-1149,n5916,n28218,3,Identify the rhythm.,n85704,3,First Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28218,4,Identify the rhythm.,n85705,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28219,0,Identify the rhythm.,n85706,0,Ventricular Tachycardia,1
10965,433,Elearning-0000-1149,n5916,n28219,1,Identify the rhythm.,n85707,1,Asystole,0
10965,433,Elearning-0000-1149,n5916,n28219,2,Identify the rhythm.,n85708,2,Bundle Branch Block,0
10965,433,Elearning-0000-1149,n5916,n28219,3,Identify the rhythm.,n85709,3,Idioventricular Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28219,4,Identify the rhythm.,n85710,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28220,0,Identify the rhythm.,n85711,0,Atrial Fibrillation,1
10965,433,Elearning-0000-1149,n5916,n28220,1,Identify the rhythm.,n85712,1,Atrial Flutter,0
10965,433,Elearning-0000-1149,n5916,n28220,2,Identify the rhythm.,n85713,2,Artifact,0
10965,433,Elearning-0000-1149,n5916,n28220,3,Identify the rhythm.,n85714,3,Ventricular Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28220,4,Identify the rhythm.,n85715,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28221,0,Identify the rhythm.,n85716,0,Normal Sinus Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28221,1,Identify the rhythm.,n85717,1,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28221,2,Identify the rhythm.,n85718,2,First Degree Heart Block,1
10965,433,Elearning-0000-1149,n5916,n28221,3,Identify the rhythm.,n85719,3,Idioventricular Rhythm,0
10965,433,Elearning-0000-1149,n5916,n28221,4,Identify the rhythm.,n85720,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28222,0,Identify the rhythm.,n85721,0,Ventricular Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28222,1,Identify the rhythm.,n85722,1,Sinus Arrest,0
10965,433,Elearning-0000-1149,n5916,n28222,2,Identify the rhythm.,n85723,2,Ventricular Tachycardia Torsade de Pointes,1
10965,433,Elearning-0000-1149,n5916,n28222,3,Identify the rhythm.,n85724,3,Asystole,0
10965,433,Elearning-0000-1149,n5916,n28222,4,Identify the rhythm.,n85725,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28223,0,Identify the rhythm.,n85726,0,Atrial Flutter,1
10965,433,Elearning-0000-1149,n5916,n28223,1,Identify the rhythm.,n85727,1,Atrial Fibrillation,0
10965,433,Elearning-0000-1149,n5916,n28223,2,Identify the rhythm.,n85728,2,Ventricular Tachycardia,0
10965,433,Elearning-0000-1149,n5916,n28223,3,Identify the rhythm.,n85729,3,Third Degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28223,4,Identify the rhythm.,n85730,4,None of the above,0
10965,433,Elearning-0000-1149,n5916,n28225,0,Identify the rhythm.,n85733,0,Sinus Bradycardia,0
10965,433,Elearning-0000-1149,n5916,n28225,1,Identify the rhythm.,n85734,1,Normal Sinus Rhythm,1
10965,433,Elearning-0000-1149,n5916,n28225,2,Identify the rhythm.,n85735,2,Sinus Arrhythmia,0
10965,433,Elearning-0000-1149,n5916,n28225,3,Identify the rhythm.,n85736,3,First degree Heart Block,0
10965,433,Elearning-0000-1149,n5916,n28225,4,Identify the rhythm.,n85737,4,None of the above,0
17931,1124,Elearning-0000-237,n12148,n52182,0,INTERPRET THE RHYTHM,n171524,0,ST,0
17931,1124,Elearning-0000-237,n12148,n52182,1,INTERPRET THE RHYTHM,n171525,1,SB,0
17931,1124,Elearning-0000-237,n12148,n52182,2,INTERPRET THE RHYTHM,n171526,2,NSR,1
17931,1124,Elearning-0000-237,n12148,n52182,3,INTERPRET THE RHYTHM,n171527,3,JUNCTIONAL,0
17931,1124,Elearning-0000-237,n12148,n52183,0,INTERPRET THE RHYTHM,n171528,0,ST,1
17931,1124,Elearning-0000-237,n12148,n52183,1,INTERPRET THE RHYTHM,n171529,1,SR,0
17931,1124,Elearning-0000-237,n12148,n52183,2,INTERPRET THE RHYTHM,n171530,2,AFIB,0
17931,1124,Elearning-0000-237,n12148,n52183,3,INTERPRET THE RHYTHM,n171531,3,VT,0
17931,1124,Elearning-0000-237,n12148,n52186,0,INTERPRET THE RHYTHM,n171536,0,JUNCTIONAL,0
17931,1124,Elearning-0000-237,n12148,n52186,1,INTERPRET THE RHYTHM,n171537,1,AFLUTTER,0
17931,1124,Elearning-0000-237,n12148,n52186,2,INTERPRET THE RHYTHM,n171538,2,AFIB,0
17931,1124,Elearning-0000-237,n12148,n52186,3,INTERPRET THE RHYTHM,n171539,3,SINUS ARRHYTHMIA,1
17931,1124,Elearning-0000-237,n12148,n52187,0,INTERPRET THE RHYTHM,n171540,0,ASYSTOLE,0
17931,1124,Elearning-0000-237,n12148,n52187,1,INTERPRET THE RHYTHM,n171541,1,SINUS ARREST,1
17931,1124,Elearning-0000-237,n12148,n52187,2,INTERPRET THE RHYTHM,n171542,2,AFIB,0
5901,1674,Elearning-0000-737,n3102,n13019,0,Identify this rhythm:,n33890,0,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13019,1,Identify this rhythm:,n33891,1,Accelerated Junctional,1
5901,1674,Elearning-0000-737,n3102,n13019,2,Identify this rhythm:,n33892,2,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13019,3,Identify this rhythm:,n33893,3,First Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13020,0,Identify this rhythm:,n33894,0,Ventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13020,1,Identify this rhythm:,n33895,1,Atrial Flutter,0
5901,1674,Elearning-0000-737,n3102,n13020,2,Identify this rhythm:,n33896,2,Ventricular Fibrillation,1
5901,1674,Elearning-0000-737,n3102,n13020,3,Identify this rhythm:,n33897,3,Supraventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13021,0,Identify this rhythm:,n33898,0,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13021,1,Identify this rhythm:,n33899,1,"Second Decree Block, Type 1",0
5901,1674,Elearning-0000-737,n3102,n13021,2,Identify this rhythm:,n33900,2,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13021,3,Identify this rhythm:,n33901,3,First Degree Block,1
5901,1674,Elearning-0000-737,n3102,n13022,0,Identify this rhythm:,n33902,0,Supraventricular Tachycardia,1
5901,1674,Elearning-0000-737,n3102,n13022,1,Identify this rhythm:,n33903,1,Ventricular Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13022,2,Identify this rhythm:,n33904,2,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13022,3,Identify this rhythm:,n33905,3,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13023,0,Identify this rhythm:,n33906,0,Third Degree Block,0
5901,1674,Elearning-0000-737,n3102,n13023,1,Identify this rhythm:,n33907,1,"Second Degree Block, Type 1 (Wenckebach)",1
5901,1674,Elearning-0000-737,n3102,n13023,2,Identify this rhythm:,n33908,2,Accelerated Junctional,0
5901,1674,Elearning-0000-737,n3102,n13023,3,Identify this rhythm:,n33909,3,"Second Degree Block, Type 2",0
5901,1674,Elearning-0000-737,n3102,n13025,0,Identify this rhythm:,n33914,0,Atrial Fibrillation,1
5901,1674,Elearning-0000-737,n3102,n13025,1,Identify this rhythm:,n33915,1,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13025,2,Identify this rhythm:,n33916,2,Atrial Flutter,0
5901,1674,Elearning-0000-737,n3102,n13025,3,Identify this rhythm:,n33917,3,Sinus Tachycardia,0
5901,1674,Elearning-0000-737,n3102,n13026,0,Identify this rhythm:,n33918,0,Normal Sinus Rhythm,0
5901,1674,Elearning-0000-737,n3102,n13026,1,Identify this rhythm:,n33919,1,Sinus Bradycardia,0
5901,1674,Elearning-0000-737,n3102,n13026,2,Identify this rhythm:,n33920,2,Atrial Fibrillation,0
5901,1674,Elearning-0000-737,n3102,n13026,3,Identify this rhythm:,n33921,3,Junctional,1
5901,1674,Elearning-0000-737,n3102,n13027,0,Identify this rhythm:,n33922,0,Junctional,0
5901,1674,Elearning-0000-737,n3102,n13027,1,Identify this rhythm:,n33923,1,Asystole,1
5901,1674,Elearning-0000-737,n3102,n13027,2,Identify this rhythm:,n33924,2,Ventricular Fibrillation,0
