course_id,course_name,status
5484,"LP: END-TIDAL CARBON DIOXIDE (ETCO2) MONITORING, PEDIATRIC",FAIL- No item to select
5485,"LP: ENDOMETRIAL BIOPSY, ASSISTING",SUCCESS
5486,"LP: ENDOMYOCARDIAL BIOPSY, ASSISTING",FAIL- No item to select
5487,"LP: STANDARD PRECAUTIONS, HOME CARE",FAIL- No item to select
5488,"LP: ENDOSCOPE REPROCESSING, AUTOMATED REPROCESSOR",FAIL- No item to select
5489,"LP: ENDOSCOPE REPROCESSING, MANUAL",FAIL- No item to select
5490,"LP: ENDOSCOPIC THERAPY, ASSISTING",FAIL- No item to select
5491,LP: ENDOTRACHEAL DRUG ADMINISTRATION,SUCCESS
5492,"LP: ENDOTRACHEAL DRUG ADMINISTRATION, PEDIATRIC",SUCCESS
5493,"LP: ENDOTRACHEAL EVACUATION TUBE USE, RESPIRATORY THERAPY",FAIL- No item to select
5494,"LP: ENDOTRACHEAL SUCTIONING, INTUBATED PATIENT, NEONATAL",FAIL- No item to select
5495,LP: ENDOTRACHEAL TUBE REMOVAL,SUCCESS
5496,LP: ENDOTRACHEAL TUBE REPOSITIONING,SUCCESS
5497,"LP: ENDOTRACHEAL TUBE SECURING, PEDIATRIC",FAIL- No item to select
5498,"LP: STERILE TECHNIQUE, BASIC, HOME CARE",FAIL- No item to select
5499,"LP: ENDURANCE TRAINING, PROGRESSIVE, PHYSICAL THERAPY",FAIL- No item to select
5500,LP: ENEMA ADMINISTRATION,SUCCESS
5501,"LP: ENEMA ADMINISTRATION, PEDIATRIC",SUCCESS
5502,"LP: ENERGY CONSERVATION AND MOVEMENT EFFICIENCY TRAINING, PHYSICAL THERAPY",FAIL- No item to select
5503,"LP: ENTERAL DRUG ADMINISTRATION, PEDIATRIC",SUCCESS
5504,"LP: ENTERAL FEEDING TUBE EXIT SITE CARE, GASTROSTOMY AND JEJUNOSTOMY",FAIL- No item to select
5505,"LP: ENTERAL FEEDING TUBE EXIT SITE CARE, GASTROSTOMY AND JEJUNOSTOMY, PEDIATRIC",SUCCESS
5506,"LP: ENTERAL FEEDING TUBE INSERTION, GASTRIC AND DUODENAL",SUCCESS
5507,"LP: ENTERAL FEEDING TUBE REMOVAL, GASTRIC AND DUODENAL",SUCCESS
5508,"LP: ENTERAL FEEDING TUBE REMOVAL, GASTRIC AND DUODENAL, PEDIATRIC",FAIL- No item to select
5509,"LP: STERNAL PRECAUTIONS, HOME CARE",FAIL- No item to select
5510,"LP: ENTERAL FEEDING, CONTINUOUS DRIP, PEDIATRIC",SUCCESS
5511,"LP: ENTERAL FEEDING, GASTROSTOMY FEEDING BUTTON",SUCCESS
5512,"LP: ENTERAL FEEDING, GASTROSTOMY FEEDING BUTTON, MAINTENANCE AND REINSERTION, PEDIATRIC",FAIL- No item to select
5513,"LP: ENTERAL GASTRIC TUBE FEEDINGS, NEONATAL",FAIL- No item to select
5514,LP: ENTERAL TUBE DRUG INSTILLATION,SUCCESS
5515,"LP: ENTERAL TUBE DRUG INSTILLATION, LONG-TERM CARE",FAIL- No item to select
5516,"LP: ENTERAL TUBE FEEDING, CONTINUOUS, GASTROSTOMY AND JEJUNOSTOMY",FAIL- No item to select
5517,"LP: ENTERAL TUBE FEEDING, DUODENAL AND JEJUNAL",FAIL- No item to select
5518,"LP: ENTERAL TUBE FEEDING, GASTRIC",FAIL- No item to select
5519,"LP: ENTERAL TUBE FEEDING, INTERMITTENT OR BOLUS, PEDIATRIC",SUCCESS
5520,"LP: STOOL SPECIMEN COLLECTION, RANDOM, HOME CARE",FAIL- No item to select
5521,"LP: ENTERAL TUBE FEEDING, INTERMITTENT, GASTROSTOMY AND JEJUNOSTOMY",FAIL- No item to select
5522,"LP: ENTERAL TUBE REMOVAL, PEDIATRIC",SUCCESS
5523,"LP: ENTERAL TUBE REPLACEMENT, PERCUTANEOUS ENDOSCOPIC GASTROSTOMY (ADVANCED PRACTICE)",FAIL- No item to select
5524,LP: EPICARDIAL PACING,SUCCESS
5525,LP: EPICARDIAL PACING WIRE REMOVAL,SUCCESS
5526,"LP: EPICARDIAL PACING WIRE REMOVAL, PEDIATRIC",FAIL- No item to select
5527,"LP: EPICARDIAL PACING, PEDIATRIC",FAIL- No item to select
5528,LP: EPIDURAL ANALGESIC ADMINISTRATION,SUCCESS
5529,"LP: EPIDURAL ANALGESIC ADMINISTRATION, PEDIATRIC",FAIL- No item to select
5530,"LP: EPIDURAL ANESTHESIA, CARE DURING LABOR",SUCCESS
5531,"LP: SUBCUTANEOUS INJECTION, HOME CARE",FAIL- No item to select
5532,LP: EPIDURAL BLOOD PATCH PATIENT CARE,FAIL- No item to select
5533,LP: EPIDURAL CATHETER INSERTION (ADVANCED PRACTICE),FAIL- No item to select
5534,"LP: EPIDURAL CATHETER INSERTION, ASSISTING",FAIL- No item to select
5535,"LP: EPIDURAL CATHETER INSERTION, ASSISTING, PEDIATRIC",FAIL- No item to select
5536,"LP: EPIDURAL CATHETER INSERTION, PEDIATRIC (ADVANCED PRACTICE)",FAIL- No item to select
5537,LP: EPIDURAL CATHETER REMOVAL,FAIL- No item to select
5538,"LP: EPIDURAL CATHETER REMOVAL, PEDIATRIC",FAIL- No item to select
5539,LP: EPIDURAL IMPLANTED PUMP MANAGEMENT,FAIL- No item to select
5540,LP: EPISIOTOMY CARE,SUCCESS
5541,"LP: EPISIOTOMY, PERFORMING (ADVANCED PRACTICE)",SUCCESS
5542,"LP: SUICIDE RISK ASSESSMENT AND CARE, HOME CARE",FAIL- No item to select
5543,LP: EPOPROSTENOL CONTINUOUS ADMINISTRATION THROUGH A MECHANICAL VENTILATOR,FAIL- No item to select
5544,"LP: EQUIPMENT CLEANING AND DISINFECTION, NEONATAL",FAIL- No item to select
5545,LP: ESOPHAGEAL DOPPLER INSERTION (ADVANCED PRACTICE),FAIL- No item to select
5546,"LP: ESOPHAGEAL PH MONITORING, PEDIATRIC",SUCCESS
5547,LP: ESOPHAGEAL TEMPERATURE MANAGEMENT DEVICE USE,FAIL- No item to select
5548,LP: ESOPHAGEAL-TRACHEAL TUBE (COMBITUBE) INSERTION,FAIL- No item to select
5549,LP: ESOPHAGEAL-TRACHEAL TUBE (COMBITUBE) REMOVAL,FAIL- No item to select
5550,LP: ESOPHAGOGASTRIC TAMPONADE TUBE CARE,SUCCESS
5551,"LP: ESOPHAGOGASTRIC TAMPONADE TUBE CARE, PEDIATRIC",FAIL- No item to select
5552,LP: ESOPHAGOGASTRIC TAMPONADE TUBE INSERTION (ADVANCED PRACTICE),FAIL- No item to select
5553,"LP: SUPRAPUBIC CATHETER CARE, HOME CARE",FAIL- No item to select
5554,"LP: ESOPHAGOGASTRIC TAMPONADE TUBE INSERTION, ASSISTING",SUCCESS
5555,"LP: ESOPHAGOGASTRIC TAMPONADE TUBE INSERTION, ASSISTING, PEDIATRIC",FAIL- No item to select
5556,"LP: ESOPHAGOGASTRIC TAMPONADE TUBE REMOVAL, ASSISTING",SUCCESS
5557,"LP: ESOPHAGOGASTRIC TAMPONADE TUBE REMOVAL, ASSISTING, PEDIATRIC",FAIL- No item to select
5558,"LP: EXAMINATION ROOM CLEANING AND DISINFECTION, AMBULATORY CARE",FAIL- No item to select
5559,"LP: EXCHANGE TRANSFUSION, ASSISTING, NEONATAL",FAIL- No item to select
5560,"LP: EXCHANGE TRANSFUSION, ASSISTING, PEDIATRIC",SUCCESS
5561,"LP: EXERCISE TOLERANCE TESTING, RESPIRATORY THERAPY",FAIL- No item to select
5562,"LP: EXHALED NITRIC OXIDE MEASUREMENT, RESPIRATORY THERAPY",FAIL- No item to select
5563,LP: EXPECTORANT SHIELD USE,SUCCESS
5564,"LP: SUPRAPUBIC CATHETER IRRIGATION, HOME CARE",FAIL- No item to select
5565,LP: EXTERNAL EAR SPECIMEN COLLECTION,SUCCESS
5566,LP: EXTERNAL FIXATION MANAGEMENT,SUCCESS
5567,LP: EXTERNAL JUGULAR VEIN CATHETER INSERTION (ADVANCED PRACTICE),FAIL- No item to select
5568,"LP: EXTERNAL URINE COLLECTION DEVICE USE, FEMALE",FAIL- No item to select
5569,"LP: EXTERNAL URINE COLLECTION DEVICE USE, MALE",SUCCESS
5570,"LP: EXTERNAL VENTRICULAR DRAIN INSERTION, ASSISTING",FAIL- No item to select
5571,"LP: EXTERNAL VENTRICULAR DRAIN INSERTION, ASSISTING, PEDIATRIC",FAIL- No item to select
5572,"LP: EXTERNAL VENTRICULOSTOMY DEVICE MANAGEMENT, PEDIATRIC",SUCCESS
5573,"LP: EXTERNALIZATION OF A VENTRICULOPERITONEAL SHUNT, ASSISTING, PEDIATRIC",FAIL- No item to select
5574,"LP: EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) CANNULA INSERTION, ASSISTING, PEDIATRIC",FAIL- No item to select
5575,"LP: SUPRAPUBIC CATHETER REPLACEMENT, HOME CARE",FAIL- No item to select
5576,LP: EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) MONITORING AND CARE,FAIL- No item to select
5577,"LP: EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) MONITORING AND CARE, NEONATAL",FAIL- No item to select
5578,"LP: EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO) MONITORING AND CARE, PEDIATRIC",FAIL- No item to select
5579,LP: EXTRAPYRAMIDAL SYMPTOM ASSESSMENT,SUCCESS
5580,LP: EXTREMELY LOW BIRTH WEIGHT NEONATE CARE,FAIL- No item to select
5581,"LP: EXTUBATION, PEDIATRIC",SUCCESS
5582,LP: EYE CARE,SUCCESS
5583,"LP: EYE CARE, PROSTHETIC",FAIL- No item to select
5584,"LP: EYE COMPRESS APPLICATION, COLD",SUCCESS
5585,"LP: EYE COMPRESS APPLICATION, WARM",SUCCESS
5586,"LP: TEMPERATURE MEASUREMENT, HOME CARE",FAIL- No item to select
5587,LP: EYE IRRIGATION,SUCCESS
5588,"LP: EYE IRRIGATION, PEDIATRIC",FAIL- No item to select
5589,LP: EYE OINTMENT APPLICATION,SUCCESS
5590,"LP: EYE OINTMENT APPLICATION, PEDIATRIC",SUCCESS
5591,LP: EYE PATCH APPLICATION,SUCCESS
5592,"LP: EYE PATCH APPLICATION, PEDIATRIC",FAIL- No item to select
5593,"LP: EYE PROPHYLAXIS, NEONATE",SUCCESS
5594,LP: EYE SPECIMEN COLLECTION,SUCCESS
5595,LP: EYE TONOMETRY (ADVANCED PRACTICE),FAIL- No item to select
5596,LP: EYEDROP ADMINISTRATION,SUCCESS
5597,"LP: THROAT SPECIMEN COLLECTION, HOME CARE",FAIL- No item to select
5598,"LP: EYEDROP ADMINISTRATION, PEDIATRIC",SUCCESS
5599,LP: FALL MANAGEMENT,SUCCESS
5600,"LP: FALL MANAGEMENT, LONG-TERM CARE",FAIL- No item to select
5601,LP: FALL PREVENTION,SUCCESS
5602,"LP: FALL PREVENTION AND MANAGEMENT, PHYSICAL THERAPY",FAIL- No item to select
5603,"LP: FALL PREVENTION, LONG-TERM CARE",FAIL- No item to select
5604,"LP: FALL PREVENTION, NEONATE",FAIL- No item to select
5605,"LP: FALL PREVENTION, PEDIATRIC",SUCCESS
5606,LP: FALSE LABOR ASSESSMENT,SUCCESS
5607,LP: FAMILY THERAPY,SUCCESS
5608,"LP: TOPICAL SKIN DRUG ADMINISTRATION, HOME CARE",FAIL- No item to select
5609,"LP: FECAL CONTAINMENT DEVICE APPLICATION, EXTERNAL",FAIL- No item to select
5610,"LP: FECAL CONTAINMENT DEVICE INSERTION, INTERNAL",FAIL- No item to select
5611,"LP: FECAL IMPACTION REMOVAL, DIGITAL",SUCCESS
5612,"LP: FECAL OCCULT BLOOD TEST, NEONATAL",FAIL- No item to select
5613,"LP: FECAL OCCULT BLOOD TEST, PEDIATRIC",SUCCESS
5614,LP: FECAL OCCULT BLOOD TESTS,SUCCESS
5615,LP: FECAL TRANSPLANTATION,FAIL- No item to select
5616,LP: FEEDING,SUCCESS
5617,"LP: FEEDING, LONG-TERM CARE",FAIL- No item to select
5618,LP: FEMORAL COMPRESSION DEVICE USE,SUCCESS
5619,"LP: TRACHEOSTOMY SUCTIONING, HOME CARE",FAIL- No item to select
5620,LP: FEMUR TRACTION SPLINT APPLICATION,FAIL- No item to select
5621,LP: FEMUR TRACTION SPLINT PATIENT CARE,FAIL- No item to select
5622,LP: FETAL ASSESSMENT IN A PREGNANT SURGICAL PATIENT,SUCCESS
5623,LP: FETAL DEMISE CARE,SUCCESS
5624,"LP: FETAL HEART RATE MONITORING, AUSCULTATION",SUCCESS
5625,"LP: FETAL MONITORING, EXTERNAL",SUCCESS
5626,"LP: FETAL MONITORING, INTERNAL",SUCCESS
5627,"LP: FETAL SCALP BLOOD SAMPLING, ASSISTING",SUCCESS
5628,"LP: FIBER-OPTIC PHOTOTHERAPY PADS AND BLANKETS USE, NEONATE",SUCCESS
5629,"LP: FINGERSTICKS AND HEELSTICKS, PEDIATRIC",SUCCESS
5630,"LP: TRACHEOSTOMY TUBE CARE, HOME CARE",FAIL- No item to select
5631,"LP: FIRE PREVENTION AND MANAGEMENT, OR",FAIL- No item to select
5632,LP: FOAM DRESSING APPLICATION,SUCCESS
5633,LP: FOOT CARE,SUCCESS
5634,LP: FOOTDROP CONTRACTURE PREVENTION SPLINT USE,FAIL- No item to select
5635,"LP: FORCEPS DELIVERY, ASSISTING",SUCCESS
5636,"LP: FOREIGN BODY REMOVAL, ANORECTAL (ADVANCED PRACTICE)",FAIL- No item to select
5637,"LP: FOREIGN BODY REMOVAL, EAR (ADVANCED PRACTICE), AMBULATORY CARE",FAIL- No item to select
5638,"LP: FOREIGN BODY REMOVAL, EYE (ADVANCED PRACTICE), AMBULATORY CARE",FAIL- No item to select
5639,"LP: FOREIGN BODY REMOVAL, NASAL (ADVANCED PRACTICE)",FAIL- No item to select
5640,"LP: FOREIGN BODY REMOVAL, SKIN AND SOFT TISSUE (ADVANCED PRACTICE), AMBULATORY CARE",FAIL- No item to select
5641,"LP: TRACHEOSTOMY TUBE CHANGE, HOME CARE",FAIL- No item to select
5642,LP: FORENSIC EVIDENCE COLLECTION,FAIL- No item to select
5643,LP: FOUR-PERSON CARRY LIFT,SUCCESS
5644,LP: FOUR-PERSON LIFT,SUCCESS
5645,LP: FOUR-PERSON LIFT SHEET TRANSFER,SUCCESS
5646,"LP: FROZEN SECTION SPECIMEN HANDLING, OR",FAIL- No item to select
5647,LP: FUNCTIONAL ASSESSMENT,SUCCESS
5648,"LP: FUNCTIONAL ASSESSMENT, PHYSICAL THERAPY",FAIL- No item to select
5649,"LP: FUNDAL ASSESSMENT, POSTPARTUM",SUCCESS
5650,LP: GAIT BELT USE,FAIL- No item to select
5651,"LP: GAIT TRAINING, PHYSICAL THERAPY",FAIL- No item to select
5652,"LP: TRANSDERMAL DRUG ADMINISTRATION, HOME CARE",FAIL- No item to select
5653,LP: GASTRIC LAVAGE,SUCCESS
5654,"LP: GASTROINTESTINAL DECONTAMINATION, PEDIATRIC",SUCCESS
5655,LP: GASTROSTOMY FEEDING BUTTON REINSERTION,SUCCESS
5656,LP: GASTROSTOMY TUBE CHANGE OR REPLACEMENT,FAIL- No item to select
5657,"LP: GASTROSTOMY TUBE CHANGE OR REPLACEMENT, PEDIATRIC",SUCCESS
5658,LP: GASTROSTOMY TUBE DRUG INSTILLATION,SUCCESS
5659,"LP: GASTROSTOMY TUBE DRUG INSTILLATION, LONG-TERM CARE",FAIL- No item to select
5660,"LP: GAVAGE FEEDING, NEONATE",SUCCESS
5661,"LP: GENERAL ANESTHESIA PATIENT CARE, OR",FAIL- No item to select
5662,"LP: GENERAL ANESTHESIA PATIENT CARE, PACU",FAIL- No item to select
5663,"LP: TRANSFER WITH A MECHANICAL LIFT, HOME CARE",FAIL- No item to select
5664,LP: GENERAL GUIDELINES FOR PERFORMING A PROCEDURE ON A CHILD,SUCCESS
5665,"LP: GENERAL PATIENT CARE, PACU",FAIL- No item to select
5666,"LP: GENITOURINARY AND GASTROINTESTINAL ASSESSMENT, NEONATE",SUCCESS
5667,LP: GESTATIONAL AGE DETERMINATION,SUCCESS
5668,"LP: GLUCOSE MANAGEMENT, NEONATAL",FAIL- No item to select
5669,"LP: GOWNING AND GLOVING, ASSISTING",FAIL- No item to select
5670,"LP: GRAM STAIN, WET MOUNT, AND POTASSIUM HYDROXIDE (KOH) PREPARATION (ADVANCED PRACTICE)",FAIL- No item to select
5671,LP: GROUP B STREPTOCOCCUS (GBS) CARE DURING LABOR,FAIL- No item to select
5672,LP: GROUP WORK TECHNIQUES,SUCCESS
5673,"LP: HALO-VEST TRACTION APPLICATION, ASSISTING",SUCCESS
5674,"LP: TRANSMISSION-BASED PRECAUTIONS, HOME CARE",FAIL- No item to select
5675,"LP: HALO-VEST TRACTION APPLICATION, ASSISTING, PEDIATRIC",FAIL- No item to select
5676,"LP: HALO-VEST TRACTION, CARE OF PATIENT",SUCCESS
5677,"LP: HALO-VEST TRACTION, CARE OF PATIENT, PEDIATRIC",FAIL- No item to select
5678,"LP: HAND ANTISEPSIS, OR",FAIL- No item to select
5679,LP: HAND HYGIENE,SUCCESS
5680,"LP: HAND HYGIENE, AMBULATORY CARE",FAIL- No item to select
5681,"LP: HAND HYGIENE, NEONATAL",FAIL- No item to select
5682,LP: HANDHELD RESUSCITATION BAG AND MASK USE,SUCCESS
5683,"LP: HANDHELD RESUSCITATION BAG AND MASK USE, NEONATE",SUCCESS
5684,"LP: HANDHELD RESUSCITATION BAG AND MASK USE, PEDIATRIC",FAIL- No item to select
5685,"LP: TUBERCULOSIS PATIENT CARE, HOME CARE",FAIL- No item to select
5686,LP: HANDLING PATIENT VALUABLES ON A PSYCHIATRIC UNIT,SUCCESS
5687,"LP: HANDOFF COMMUNICATION, RECEIVING FROM ACUTE CARE, AMBULATORY CARE",FAIL- No item to select
5688,LP: HAZARDOUS DRUG PREPARATION AND HANDLING,FAIL- No item to select
5689,LP: HAZARDOUS DRUG SPILL MANAGEMENT,FAIL- No item to select
5690,"LP: HEAD CIRCUMFERENCE ASSESSMENT, INFANT",SUCCESS
5691,"LP: HEALTH ASSESSMENT, ANNUAL (ADVANCED PRACTICE), AMBULATORY CARE",FAIL- No item to select
5692,"LP: HEALTH ASSESSMENT, ANNUAL, PEDIATRIC (ADVANCED PRACTICE), AMBULATORY CARE",FAIL- No item to select
5693,LP: HEALTH HISTORY INTERVIEW AND PHYSICAL ASSESSMENT,SUCCESS
5694,"LP: HEALTH HISTORY INTERVIEW AND PHYSICAL ASSESSMENT, LONG-TERM CARE",FAIL- No item to select
5695,"LP: HEALTH HISTORY INTERVIEW AND PHYSICAL ASSESSMENT, PEDIATRIC",SUCCESS
5696,"LP: URINE SPECIMEN COLLECTION FROM A UROSTOMY, ILEAL CONDUIT, OR COLON CONDUIT, HOME CARE",FAIL- No item to select
5697,LP: HEARING AID CARE,SUCCESS
5698,"LP: HEARING SCREENING, AMBULATORY CARE",FAIL- No item to select
5699,"LP: HEARING SCREENING, NEONATE",FAIL- No item to select
5700,"LP: HEARING SCREENING, PEDIATRIC, AMBULATORY CARE",FAIL- No item to select
5701,"LP: HEARING SCREENING, PLAY AUDIOMETRY, PEDIATRIC",SUCCESS
5702,"LP: HEARING SCREENING, PURE-TONE AIR CONDUCTION, PEDIATRIC",FAIL- No item to select
5703,"LP: HEARING SCREENING, PURE-TONE THRESHOLD, PEDIATRIC",FAIL- No item to select
5704,"LP: HEART RATE ASSESSMENT, NEONATE",SUCCESS
5705,LP: HEAT APPLICATION,SUCCESS
5706,"LP: HEAT APPLICATION, LONG-TERM CARE",FAIL- No item to select
5707,"LP: URINE SPECIMEN COLLECTION FROM AN INDWELLING URINARY CATHETER (FOLEY), HOME CARE",FAIL- No item to select
5708,"LP: HEAT APPLICATION, SUPERFICIAL, PHYSICAL THERAPY",FAIL- No item to select
5709,LP: HEAT INTOLERANCE ASSESSMENT AND CARE,SUCCESS
5710,"LP: HEAT LAMP USE, INFANT",SUCCESS
5711,LP: HEIGHT MEASUREMENT,SUCCESS
5712,"LP: HEIGHT MEASUREMENT, AMBULATORY CARE",FAIL- No item to select
5713,"LP: HEIGHT MEASUREMENT, CHILD OLDER THAN AGE 2",SUCCESS
5714,"LP: HEIGHT MEASUREMENT, CHILD OLDER THAN AGE 2, AMBULATORY CARE",FAIL- No item to select
5715,"LP: HELIUM DILUTION FUNCTIONAL RESIDUAL CAPACITY MEASUREMENT, RESPIRATORY THERAPY",FAIL- No item to select
5716,"LP: HEMODIALYSIS, ARTERIOVENOUS ACCESS",SUCCESS
5717,"LP: HEMODIALYSIS, ARTERIOVENOUS ACCESS, DECLOTTING, ASSISTING",FAIL- No item to select
5718,"LP: URINE SPECIMEN COLLECTION, RANDOM, HOME CARE",FAIL- No item to select
5719,"LP: HEMODIALYSIS, DOUBLE-LUMEN CATHETER",SUCCESS
5720,"LP: HEMODIALYSIS, PEDIATRIC",FAIL- No item to select
5721,"LP: HEMODYNAMIC MONITORING, MINIMALLY INVASIVE",FAIL- No item to select
5722,"LP: HEMODYNAMIC MONITORING, NONINVASIVE",FAIL- No item to select
5723,"LP: HEMORRHOID, EXTERNAL THROMBOSED, REMOVAL (ADVANCED PRACTICE)",FAIL- No item to select
5724,"LP: HEPATITIS B VACCINE ADMINISTRATION, NEONATE",SUCCESS
5725,"LP: HEPATOTOXICITY MANAGEMENT, ONCOLOGY",FAIL- No item to select
5726,LP: HIGH-FREQUENCY JET VENTILATOR USE,FAIL- No item to select
5727,"LP: HIGH-FREQUENCY JET VENTILATOR USE, RESPIRATORY THERAPY",FAIL- No item to select
5728,LP: HIGH-FREQUENCY OSCILLATORY VENTILATOR USE,FAIL- No item to select
5729,"LP: UROSTOMY CARE, HOME CARE",FAIL- No item to select
5730,"LP: HIGH-FREQUENCY OSCILLATORY VENTILATOR USE, RESPIRATORY THERAPY",FAIL- No item to select
5731,"LP: HIGH-FREQUENCY VENTILATOR USE, NEONATAL",FAIL- No item to select
