course_id,course_code,course_name
92,SCORM-0000-174,SHILEY FLEXIBLE ADULT TRACHEOSTOMY TUBES
93,SCORM-0000-175,"STRYKER S3 EDUCATION: BED ALARM, SCALE, AND IBED FUNCTION"
94,SCORM-0000-176,STRYKER: SURGICOUNT TABLET (GEN 2)
95,SCORM-0000-177,SUCCESSFACTORS SYSTEM TRAINING 2021
96,SCORM-0000-178,SURGICAL SERVICES: DOCUMENTING IV FLUIDS POSTOP
97,SCORM-0000-179,SWABBING NEWBORNS FOR COVID
98,SCORM-0000-18,COVID-19 RESPIRATORY SUPPORT - CHEROKEE ONLY
99,SCORM-0000-181,TEMPORARY TELECOMMUTING GUIDELINES
101,SCORM-0000-183,TIME KEEPING
102,SCORM-0000-184,TIMELESS 101: INTRODUCTION
103,SCORM-0000-185,TIMELESS 102: LABEL PRINTING
104,SCORM-0000-186,TIMELESS 103: RECEIVE MILK/PRODUCTS
105,SCORM-0000-187,TIMELESS 104: SIMPLE PREPARE
106,SCORM-0000-188,TIMELESS 105: ADVANCED PREPARE INTRODUCTION
107,SCORM-0000-189,TIMELESS 106: ADVANCED PREPARE
108,SCORM-0000-19,COVID-19 TRAINING PROGRAM (ATLANTA/CHEROKEE/FORSYTH)
109,SCORM-0000-190,TIMELESS 107: FEEDING
110,SCORM-0000-191,TIMELESS 108: MOVE BOTTLES/PRODUCT
111,SCORM-0000-192,TIMELESS 109: MILK/PRODUCT DISPOSAL AND DISCHARGE
112,SCORM-0000-193,TIMELESS 110: BAGS/BINS
113,SCORM-0000-194,TIMELESS 111: MOTHER FEATURES
114,SCORM-0000-195,TIMELESS 112: FEED CONSENTS
115,SCORM-0000-196,TIMELESS 113: MANAGE COMMUNITY ORDER
116,SCORM-0000-197,TIMELESS 114: ADMIN MANAGEMENT
117,SCORM-0000-198,TIMELESS 115: PRODUCT MANAGEMENT
118,SCORM-0000-199,TOTAL JOINT REPLACEMENT
119,SCORM-0000-20,CREDENTIALING PROCESS ? APE
120,SCORM-0000-200,TOTAL JOINT REPLACEMENT CLASS
121,SCORM-0000-201,TRALIANT_LMS_TEST_COURSE_072220_SCORM12
122,SCORM-0000-202,TRALIANT_LMS_TEST_COURSE_072220_SCORM20043RD
123,SCORM-0000-203,UMANO BED TRAINING VIDEO
124,SCORM-0000-204,UMANO OOK SNOW BED EDUCATION
125,SCORM-0000-205,WAVE ONBOARDING REPORT TUTORIAL
126,SCORM-0000-206,WOMEN AND STROKE 2021 SESSION 1: NEUROPROTECTION FOR STROKE THROMBECTOMY; WHAT ROLE DO CAROTID WEBS PLAY IN ISCHEMIC STROKE?
127,SCORM-0000-207,WOMEN AND STROKE 2021 SESSION 2: GRADY MOBILE STROKE UNIT; CRYPTOGENIC STROKE TREATMENT
128,SCORM-0000-208,WOMEN AND STROKE 2021 SESSION 3: SECONDARY STROKE PREVENTION
129,SCORM-0000-209,WOMEN AND STROKE 2021 SESSION 4: MIGRAINE AND STROKE RISK
130,SCORM-0000-21,CREDENTIALING PROCESS - NATIONAL PATIENT SAFETY GOALS
131,SCORM-0000-210,"WORKPLACE DIVERSITY, INCLUSION AND SENSITIVITY"
132,SCORM-0000-211,2020 ? 2021 ANNUAL EDUCATION CBL
133,SCORM-0000-212,2020 ? 2021 CORPORATE COMPLIANCE TRAINING (ANNUAL/NEW HIRE) CBL
134,SCORM-0000-213,2020 ? 2021 HIPAA TRAINING (ANNUAL/NEW HIRE) CBL
135,SCORM-0000-214,2020 ? 2021 NEW HIRE/ANNUAL EDUCATION CBL
136,SCORM-0000-216,ARU_CCU 6_11_21
137,SCORM-0000-217,"COMMUNICATION OF ADVERSE EVENTS, SAFETY CONCERNS, ENVIRONMENTAL ISSUES & EQUIPMENT REPAIRS 2020 (CBL)"
138,SCORM-0000-218,CONFIDENTIALITY AND COMPUTER ACCESS FOR EMPLOYEES 2020 (CBL)
139,SCORM-0000-219,COVID-19 CODE BLUE RESPONSE 2020 (CBL)
140,SCORM-0000-22,CREDENTIALING PROCESS - ORIENTATION MATERIALS
141,SCORM-0000-220,COVID-19 TRAINING PROGRAM (GWINNETT/DULUTH) 2021 (CBL)
142,SCORM-0000-221,ETIME TIMEKEEPER TRAINING 2021 (CBL)
143,SCORM-0000-222,FY2021 INTERDISCIPLINARY PLAN OF CARE: NURSING (CBL)
144,SCORM-0000-226,INTERNET SECURITY ACCESS AND EXTERNAL EMAIL POLICY 2020 (CBL)
145,SCORM-0000-227,LAPTOP COMPUTER AND PORTABLE STORAGE POLICY 2020 (CBL)
146,SCORM-0000-228,NETWORK SECURITY POLICY 2020 (CBL)
147,SCORM-0000-229,NH ANNUAL EDUCATION 2019-2020 (CBL)
148,SCORM-0000-23,CREDENTIALING PROCESS - OVERVIEW
149,SCORM-0000-230,NH BANCPAY APPROVER 2021 (CBL)
150,SCORM-0000-231,NH BANCPAY REVIEWER 2021 (CBL)
151,SCORM-0000-232,NH BARIATRIC SENSITIVITY 2020-2021 SCORM (CBL)
152,SCORM-0000-233,NH BEHAVIORAL HEALTH POLICY UPDATE 2021 (CBL)
153,SCORM-0000-234,NH BENEFITS ORIENTATION 2021 WEBINAR RECORDING
154,SCORM-0000-235,NH CARING FOR BEHAVIORAL HEALTH PATIENTS 2021 (CBL)
155,SCORM-0000-236,NH CONSTANT OBSERVER EDUCATION 2021 (CBL)
156,SCORM-0000-237,NH CORPORATE COMPLIANCE CMS FWA TRAINING 2019-2020 V08_2020 (CBL)
157,SCORM-0000-238,NH CORPORATE COMPLIANCE GENERAL TRAINING 2019-2020 V08_2020 (CBL)
158,SCORM-0000-239,NH DEVELOPING BEHAVIORAL HEALTH CHAMPIONS 2021 (CBL)
160,SCORM-0000-240,NH FIRE SAFETY ORIENTATION 2020 (CBL)
161,SCORM-0000-241,NH FIRE SAFETY ORIENTATION V3 2021 (CBL)
162,SCORM-0000-242,NH HIPAA TRAINING 2019-2020 (CBL) SCORM
163,SCORM-0000-243,NH INFECTION PREVENTION 2019-2020 (CBL) SCORM
164,SCORM-0000-244,NH INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING 2020 (CBL)
165,SCORM-0000-245,NH INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING 2021 (CBL)
166,SCORM-0000-246,NH INTRODUCTION TO BANCPAY 2021 (CBL)
167,SCORM-0000-247,NH KNOWLEDGE OF MENTAL HEALTH DIAGNOSES FOR STAFF 2021 (CBL)
168,SCORM-0000-248,NH NEW HIRE AND BENEFITS ORIENTATION 2021 (PRIVATE)
169,SCORM-0000-249,NH NEW HIRE ORIENTATION 2021 WEBINAR RECORDING
170,SCORM-0000-25,CREDENTIALING PROCESS - OVERVIEW OF CP
171,SCORM-0000-250,NH NURSING ORIENTATION 2021 (PRIVATE)
172,SCORM-0000-251,NH NURSING ORIENTATION 2021 WEBINAR RECORDING
173,SCORM-0000-252,NH ONCOLOGY TECH REVIEW OBIC 2020 (CBL) SCORM
174,SCORM-0000-253,NH PATIENT CARE ORIENTATION 2021 (PRIVATE)
175,SCORM-0000-254,NH PATIENT CARE ORIENTATION 2021 WEBINAR RECORDING
176,SCORM-0000-255,NH SCHEDULE 360 FOR HEALTH SYSTEMS ONLINE TRAINING STAFF TUTORIAL 2021 (CBL)
177,SCORM-0000-256,NH SERVICE STANDARD: OWNERSHIP AND ACCOUNTABILITY 2021 (CBL)
178,SCORM-0000-257,NH SERVICE STANDARD: RESPONSIVENESS 2021 (CBL)
180,SCORM-0000-259,PATIENT SELECTION USING ACCT NUMBER_BACKLOADING IN SCHAPPTBOOK
181,SCORM-0000-26,CREDENTIALING PROCESS - SUICIDE SCREENING
182,SCORM-0000-260,PREVENTION OF INFORMATION BLOCKING 2020 (SCORM CBL)
183,SCORM-0000-261,RCT PATIENT SELECTION & DUPLICATE FIN PREVENTION IN SCHAPPTBOOK
188,SCORM-0000-267,RCT_GMC AHIQA CBL
189,SCORM-0000-268,RCT_GMC ED CBL
190,SCORM-0000-269,RCT_GMC ED NEW HIRE DL
191,SCORM-0000-27,CULTURE OF ACCOUNTABILITY
192,SCORM-0000-270,RCT_GMC INSURANCE UNIVERSITY
193,SCORM-0000-271,RCT_GMC LABOR AND DELIVERY CBL
194,SCORM-0000-272,RCT_GMC MEDICAID
195,SCORM-0000-273,RCT_GMC MEDICARE COMPLIANCE CBL
196,SCORM-0000-274,RCT_GMC MEDMETRIX TRAINING - DASHBOARD
197,SCORM-0000-275,RCT_GMC MEDMETRIX_POST TEAM
199,SCORM-0000-277,RCT_GMC NON-TRADITIONAL CBL
200,SCORM-0000-278,RCT_GMC PATIENT SATISFACTION AND COMPLIANCE
201,SCORM-0000-279,RCT_GMC PATIENT SEL USING ACCT NUMBER_BACKLOADING IN SCHAPPTBOOK_2ND
202,SCORM-0000-28,DEVELOPING BEHAVIORAL HEALTH CHAMPIONS
203,SCORM-0000-280,RCT_GMC PATIENT SELECTION & DUPLICATE FIN PREVENTION IN SCHAPPTBOOK_2ND
204,SCORM-0000-281,RCT_GMC PROCESS & SYSTEM UNIVERSITY
205,SCORM-0000-282,RCT_GMC: OBTAINING PATIENT'S PRIMARY CARE PHYSICIAN
206,SCORM-0000-283,RCTA AMBULATORY ACCOUNT RESOLUTION & CONFIDENT COLLECTOR QUIZ
208,SCORM-0000-285,RCTA AMBULATORY ARU CCU TEST WITH VIDEO2
209,SCORM-0000-286,RCTA AMBULATORY CPM SCHEDULING & REGISTRATION UNIVERSITY QUIZ
212,SCORM-0000-289,RCTA AMBULATORY PATIENTCO COORDINATOR WORK FLOW END OF DAY QUIZ
213,SCORM-0000-29,DOFFING OF PPE
214,SCORM-0000-290,RCTA AMBULATORY PCP MODULE CBL
215,SCORM-0000-291,RCTA GMC AMBULATORY PATIENTCO USER WORKFLOW COLLECTING PATIENT PAYMENTS CBL
217,SCORM-0000-293,RCTA PATIENTCO USER WORKFLOW COLLECTING PATIENT PAYMENTS QUIZ
218,SCORM-0000-294,RCTA: GMG PATIENT REGISTRATION & FINANCIAL CLEARANCE PROCESSES
219,SCORM-0000-297,SUCCESSFACTORS SYSTEM TRAINING 2021 (CBL)
220,SCORM-0000-298,TEMPORARY TELECOMMUTING GUIDELINES 2020 (CBL)
221,SCORM-0000-299,TIME KEEPING POLICY 2020 (CBL)
222,SCORM-0000-30,DONNING OF PPE
223,SCORM-0000-301,WAVE ONBOARDING REPORT TUTORIAL 2021 (CBL)
224,SCORM-0000-302,"WORKPLACE DIVERSITY, INCLUSION, AND SENSITIVITY (CBL)"
225,SCORM-0000-31,ETIME TIMEKEEPER TRAINING
226,SCORM-0000-32,FCC POSTPARTUM HEMORRHAGE CART EDUCATION
227,SCORM-0000-33,FIRE SAFETY ORIENTATION
228,SCORM-0000-34,FIRE SAFETY ORIENTATION UPDATED (2021)
229,SCORM-0000-35,FY2019 BBRAUN ONGUARD CLOSED SYSTEM TRANSFER DEVICE (CSTD)-NURSING
230,SCORM-0000-36,FY2020 BARIATRIC SENSITIVITY TRAINING: PATIENT CARE
231,SCORM-0000-37,FY2021 BEHAVIORAL HEALTH POLICY UPDATE
232,SCORM-0000-38,FY2021 CARING FOR THE BEHAVIORAL HEALTH PATIENTS
233,SCORM-0000-39,FY2021 CLINICAL UPDATES IN HEART FAILURE
234,SCORM-0000-40,FY2021 CONSTANT OBSERVER EDUCATION
235,SCORM-0000-41,FY2021 CONTINUOUS CONTROLLED SUBSTANCE INFUSION UPDATE: 2ND RN VERIFICATION REQUIREMENTS WITH AUDIO CONTENT
236,SCORM-0000-42,FY2021 CRT DEVICES IN HEART FAILURE
237,SCORM-0000-43,FY2021 HEART FAILURE ASSESSMENT
238,SCORM-0000-44,FY2021 HEART FAILURE NUTRITION LIFESTYLE
239,SCORM-0000-45,FY2021 IMPLANT VERIFICATION PROCESS & DOCUMENTATION
240,SCORM-0000-46,FY2021 INTERDISCIPLINARY PLAN OF CARE: NURSING
241,SCORM-0000-47,FY2021 SURGICAL SERVICES INTRAOPERATIVE  RN HAND-OFF COMMUNICATION
242,SCORM-0000-48,FY2021 SURGICAL SERVICES: END OF CASE SURGICAL DEBRIEF
243,SCORM-0000-49,FY2021 SURGICAL SERVICES: LUMBAR DRAIN MANAGEMENT FOR PACU
244,SCORM-0000-54,INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING UPDATE 2020-2021
245,SCORM-0000-55,INTERNET SECURITY ACCESS AND EXTERNAL EMAIL POLICY
246,SCORM-0000-56,INTRODUCTION TO BANCPAY
247,SCORM-0000-57,INVESTIGATOR RESPONSIBILITY AND BILLING COMPLIANCE PT. I
248,SCORM-0000-58,INVESTIGATOR RESPONSIBILITY AND BILLING COMPLIANCE PT. II
249,SCORM-0000-59,JADA INSERVICE VIDEO
250,SCORM-0000-60,KINDNESS THROUGH COMMUNICATION- COURTESY AND RESPECT
251,SCORM-0000-61,KINDNESS THROUGH COMMUNICATION: CONNECT
252,SCORM-0000-62,KNOWLEDGE OF MENTAL HEALTH DIAGNOSIS FOR STAFF
253,SCORM-0000-63,LAPTOP COMPUTER AND PORTABLE STORAGE POLICY
254,SCORM-0000-64,LD 2021 IV PRODUCT CHANGES
255,SCORM-0000-65,MEDLINE COMFORT GLIDE
256,SCORM-0000-66,MODERATE SEDATION DOCUMENTATION - ICU
257,SCORM-0000-67,NAON NEUROVASCULAR ASSESSMENT
258,SCORM-0000-68,NETWORK SECURITY POLICY
259,SCORM-0000-69,NEUROSURGERY CRANIOTOMY LECTURE - 6TH FLOOR NSC
260,SCORM-0000-70,NEUROSURGERY SPINE LECTURE - 6TH FLOOR NSC
261,SCORM-0000-71,NORTHSIDE HOSPITAL - DRESS CODE POLICY
262,SCORM-0000-72,NORTHSIDE WELCOME VIDEO
263,SCORM-0000-73,NRO MODULE FIVE: THE PATIENT SURVEY - HCAHPS
264,SCORM-0000-74,NRO MODULE FOUR: CARING BEHAVIORS - PART TWO
265,SCORM-0000-75,NRO MODULE ONE: CREATING THE PATIENT EXPERIENCE
266,SCORM-0000-76,NRO MODULE SEVEN: GOING HOME - DISCHARGE COMMUNICATION
267,SCORM-0000-77,NRO MODULE SIX: EVIDENCE BASED BEHAVIORS
268,SCORM-0000-78,NRO MODULE THREE: CARING BEHAVIORS - PART ONE
269,SCORM-0000-79,NRO MODULE TWO: AIDET
270,SCORM-0000-80,NSH SERVICE STANDARD: OWNERSHIP AND ACCOUNTABILITY
271,SCORM-0000-81,NSH SERVICE STANDARD: RESPONSIVENESS
272,SCORM-0000-82,NSH_HOSPITAL ORIENTATION
273,SCORM-0000-83,NURSING AND PAIN MANAGEMENT
274,SCORM-0000-84,OCCUPATIONAL THERAPY AND HEART FAILURE
275,SCORM-0000-85,ONCOLOGY FELLOWSHIP: KSU PRECEPTOR WELCOME
276,SCORM-0000-86,ONCOLOGY FELLOWSHIP: MERCER PRECEPTOR WELCOME
277,SCORM-0000-87,ONCOLOGY FELLOWSHIP: PRECEPTOR TRAINING
278,SCORM-0000-88,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 1
279,SCORM-0000-89,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 2
280,SCORM-0000-90,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 3
281,SCORM-0000-91,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 4
282,SCORM-0000-92,PCU FALL PREVENTION AND IBED AWARENESS
283,SCORM-0000-93,PHASE 2 ROLE SPECIFIC PHYSICIAN - GYNECOLOGY
284,SCORM-0000-94,PHILIPS MONITOR INTELLIVUE EDUCATION
285,SCORM-0000-95,PHYSICIAN PRACTICE MANAGEMENT HIPAA DRILL PRESENTATION - 2020
286,SCORM-0000-96,PPE COVID-19 TRAINING
287,SCORM-0000-97,PPE VIDEO: DONNING AND DOFFING OF PPE
288,SCORM-0000-98,"PRECEPTOR ROLES AND RESPONSIBILITIES FOR PURPOSEFUL, PERSONALIZED HOURLY ROUNDS"
289,SCORM-0000-99,PREVENTION OF INFORMATION BLOCKING
4847,AICC-0000-01,ICU MEDICAL PLUM 360? INFUSION SYSTEM TRAINING SW 15.20
4848,AICC-0000-100,"LP: HYDRATION ASSESSMENT, HOME CARE"
4849,AICC-0000-101,"LP: HYPERGLYCEMIA PATIENT CARE, HOME CARE"
4850,AICC-0000-102,"LP: HYPERTENSION IN PREGNANCY PATIENT CARE, HOME CARE"
4851,AICC-0000-103,"LP: HYPOGLYCEMIA PATIENT CARE, HOME CARE"
4852,AICC-0000-104,"LP: IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR CARE, HOME CARE"
4853,AICC-0000-105,"LP: IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR DEACTIVATION, HOME CARE"
4854,AICC-0000-106,"LP: IMPLANTED PORT ACCESSING, HOME CARE"
4855,AICC-0000-107,"LP: IMPLANTED PORT BLOOD SAMPLING, HOME CARE"
4856,AICC-0000-108,"LP: IMPLANTED PORT BOLUS INJECTION, HOME CARE"
4857,AICC-0000-109,"LP: IMPLANTED PORT CONTINUOUS INFUSION, HOME CARE"
4858,AICC-0000-110,"LP: IMPLANTED PORT FLUSHING AND LOCKING, HOME CARE"
4859,AICC-0000-111,"LP: IMPLANTED PORT, NONCORING NEEDLE REMOVAL, HOME CARE"
4860,AICC-0000-112,"LP: INCONTINENCE MANAGEMENT, URINARY, HOME CARE"
4861,AICC-0000-113,"LP: INDWELLING URINARY CATHETER (FOLEY) CARE AND MANAGEMENT, HOME CARE"
4862,AICC-0000-114,"LP: INDWELLING URINARY CATHETER (FOLEY) INSERTION, FEMALE, HOME CARE"
4863,AICC-0000-115,"LP: INDWELLING URINARY CATHETER (FOLEY) INSERTION, MALE, HOME CARE"
4864,AICC-0000-116,"LP: INDWELLING URINARY CATHETER (FOLEY) IRRIGATION, HOME CARE"
4865,AICC-0000-117,"LP: INDWELLING URINARY CATHETER (FOLEY) REMOVAL, HOME CARE"
4866,AICC-0000-118,"LP: INFESTED AND UNSANITARY HOME MANAGEMENT, HOME CARE"
4867,AICC-0000-119,"LP: INFILTRATION AND EXTRAVASATION MANAGEMENT, HOME CARE"
4868,AICC-0000-120,"LP: INSULIN ADMINISTRATION, HOME CARE"
4869,AICC-0000-121,"LP: INSULIN PEN USE, HOME CARE"
4870,AICC-0000-122,"LP: INSULIN PUMP USE, HOME CARE"
4871,AICC-0000-123,"LP: INTRAMUSCULAR INJECTION, HOME CARE"
4872,AICC-0000-124,"LP: INTRATHECAL IMPLANTED PUMP MANAGEMENT, HOME CARE"
4873,AICC-0000-125,"LP: IV BOLUS INJECTION, HOME CARE"
4874,AICC-0000-126,"LP: IV CATHETER DRESSING CHANGE, HOME CARE"
4875,AICC-0000-127,"LP: IV CATHETER FLUSHING AND LOCKING, HOME CARE"
4876,AICC-0000-128,"LP: IV CATHETER INSERTION, HOME CARE"
4877,AICC-0000-129,"LP: IV CATHETER REMOVAL, HOME CARE"
4878,AICC-0000-130,"LP: IV ELASTOMERIC PUMP USE, HOME CARE"
4879,AICC-0000-131,"LP: IV FACTOR ADMINISTRATION, HOME CARE"
4880,AICC-0000-132,"LP: IV INFUSION ADMINISTRATION, HOME CARE"
4881,AICC-0000-1329,LP: 12- OR 24-HOUR TIMED URINE SPECIMEN COLLECTION
4882,AICC-0000-133,"LP: IV INFUSION PUMP USE, HOME CARE"
4883,AICC-0000-1330,LP: 12-LEAD ELECTROCARDIOGRAM (ECG)
4884,AICC-0000-1331,LP: 12-LEAD ELECTROCARDIOGRAM (ECG) INTERPRETATION (ADVANCED PRACTICE)
4885,AICC-0000-1332,"LP: 12-LEAD ELECTROCARDIOGRAM (ECG), AMBULATORY CARE"
4886,AICC-0000-1333,"LP: 12-LEAD ELECTROCARDIOGRAM (ECG), PEDIATRIC"
4887,AICC-0000-1334,LP: 15-LEAD ELECTROCARDIOGRAM (ECG)
4888,AICC-0000-1335,LP: 18-LEAD ELECTROCARDIOGRAM (ECG)
4889,AICC-0000-1336,"LP: 2-HOUR TIMED URINE SPECIMEN COLLECTION, PEDIATRIC"
4890,AICC-0000-1337,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION USING A PEDIATRIC URINE COLLECTION BAG, PEDIATRIC FEMALE"
4891,AICC-0000-1338,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION USING A PEDIATRIC URINE COLLECTION BAG, PEDIATRIC MALE"
4892,AICC-0000-1339,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION, PEDIATRIC"
4893,AICC-0000-134,"LP: IV INOTROPIC MEDICATION ADMINISTRATION, HOME CARE"
4894,AICC-0000-1340,LP: ABDOMINAL BINDER APPLICATION
4895,AICC-0000-1341,LP: ABDOMINAL GIRTH MEASUREMENT
4896,AICC-0000-1342,"LP: ABDOMINAL GIRTH MEASUREMENT, NEONATAL"
4897,AICC-0000-1343,"LP: ABDUCTION RESPONSE, PEDIATRIC"
4898,AICC-0000-1344,"LP: ACCIDENTAL EXPOSURE TO BLOOD OR BODY FLUIDS, OR"
4899,AICC-0000-1345,LP: ACTIVE HALLUCINATIONS PATIENT CARE
4900,AICC-0000-1346,LP: ACUTE DYSTONIC REACTION ASSESSMENT AND CARE
4901,AICC-0000-1347,LP: ACUTE SPINAL CORD INJURY CARE
