course_id,course_code,course_name
6887,AICC-0000-3236,"LP: SAFE SLEEP MANAGEMENT, NEONATE"
6888,AICC-0000-3237,"LP: SCLEROTHERAPY, ASSISTING"
6889,AICC-0000-3238,"LP: SELF-INJURIOUS BEHAVIOR MANAGEMENT, PSYCHIATRIC PATIENT"
6890,AICC-0000-3239,"LP: SEPSIS, EMERGENCY PATIENT CARE, PEDIATRIC"
6891,AICC-0000-3240,"LP: SIX-MINUTE WALK TEST, AMBULATORY CARE"
6892,AICC-0000-3241,LP: SKIN ASSESSMENT
6893,AICC-0000-3242,"LP: SKIN CARE, NEONATE"
6894,AICC-0000-3243,"LP: STERILIZATION, HYDROGEN PEROXIDE"
6895,AICC-0000-3244,"LP: STOMA CARE, NEONATE"
6896,AICC-0000-3245,"LP: STRESS ECHOCARDIOGRAM, ASSISTING"
6897,AICC-0000-3246,"LP: STRESS ELECTROCARDIOGRAM (ECG), ASSISTING"
6898,AICC-0000-3247,"LP: SURFACTANT REPLACEMENT THERAPY, NEONATAL"
6899,AICC-0000-3248,"LP: SURGICAL INSTRUMENT HANDLING AND CARE, OR"
6900,AICC-0000-3249,"LP: TRACHEOSTOMY TIES CHANGE, NEONATE"
6901,AICC-0000-3250,"LP: TRACHEOSTOMY TUBE CHANGE, NEONATE"
6902,AICC-0000-3251,"LP: TRANSCUTANEOUS PACING, NEONATAL"
6903,AICC-0000-3252,"LP: TRAUMA ASSESSMENT, PSYCHIATRIC PATIENT"
6904,AICC-0000-3253,LP: UMBILICAL CORD TISSUE TOXICOLOGY SPECIMEN COLLECTION
6905,AICC-0000-3254,"LP: URETERAL STENT INSERTION, ASSISTING"
6906,AICC-0000-3255,"LP: UROSTOMY CARE, PEDIATRIC"
6907,AICC-0000-3256,"LP: UTERINE ARTERY EMBOLIZATION, ASSISTING"
6908,AICC-0000-3257,"LP: VENOGRAM, ASSISTING"
6909,AICC-0000-3258,LP: VENOUS PUNCTURE FOR BLOOD GAS ANALYSIS
6910,AICC-0000-3259,"LP: VENOUS PUNCTURE FOR BLOOD GAS ANALYSIS, PEDIATRIC"
6911,AICC-0000-33,"LP: BLADDER MEDICATION INSTILLATION, HOME CARE"
6912,AICC-0000-34,"LP: BLOOD CULTURE SAMPLE COLLECTION, HOME CARE"
6913,AICC-0000-35,"LP: BLOOD GLUCOSE MONITORING, HOME CARE"
6914,AICC-0000-36,"LP: BLOOD PRESSURE MEASUREMENT, HOME CARE"
6915,AICC-0000-37,"LP: BLOOD SPILL MANAGEMENT, HOME CARE"
6916,AICC-0000-38,"LP: BREAST PUMP USE, HOME CARE"
6917,AICC-0000-39,"LP: BREASTFEEDING ASSISTANCE, HOME CARE"
6918,AICC-0000-40,"LP: CANE USE TRAINING, HOME CARE"
6919,AICC-0000-41,"LP: CARDIAC MONITORING, AMBULATORY, HOME CARE"
6920,AICC-0000-42,"LP: CAST ASSESSMENT AND MANAGEMENT, HOME CARE"
6921,AICC-0000-43,"LP: CENTRAL VENOUS ACCESS CATHETER BLOOD SAMPLING, HOME CARE"
6922,AICC-0000-44,"LP: CENTRAL VENOUS ACCESS CATHETER FLUSHING AND LOCKING, HOME CARE"
6923,AICC-0000-45,"LP: CENTRAL VENOUS ACCESS CATHETER NEEDLELESS CONNECTOR CHANGE, HOME CARE"
6924,AICC-0000-46,"LP: CENTRAL VENOUS ACCESS CATHETER REMOVAL, HOME CARE"
6925,AICC-0000-47,"LP: CENTRAL VENOUS ACCESS DEVICE DECLOTTING, HOME CARE"
6926,AICC-0000-48,"LP: CENTRAL VENOUS ACCESS DEVICE DRESSING CHANGE, HOME CARE"
6927,AICC-0000-49,"LP: CENTRAL VENOUS TUNNELED CATHETER BLOOD SAMPLING, HOME CARE"
6928,AICC-0000-50,"LP: CENTRAL VENOUS TUNNELED CATHETER CONTINUOUS INFUSION, HOME CARE"
6929,AICC-0000-51,"LP: CENTRAL VENOUS TUNNELED CATHETER FLUSHING AND LOCKING, HOME CARE"
6930,AICC-0000-52,"LP: CENTRAL VENOUS TUNNELED CATHETER REPAIR, HOME CARE"
6931,AICC-0000-53,"LP: CIMEX LECTULARIUS (BED BUG) INFESTATION MANAGEMENT, HOME CARE"
6932,AICC-0000-54,"LP: CLOSTRIDIOIDES DIFFICILE MANAGEMENT, HOME CARE"
6933,AICC-0000-55,"LP: COLOSTOMY AND ILEOSTOMY CARE, HOME CARE"
6934,AICC-0000-56,"LP: COLOSTOMY IRRIGATION, HOME CARE"
6935,AICC-0000-57,"LP: COMMUNICATION WITH PRACTITIONERS, HOME CARE"
6936,AICC-0000-58,"LP: COMPRESSION FRACTURES, PRECAUTIONS AND CARE, HOME CARE"
6937,AICC-0000-59,"LP: CONSTIPATION MANAGEMENT, HOME CARE"
6938,AICC-0000-60,"LP: CONSTIPATION PALLIATIVE CARE, HOME CARE"
6939,AICC-0000-61,"LP: CONTINUOUS POSITIVE AIRWAY PRESSURE (CPAP) USE, HOME CARE"
6940,AICC-0000-62,"LP: CRUTCHES USE TRAINING, HOME CARE"
6941,AICC-0000-63,"LP: DEHYDRATION PALLIATIVE CARE, HOME CARE"
6942,AICC-0000-64,"LP: DELIRIUM PALLIATIVE CARE, HOME CARE"
6943,AICC-0000-65,"LP: DEMENTIA, IDENTIFYING AND MANAGING PATIENT SAFETY RISKS, HOME CARE"
6944,AICC-0000-66,"LP: DEPRESSION SCREENING, HOME CARE"
6945,AICC-0000-67,"LP: DISINFECTION, PATIENT CARE EQUIPMENT, HOME CARE"
6946,AICC-0000-68,"LP: DRAIN CARE, HOME CARE"
6947,AICC-0000-69,"LP: DRAIN REMOVAL, SURGICAL, HOME CARE"
6948,AICC-0000-70,"LP: DYING PATIENT CARE, HOME CARE"
6949,AICC-0000-71,"LP: DYSPNEA PALLIATIVE CARE, HOME CARE"
6950,AICC-0000-72,"LP: EARDROP INSTILLATION, HOME CARE"
6951,AICC-0000-73,"LP: EDEMA ASSESSMENT, HOME CARE"
6952,AICC-0000-74,"LP: ELASTOMERIC PUMP USE FOR PERIPHERAL NERVE BLOCKADE, HOME CARE"
6953,AICC-0000-75,"LP: ENEMA ADMINISTRATION, HOME CARE"
6954,AICC-0000-76,"LP: ENTERAL DRUG ADMINISTRATION, HOME CARE"
6955,AICC-0000-77,"LP: ENTERAL FEEDING TUBE INSERTION, GASTRIC, HOME CARE"
6956,AICC-0000-78,"LP: ENTERAL FEEDING TUBE MONITORING, GASTRIC, HOME CARE"
6957,AICC-0000-79,"LP: ENTERAL FEEDING TUBE REMOVAL, GASTRIC, HOME CARE"
6958,AICC-0000-80,"LP: ENTERAL TUBE EXIT SITE CARE, GASTROSTOMY AND JEJUNOSTOMY, HOME CARE"
6959,AICC-0000-81,"LP: ENTERAL TUBE FEEDING, DUODENAL AND JEJUNAL, HOME CARE"
6960,AICC-0000-82,"LP: ENTERAL TUBE FEEDING, GASTRIC, HOME CARE"
6961,AICC-0000-83,"LP: EXERCISES, BALANCE, HOME CARE"
6962,AICC-0000-84,"LP: EXERCISES, STRENGTHENING, HOME CARE"
6963,AICC-0000-85,"LP: EXERCISES, STRETCHING, HOME CARE"
6964,AICC-0000-86,"LP: EXTERNAL URINE COLLECTION DEVICE USE, FEMALE, HOME CARE"
6965,AICC-0000-87,"LP: EXTERNAL URINE COLLECTION DEVICE USE, MALE, HOME CARE"
6966,AICC-0000-88,"LP: EYEDROP ADMINISTRATION, HOME CARE"
6967,AICC-0000-89,"LP: FECAL IMPACTION REMOVAL, DIGITAL, HOME CARE"
6968,AICC-0000-90,"LP: FETAL HEART RATE ASSESSMENT, HOME CARE"
6969,AICC-0000-91,"LP: FETAL MOVEMENT COUNTING, HOME CARE"
6970,AICC-0000-92,"LP: FIRE AND BURN PREVENTION, HOME CARE"
6971,AICC-0000-93,"LP: GASTROSTOMY TUBE REPLACEMENT, HOME CARE"
6972,AICC-0000-94,"LP: GESTATIONAL DIABETES PATIENT CARE, HOME CARE"
6973,AICC-0000-95,"LP: HAND HYGIENE, HOME CARE"
6974,AICC-0000-96,"LP: HEALTH COACHING, HOME CARE"
6975,AICC-0000-97,"LP: HEART FAILURE PATIENT CARE, HOME CARE"
6976,AICC-0000-98,"LP: HEIGHT MEASUREMENT, HOME CARE"
6977,AICC-0000-99,"LP: HEMODIALYSIS ACCESS CARE, HOME CARE"
6978,AICC-0000-247,WOLTERS KLUWER 2019 NOVEL CORONAVIRUS: COVID-19
6979,AICC-0000-297,2020 CLINICAL EDUCATION CLASS REQUEST FORM
6980,AICC-0000-298,ACR_ELSEVIER MODULE(S) LINK
6981,AICC-0000-299,ACR_HEPARIN DRIP COURSE
6982,AICC-0000-300,ACR_INFECTION PREVENTION COURSE
6983,AICC-0000-301,ACR_IV THERAPY COURSE
6984,AICC-0000-302,ACR_OXYGEN MANAGEMENT
6985,AICC-0000-303,ACR_VTE COURSE
6986,AICC-0000-304,ACR_WOCN COURSE
6987,AICC-0000-305,ACUTE CARE RESIDENCY 2019- DAY 1_MAKE-UP
6988,AICC-0000-306,ALERT POST-LECTURE QUESITONS
6989,AICC-0000-307,BASIC DYSRHYTHMIA INTEPRETATION ATTESTATION 1
6990,AICC-0000-308,BASIC DYSRHYTHMIA INTEPRETATION ATTESTATION 2
6991,AICC-0000-309,BASIC DYSRHYTHMIA INTEPRETATION COURSE PHASE_I
6992,AICC-0000-310,"BASIC DYSRHYTHMIA INTEPRETATION COURSE_ PHASE I- FEBRUARY 5TH, 2021"
6993,AICC-0000-311,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION FORM
6994,AICC-0000-312,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ FEBRUARY 2021
6995,AICC-0000-313,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ JULY 23, 2021"
6996,AICC-0000-314,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ JUNE 23, 2021"
6997,AICC-0000-315,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ MARCH 2021 (AM)
6998,AICC-0000-316,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ MARCH 2021 (PM)
6999,AICC-0000-317,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_ MAY 2021
7000,AICC-0000-318,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_AUGUST 20, 2021"
7001,AICC-0000-319,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_DECEMBER 17, 2021"
7002,AICC-0000-320,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_JANUARY 2021
7003,AICC-0000-321,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_NOVEMBER 19, 2021"
7004,AICC-0000-322,"BASIC DYSRHYTHMIA INTEPRETATION REFRESHER CLASS REGISTRATION_OCTOBER 27, 2021"
7005,AICC-0000-323,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER WEBINAR_PHASE II
7006,AICC-0000-324,BASIC DYSRHYTHMIA INTEPRETATION REFRESHER WEBINAR_PHASE II
7007,AICC-0000-325,BASIC DYSRHYTHMIA INTERPRETATION COURSE ATTESTATION
7008,AICC-0000-326,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_APRIL 19, 2021"
7009,AICC-0000-327,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_APRIL 5, 2021"
7010,AICC-0000-328,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_AUGUST 16, 2021"
7011,AICC-0000-329,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_AUGUST 2, 2021"
7012,AICC-0000-330,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_AUGUST 31, 2021"
7013,AICC-0000-331,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_AUGUST 31, 2021"
7014,AICC-0000-332,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_FEBRUARY 22, 2021"
7015,AICC-0000-333,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_FEBRUARY 8, 2021"
7016,AICC-0000-334,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_JULY 19, 2021"
7017,AICC-0000-335,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_JULY 5, 2021"
7018,AICC-0000-336,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_JUNE 21, 2021"
7019,AICC-0000-337,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_JUNE 7, 2021"
7020,AICC-0000-338,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MARCH 22, 2021"
7021,AICC-0000-339,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MARCH 31, 2021_ED RESIDENCY"
7022,AICC-0000-340,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MARCH 8, 2021"
7023,AICC-0000-341,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MAY 10, 2021"
7024,AICC-0000-342,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MAY 25, 2021"
7025,AICC-0000-343,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_MAY 3, 2021"
7026,AICC-0000-344,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_OCTOBER 11, 2021"
7027,AICC-0000-345,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_OCTOBER 25TH, 2021"
7028,AICC-0000-346,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_SEPTEMBER 13, 2021"
7029,AICC-0000-347,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE I_SEPTEMBER 27, 2021"
7030,AICC-0000-348,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE II_FEBRUARY 12, 2021"
7031,AICC-0000-349,"BASIC DYSRHYTHMIA INTERPRETATION COURSE_PHASE II_FEBRUARY 15, 2021"
7032,AICC-0000-350,BLOOD & MARROW TRANSPLANT CERTIFIED NURSE (BMTCN) CERTIFICATION EXAM REVIEW SEMINAR_07.29.21 & 07.30.21_LIVE VIRTUAL EVENT
7033,AICC-0000-351,BLOOD & MARROW TRANSPLANT NURSE CERTIFICATION REVIEW COURSE (DAY I)_03.16.21_ONLINE
7034,AICC-0000-352,BLOOD & MARROW TRANSPLANT NURSE CERTIFICATION REVIEW COURSE (DAY II)_03.17.21_ONLINE
7035,AICC-0000-353,BLOOD & MARROW TRANSPLANT NURSE CERTIFICATION REVIEW COURSE 3.16 & 17.21_ONLINE
7036,AICC-0000-354,BMT PATIENTS IN THE ICU: MEDICATION REVIEW POST-LECTURE QUESTIONS
7037,AICC-0000-355,CARDIAC-VASCULAR NURSING CERTIFICATION EXAM REVIEW-E-LEARNING & SUCCESS PAYS_ONLINE_01.21.21 UNTIL 09.01.21
7038,AICC-0000-356,CARDIOLOGY SPECIALITY TRAINING- DAY II
7039,AICC-0000-357,CARDIOLOGY SPECIALTY PRE-ASSESSMENT
7040,AICC-0000-358,CARDIOLOGY SPECIALTY TRAINING - PROGRAM EVALUATION
7041,AICC-0000-359,CARDIOLOGY SPECIALTY TRAINING _FALL 2019_12.6.19
7042,AICC-0000-360,CARDIOLOGY SPECIALTY TRAINING_WEEK ONE
7043,AICC-0000-361,CARDIOLOGY SPECIALTY TRAINING_WEEK ONE
7044,AICC-0000-362,CARDIOLOGY SPECIALTY TRAINING_WEEK THREE
7045,AICC-0000-363,CARDIOLOGY SPECIALTY TRAINING_WEEK THREE
7046,AICC-0000-364,CARDIOLOGY SPECIALTY TRAINING_WEEK TWO
7047,AICC-0000-365,CARDIOLOGY SPECIALTY TRAINING_WEEK TWO
7048,AICC-0000-366,CARDIOLOGY SPECIALTY TRAINING-PRE-ASSESSMENT
7049,AICC-0000-367,CEN NURSING CERTIFICATION REVIEW COURSE/EXAM REGISTRATION & AGREEMENT
7050,AICC-0000-368,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_FEBRUARY 3- 5, 2021"
7051,AICC-0000-369,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_FEBRUARY 3- 5, 2021"
7052,AICC-0000-370,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_FEBRUARY 3- 5, 2021"
7053,AICC-0000-371,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_JANUARY 13 -15, 2021"
7054,AICC-0000-372,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_JANUARY 13 -15, 2021"
7055,AICC-0000-373,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_JANUARY 13 -15, 2021"
7056,AICC-0000-374,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_MARCH 3- 5, 2021"
7057,AICC-0000-375,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_MARCH 3- 5, 2021"
7058,AICC-0000-376,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_MARCH 3- 5, 2021"
7059,AICC-0000-377,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION EXAM REVIEW SEMINAR & TEST_MARCH 3- 5, 2021"
7060,AICC-0000-378,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION REVIEW COURSE/EXAM_APRIL 8, 9, & 12, 2021"
7061,AICC-0000-379,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION REVIEW COURSE/EXAM_AUGUST 17, 18, & 19, 2021"
7062,AICC-0000-380,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION REVIEW COURSE/EXAM_JULY 13, 14, & 15, 2021"
7063,AICC-0000-381,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION REVIEW COURSE/EXAM_MAY 4, 5, & 6, 2021"
7064,AICC-0000-382,"CERTIFIED BREASTFEEDING COUNSELOR (CBC) CERTIFICATION REVIEW COURSE/EXAM_SEPTEMBER 21, 22, & 23, 2021"
7065,AICC-0000-383,CERTIFIED EMERGENCY NURSE CERTIFICATION EXAM REVIEW (ELSEVIER E-LEARNING MODULES & BCEN VOUCHER)-2021
7066,AICC-0000-384,CERTIFIED OPERATING ROOM NURSE CERTIFICATION EXAM REVIEW COURSE_09.18.21 & 09.19.21_LIVE VIRTUAL EVENT
7067,AICC-0000-385,CERTIFIED PERIANESTHESIA NURSE (CPAN/CAPA) CERTIFICATION REVIEW COURSE_08.21.21 & 08.22.21_LIVE VIRTUAL EVENT
7068,AICC-0000-386,CERTIFIED PERIANESTHESIA NURSE (CPAN/CAPA) CERTIFICATION REVIEW COURSE_08.21.21 & 08.22.21_LIVE VIRTUAL EVENT
7069,AICC-0000-387,CERTIFIED PERIANESTHESIA NURSE (CPAN/CAPA) CERTIFICATION REVIEW COURSE_09.11.21 & 09.12.21_LIVE VIRTUAL EVENT
7070,AICC-0000-388,CERTIFIED PERIANESTHESIA NURSE (CPAN/CAPA) CERTIFICATION REVIEW COURSE_09.11.21 & 09.12.21_LIVE VIRTUAL EVENT
7071,AICC-0000-389,COPING WITH COVID-19: TRAUMA-INFORMED CARE
7072,AICC-0000-390,COPING WITH COVID-19: TRAUMA-INFORMED CARE
7073,AICC-0000-391,COVID-19 POST-ASSESSMENT
7074,AICC-0000-392,CRITICAL CARE REGISTERED NURSE CERTIFICATION EXAM REVIEW (VIA AACN MODULES & VOUCHER) - 2021
7075,AICC-0000-393,CRITICAL CARE REGISTERED NURSE CERTIFICATION EXAM REVIEW (VIA AACN MODULES & VOUCHER) - 2021
7076,AICC-0000-394,FALLSTEST
7077,AICC-0000-395,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_ATLANTA_01.21.21
7078,AICC-0000-396,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_ATLANTA_01.21.21
7079,AICC-0000-397,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_ATLANTA_04.08.21
7080,AICC-0000-398,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_ATLANTA_07.08.21
7081,AICC-0000-399,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_ATLANTA_10.21.21
7082,AICC-0000-400,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_CHEROKEE_02.04.21
7083,AICC-0000-401,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_CHEROKEE_02.04.21
7084,AICC-0000-402,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_CHEROKEE_05.18.21
7085,AICC-0000-403,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_CHEROKEE_08.19.21
7086,AICC-0000-404,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_CHEROKEE_11.04.21
7087,AICC-0000-405,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_FORSYTH_03.29.21
7088,AICC-0000-406,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_FORSYTH_06.17.21
7089,AICC-0000-407,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_FORSYTH_09.16.21
7090,AICC-0000-408,FUNDAMENTALS OF 12 LEAD EKG INTERPRETATION_FORSYTH_12.06.21
7091,AICC-0000-409,"GERONTOLOGICAL NURSING (GRN) CERTIFICATION EXAM REVIEW (VIA GRN CLASSES & SUCCESS PAYS)_ APRIL 24, 2021"
7092,AICC-0000-410,"GERONTOLOGICAL NURSING (GRN) CERTIFICATION EXAM REVIEW (VIA GRN CLASSES & SUCCESS PAYS)_ FEBRUARY 28, 2021"
