course_id,course_name,status
7813,NURSE RESIDENCY EXPERIENCED ACUTE CARE_WEEK ONE,SUCCESS
7814,NURSE RESIDENCY EXPERIENCED ACUTE CARE_WEEK THREE,SUCCESS
7815,NURSE RESIDENCY EXPERIENCED ACUTE CARE_WEEK TWO,SUCCESS
7816,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_ WEEK 2-GWINNETT V.2.1,SUCCESS
7817,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_ WEEK 3-GWINNETT V.2.1,SUCCESS
7818,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_ WEEK 4-GWINNETT V.2.1,SUCCESS
7819,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 1,SUCCESS
7820,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 10,SUCCESS
7821,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 10-GWINNETT V.2.1,SUCCESS
7822,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 1-GWINNETT V.2.1,SUCCESS
7823,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 2,SUCCESS
7824,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 2. VERSION 2.1,SUCCESS
7825,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 2. VERSION 2.1,SUCCESS
7826,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 2. VERSION 2.1,SUCCESS
7827,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 3,SUCCESS
7828,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 3 VERSION 2.1,SUCCESS
7829,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 3 VERSION 2.1,SUCCESS
7830,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 4,SUCCESS
7831,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 4 VERSION 2.1,SUCCESS
7832,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 4-GWINNETT- V.2.1,SUCCESS
7833,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 5,SUCCESS
7834,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 5-GWINNETT V.2.1,SUCCESS
7835,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 6,SUCCESS
7836,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 6-GWINNETT V.2.1,SUCCESS
7837,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 7,SUCCESS
7838,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 7-GWINNETT-V.2.1,SUCCESS
7839,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 8,SUCCESS
7840,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 8-GWINNETT-V.2.1,SUCCESS
7841,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 9,SUCCESS
7842,NURSE RESIDENCY EXPERIENCED CRITICAL CARE_WEEK 9-GWINNETT V.2.1,SUCCESS
7843,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_ WEEK 5 VERSION 2.1,SUCCESS
7844,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 10 VERSION 2.1,SUCCESS
7845,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 10 VERSION 2.1,SUCCESS
7846,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 2,SUCCESS
7847,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 3 VERSION 2.1,SUCCESS
7848,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 4 VERSION 2.1,SUCCESS
7849,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 6 VERSION 2.1,SUCCESS
7850,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 7 VERSION 2.1,SUCCESS
7851,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 8 VERSION 2.1,SUCCESS
7852,NURSE RESIDENCY EXPERIENCED INTERMEDIATE CARE_WEEK 9 VERSION 2.1,SUCCESS
7853,NURSE RESIDENCY EXPERIENCED V2_WEEK FOUR,SUCCESS
7854,NURSE RESIDENCY EXPERIENCED V2_WEEK FOUR,SUCCESS
7855,NURSE RESIDENCY EXPERIENCED V2_WEEK FOUR,SUCCESS
7856,NURSE RESIDENCY EXPERIENCED V2_WEEK ONE,SUCCESS
7857,NURSE RESIDENCY EXPERIENCED V2_WEEK ONE,SUCCESS
7858,NURSE RESIDENCY EXPERIENCED V2_WEEK TWO,SUCCESS
7859,NURSE RESIDENCY EXPERIENCED V2_WEEK TWO,SUCCESS
7860,NURSE RESIDENCY EXPERIENCED V2_WEEK TWO,SUCCESS
7861,NURSE RESIDENCY EXPERIENCED_WEEK ONE,SUCCESS
7862,NURSE RESIDENCY EXPERIENCEDV2_WEEK THREE,SUCCESS
7863,NURSE RESIDENCY EXPERIENCEDV2_WEEK THREE,SUCCESS
7864,NURSE RESIDENCY INTERMEDIATE CARE -EXPERIENCED_WEEK 1 VERSION 2.1,SUCCESS
7865,NURSE RESIDENCY INTERMEDIATE CARE_PHASE FOUR - WEEK 17 V2.1,SUCCESS
7866,NURSE RESIDENCY INTERMEDIATE CARE_PHASE FOUR - WEEK 18 V2.1,SUCCESS
7867,NURSE RESIDENCY INTERMEDIATE CARE_PHASE FOUR - WEEK 19 V2.1,SUCCESS
7868,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1,SUCCESS
7869,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1,SUCCESS
7870,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1,SUCCESS
7871,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1,SUCCESS
7872,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1 V2.1,SUCCESS
7873,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1-COPY,SUCCESS
7874,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1-GWINNETT,SUCCESS
7875,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 1-GWINNETT,SUCCESS
7876,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2-,SUCCESS
7877,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2-,SUCCESS
7878,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2-,SUCCESS
7879,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2 V2.1,SUCCESS
7880,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2-GWINNETT,SUCCESS
7881,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 2-GWINNETT,SUCCESS
7882,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 3,SUCCESS
7883,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 3,SUCCESS
7884,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 3-GWINNETT,SUCCESS
7885,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 3-GWINNETT,SUCCESS
7886,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 4,SUCCESS
7887,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 4,SUCCESS
7888,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 4-GWINNETT,SUCCESS
7889,NURSE RESIDENCY INTERMEDIATE CARE_PHASE ONE - WEEK 4-GWINNETT,SUCCESS
7890,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 10,SUCCESS
7891,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 10,SUCCESS
7892,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 10,SUCCESS
7893,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 10-GWINNETT,SUCCESS
7894,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 10-GWINNETT,SUCCESS
7895,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 11,SUCCESS
7896,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 11,SUCCESS
7897,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 11-GWINNETT,SUCCESS
7898,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 11-GWINNETT,SUCCESS
7899,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 12,SUCCESS
7900,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 12,SUCCESS
7901,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 12 V2.1,SUCCESS
7902,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 12-GWINNETT,SUCCESS
7903,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 12-GWINNETT,SUCCESS
7904,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 13 V2.1,SUCCESS
7905,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 14 V2.1,SUCCESS
7906,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 15 V2.1,SUCCESS
7907,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 16 V2.1,SUCCESS
7908,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 9,SUCCESS
7909,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 9,SUCCESS
7910,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 9 GWINNETT,SUCCESS
7911,NURSE RESIDENCY INTERMEDIATE CARE_PHASE THREE - WEEK 9 GWINNETT,SUCCESS
7912,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5,SUCCESS
7913,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5,SUCCESS
7914,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5 V2.1,SUCCESS
7915,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5 V2.1,SUCCESS
7916,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5-GWINNETT,SUCCESS
7917,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 5-GWINNETT,SUCCESS
7918,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 6,SUCCESS
7919,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 6,SUCCESS
7920,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 6-GWINNETT,SUCCESS
7921,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 6-GWINNETT,SUCCESS
7922,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 7,SUCCESS
7923,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 7,SUCCESS
7924,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 7-GWINNETT,SUCCESS
7925,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 7-GWINNETT,SUCCESS
7926,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 8,SUCCESS
7927,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 8,SUCCESS
7928,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 8-GWINNETT,SUCCESS
7929,NURSE RESIDENCY INTERMEDIATE CARE_PHASE TWO - WEEK 8-GWINNETT,SUCCESS
7930,NURSE RESIDENCY INTERMEDIATE CARE_WEEK EIGHT V3,SUCCESS
7931,NURSE RESIDENCY INTERMEDIATE CARE_WEEK EIGHTEEN V3,SUCCESS
7932,NURSE RESIDENCY INTERMEDIATE CARE_WEEK ELEVEN V3,SUCCESS
7933,NURSE RESIDENCY INTERMEDIATE CARE_WEEK FIFTEEN V3,SUCCESS
7934,NURSE RESIDENCY INTERMEDIATE CARE_WEEK FIVE V3,SUCCESS
7935,NURSE RESIDENCY INTERMEDIATE CARE_WEEK FOUR V3,SUCCESS
7936,NURSE RESIDENCY INTERMEDIATE CARE_WEEK FOURTEEN_V3,SUCCESS
7937,NURSE RESIDENCY INTERMEDIATE CARE_WEEK NINE_V3,SUCCESS
7938,NURSE RESIDENCY INTERMEDIATE CARE_WEEK ONE V3,SUCCESS
7939,NURSE RESIDENCY INTERMEDIATE CARE_WEEK ONE V3,SUCCESS
7940,NURSE RESIDENCY INTERMEDIATE CARE_WEEK SEVEN_V3,SUCCESS
7941,NURSE RESIDENCY INTERMEDIATE CARE_WEEK SEVENTEEN V3,SUCCESS
7942,NURSE RESIDENCY INTERMEDIATE CARE_WEEK SIX_V3,SUCCESS
7943,NURSE RESIDENCY INTERMEDIATE CARE_WEEK SIXTEEN V3,SUCCESS
7944,NURSE RESIDENCY INTERMEDIATE CARE_WEEK TEN_V3,SUCCESS
7945,NURSE RESIDENCY INTERMEDIATE CARE_WEEK THIRTEEN V3,SUCCESS
7946,NURSE RESIDENCY INTERMEDIATE CARE_WEEK THREE V3,SUCCESS
7947,NURSE RESIDENCY INTERMEDIATE CARE_WEEK TWELVE V3,SUCCESS
7948,NURSE RESIDENCY INTERMEDIATE CARE_WEEK TWO V3,SUCCESS
7949,NURSE RESIDENCY INTERMEDIATE CARE_WEEK TWO V3,SUCCESS
7950,NURSE RESIDENCY INTERMEDIATE CARE_WEEKS 19-52 V3,SUCCESS
7951,NURSE RESIDENCY_CARDIOLOGY_WEEK SIX V3,SUCCESS
7952,OB PATIENTS IN A CRITICAL CARE SETTING POST-LECTURE QUESTIONS,SUCCESS
7953,ONCOLOGIC CONIDERATIONS POST-LECTURE QUESTIONS,SUCCESS
7954,ONCOLOGIC EMERGENCIES_BMT POST-LECTURE QUESTIONS,SUCCESS
7955,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE (DAY I)_FEBRUARY 16, 2021",SUCCESS
7956,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE (DAY II)_FEBRUARY 17, 2021",SUCCESS
7957,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE (DAY II)_FEBRUARY 17, 2021",SUCCESS
7958,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE APRIL 29 & 30, 2021",SUCCESS
7959,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE APRIL 29 & 30, 2021",SUCCESS
7960,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE APRIL 29 & 30, 2021",SUCCESS
7961,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE APRIL 29 & 30, 2021",SUCCESS
7962,"ONCOLOGY CERTIFIED NURSE (OCN) CERTIFICATION EXAM REVIEW COURSE APRIL 29 & 30, 2021",SUCCESS
