course_id,course_name,status
128,WOMEN AND STROKE 2021 SESSION 3: SECONDARY STROKE PREVENTION,SUCCESS
129,WOMEN AND STROKE 2021 SESSION 4: MIGRAINE AND STROKE RISK,SUCCESS
130,CREDENTIALING PROCESS - NATIONAL PATIENT SAFETY GOALS,REVIEW- More than one item
131,"WORKPLACE DIVERSITY, INCLUSION AND SENSITIVITY",SUCCESS
132,2020 ? 2021 ANNUAL EDUCATION CBL,SUCCESS
133,2020 ? 2021 CORPORATE COMPLIANCE TRAINING (ANNUAL/NEW HIRE) CBL,SUCCESS
134,2020 ? 2021 HIPAA TRAINING (ANNUAL/NEW HIRE) CBL,SUCCESS
135,2020 ? 2021 NEW HIRE/ANNUAL EDUCATION CBL,SUCCESS
136,ARU_CCU 6_11_21,SUCCESS
137,"COMMUNICATION OF ADVERSE EVENTS, SAFETY CONCERNS, ENVIRONMENTAL ISSUES & EQUIPMENT REPAIRS 2020 (CBL)",SUCCESS
138,CONFIDENTIALITY AND COMPUTER ACCESS FOR EMPLOYEES 2020 (CBL),SUCCESS
139,COVID-19 CODE BLUE RESPONSE 2020 (CBL),SUCCESS
140,CREDENTIALING PROCESS - ORIENTATION MATERIALS,REVIEW- More than one item
141,COVID-19 TRAINING PROGRAM (GWINNETT/DULUTH) 2021 (CBL),SUCCESS
142,ETIME TIMEKEEPER TRAINING 2021 (CBL),SUCCESS
143,FY2021 INTERDISCIPLINARY PLAN OF CARE: NURSING (CBL),REVIEW- More than one item
144,INTERNET SECURITY ACCESS AND EXTERNAL EMAIL POLICY 2020 (CBL),SUCCESS
145,LAPTOP COMPUTER AND PORTABLE STORAGE POLICY 2020 (CBL),SUCCESS
146,NETWORK SECURITY POLICY 2020 (CBL),SUCCESS
147,NH ANNUAL EDUCATION 2019-2020 (CBL),REVIEW- More than one item
148,CREDENTIALING PROCESS - OVERVIEW,REVIEW- More than one item
149,NH BANCPAY APPROVER 2021 (CBL),SUCCESS
150,NH BANCPAY REVIEWER 2021 (CBL),SUCCESS
151,NH BARIATRIC SENSITIVITY 2020-2021 SCORM (CBL),SUCCESS
152,NH BEHAVIORAL HEALTH POLICY UPDATE 2021 (CBL),SUCCESS
153,NH BENEFITS ORIENTATION 2021 WEBINAR RECORDING,SUCCESS
154,NH CARING FOR BEHAVIORAL HEALTH PATIENTS 2021 (CBL),SUCCESS
155,NH CONSTANT OBSERVER EDUCATION 2021 (CBL),SUCCESS
156,NH CORPORATE COMPLIANCE CMS FWA TRAINING 2019-2020 V08_2020 (CBL),SUCCESS
157,NH CORPORATE COMPLIANCE GENERAL TRAINING 2019-2020 V08_2020 (CBL),SUCCESS
158,NH DEVELOPING BEHAVIORAL HEALTH CHAMPIONS 2021 (CBL),SUCCESS
160,NH FIRE SAFETY ORIENTATION 2020 (CBL),SUCCESS
161,NH FIRE SAFETY ORIENTATION V3 2021 (CBL),SUCCESS
162,NH HIPAA TRAINING 2019-2020 (CBL) SCORM,SUCCESS
163,NH INFECTION PREVENTION 2019-2020 (CBL) SCORM,SUCCESS
164,NH INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING 2020 (CBL),SUCCESS
165,NH INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING 2021 (CBL),SUCCESS
166,NH INTRODUCTION TO BANCPAY 2021 (CBL),FAIL- No item to select
167,NH KNOWLEDGE OF MENTAL HEALTH DIAGNOSES FOR STAFF 2021 (CBL),SUCCESS
168,NH NEW HIRE AND BENEFITS ORIENTATION 2021 (PRIVATE),SUCCESS
169,NH NEW HIRE ORIENTATION 2021 WEBINAR RECORDING,SUCCESS
170,CREDENTIALING PROCESS - OVERVIEW OF CP,SUCCESS
171,NH NURSING ORIENTATION 2021 (PRIVATE),SUCCESS
172,NH NURSING ORIENTATION 2021 WEBINAR RECORDING,SUCCESS
173,NH ONCOLOGY TECH REVIEW OBIC 2020 (CBL) SCORM,SUCCESS
174,NH PATIENT CARE ORIENTATION 2021 (PRIVATE),SUCCESS
175,NH PATIENT CARE ORIENTATION 2021 WEBINAR RECORDING,SUCCESS
176,NH SCHEDULE 360 FOR HEALTH SYSTEMS ONLINE TRAINING STAFF TUTORIAL 2021 (CBL),FAIL- No item to select
177,NH SERVICE STANDARD: OWNERSHIP AND ACCOUNTABILITY 2021 (CBL),SUCCESS
178,NH SERVICE STANDARD: RESPONSIVENESS 2021 (CBL),SUCCESS
180,PATIENT SELECTION USING ACCT NUMBER_BACKLOADING IN SCHAPPTBOOK,SUCCESS
181,CREDENTIALING PROCESS - SUICIDE SCREENING,REVIEW- More than one item
182,PREVENTION OF INFORMATION BLOCKING 2020 (SCORM CBL),SUCCESS
183,RCT PATIENT SELECTION & DUPLICATE FIN PREVENTION IN SCHAPPTBOOK,SUCCESS
188,RCT_GMC AHIQA CBL,FAIL- No item to select
189,RCT_GMC ED CBL,FAIL- No item to select
190,RCT_GMC ED NEW HIRE DL,SUCCESS
191,CULTURE OF ACCOUNTABILITY,REVIEW- More than one item
192,RCT_GMC INSURANCE UNIVERSITY,FAIL- No item to select
193,RCT_GMC LABOR AND DELIVERY CBL,SUCCESS
194,RCT_GMC MEDICAID,FAIL- No item to select
195,RCT_GMC MEDICARE COMPLIANCE CBL,FAIL- No item to select
196,RCT_GMC MEDMETRIX TRAINING - DASHBOARD,SUCCESS
197,RCT_GMC MEDMETRIX_POST TEAM,REVIEW- More than one item
199,RCT_GMC NON-TRADITIONAL CBL,FAIL- No item to select
200,RCT_GMC PATIENT SATISFACTION AND COMPLIANCE,SUCCESS
201,RCT_GMC PATIENT SEL USING ACCT NUMBER_BACKLOADING IN SCHAPPTBOOK_2ND,SUCCESS
202,DEVELOPING BEHAVIORAL HEALTH CHAMPIONS,REVIEW- More than one item
203,RCT_GMC PATIENT SELECTION & DUPLICATE FIN PREVENTION IN SCHAPPTBOOK_2ND,SUCCESS
204,RCT_GMC PROCESS & SYSTEM UNIVERSITY,FAIL- No item to select
205,RCT_GMC: OBTAINING PATIENT'S PRIMARY CARE PHYSICIAN,SUCCESS
206,RCTA AMBULATORY ACCOUNT RESOLUTION & CONFIDENT COLLECTOR QUIZ,SUCCESS
208,RCTA AMBULATORY ARU CCU TEST WITH VIDEO2,SUCCESS
209,RCTA AMBULATORY CPM SCHEDULING & REGISTRATION UNIVERSITY QUIZ,SUCCESS
212,RCTA AMBULATORY PATIENTCO COORDINATOR WORK FLOW END OF DAY QUIZ,SUCCESS
213,DOFFING OF PPE,REVIEW- More than one item
214,RCTA AMBULATORY PCP MODULE CBL,SUCCESS
215,RCTA GMC AMBULATORY PATIENTCO USER WORKFLOW COLLECTING PATIENT PAYMENTS CBL,SUCCESS
217,RCTA PATIENTCO USER WORKFLOW COLLECTING PATIENT PAYMENTS QUIZ,SUCCESS
218,RCTA: GMG PATIENT REGISTRATION & FINANCIAL CLEARANCE PROCESSES,SUCCESS
219,SUCCESSFACTORS SYSTEM TRAINING 2021 (CBL),SUCCESS
220,TEMPORARY TELECOMMUTING GUIDELINES 2020 (CBL),SUCCESS
221,TIME KEEPING POLICY 2020 (CBL),SUCCESS
222,DONNING OF PPE,REVIEW- More than one item
223,WAVE ONBOARDING REPORT TUTORIAL 2021 (CBL),SUCCESS
224,"WORKPLACE DIVERSITY, INCLUSION, AND SENSITIVITY (CBL)",SUCCESS
225,ETIME TIMEKEEPER TRAINING,REVIEW- More than one item
226,FCC POSTPARTUM HEMORRHAGE CART EDUCATION,REVIEW- More than one item
227,FIRE SAFETY ORIENTATION,SUCCESS
228,FIRE SAFETY ORIENTATION UPDATED (2021),REVIEW- More than one item
229,FY2019 BBRAUN ONGUARD CLOSED SYSTEM TRANSFER DEVICE (CSTD)-NURSING,REVIEW- More than one item
230,FY2020 BARIATRIC SENSITIVITY TRAINING: PATIENT CARE,REVIEW- More than one item
231,FY2021 BEHAVIORAL HEALTH POLICY UPDATE,SUCCESS
232,FY2021 CARING FOR THE BEHAVIORAL HEALTH PATIENTS,SUCCESS
233,FY2021 CLINICAL UPDATES IN HEART FAILURE,REVIEW- More than one item
234,FY2021 CONSTANT OBSERVER EDUCATION,SUCCESS
235,FY2021 CONTINUOUS CONTROLLED SUBSTANCE INFUSION UPDATE: 2ND RN VERIFICATION REQUIREMENTS WITH AUDIO CONTENT,REVIEW- More than one item
236,FY2021 CRT DEVICES IN HEART FAILURE,SUCCESS
237,FY2021 HEART FAILURE ASSESSMENT,REVIEW- More than one item
238,FY2021 HEART FAILURE NUTRITION LIFESTYLE,REVIEW- More than one item
239,FY2021 IMPLANT VERIFICATION PROCESS & DOCUMENTATION,SUCCESS
240,FY2021 INTERDISCIPLINARY PLAN OF CARE: NURSING,REVIEW- More than one item
241,FY2021 SURGICAL SERVICES INTRAOPERATIVE  RN HAND-OFF COMMUNICATION,REVIEW- More than one item
242,FY2021 SURGICAL SERVICES: END OF CASE SURGICAL DEBRIEF,REVIEW- More than one item
243,FY2021 SURGICAL SERVICES: LUMBAR DRAIN MANAGEMENT FOR PACU,REVIEW- More than one item
244,INFUSION REACTIONS IN THE ONCOLOGY OUTPATIENT SETTING UPDATE 2020-2021,SUCCESS
245,INTERNET SECURITY ACCESS AND EXTERNAL EMAIL POLICY,REVIEW- More than one item
246,INTRODUCTION TO BANCPAY,SUCCESS
247,INVESTIGATOR RESPONSIBILITY AND BILLING COMPLIANCE PT. I,SUCCESS
248,INVESTIGATOR RESPONSIBILITY AND BILLING COMPLIANCE PT. II,SUCCESS
249,JADA INSERVICE VIDEO,REVIEW- More than one item
250,KINDNESS THROUGH COMMUNICATION- COURTESY AND RESPECT,REVIEW- More than one item
251,KINDNESS THROUGH COMMUNICATION: CONNECT,REVIEW- More than one item
252,KNOWLEDGE OF MENTAL HEALTH DIAGNOSIS FOR STAFF,SUCCESS
253,LAPTOP COMPUTER AND PORTABLE STORAGE POLICY,REVIEW- More than one item
254,LD 2021 IV PRODUCT CHANGES,REVIEW- More than one item
255,MEDLINE COMFORT GLIDE,REVIEW- More than one item
256,MODERATE SEDATION DOCUMENTATION - ICU,SUCCESS
257,NAON NEUROVASCULAR ASSESSMENT,REVIEW- More than one item
258,NETWORK SECURITY POLICY,REVIEW- More than one item
259,NEUROSURGERY CRANIOTOMY LECTURE - 6TH FLOOR NSC,SUCCESS
260,NEUROSURGERY SPINE LECTURE - 6TH FLOOR NSC,REVIEW- More than one item
261,NORTHSIDE HOSPITAL - DRESS CODE POLICY,REVIEW- More than one item
262,NORTHSIDE WELCOME VIDEO,SUCCESS
263,NRO MODULE FIVE: THE PATIENT SURVEY - HCAHPS,REVIEW- More than one item
264,NRO MODULE FOUR: CARING BEHAVIORS - PART TWO,REVIEW- More than one item
265,NRO MODULE ONE: CREATING THE PATIENT EXPERIENCE,REVIEW- More than one item
266,NRO MODULE SEVEN: GOING HOME - DISCHARGE COMMUNICATION,REVIEW- More than one item
267,NRO MODULE SIX: EVIDENCE BASED BEHAVIORS,REVIEW- More than one item
268,NRO MODULE THREE: CARING BEHAVIORS - PART ONE,REVIEW- More than one item
269,NRO MODULE TWO: AIDET,REVIEW- More than one item
270,NSH SERVICE STANDARD: OWNERSHIP AND ACCOUNTABILITY,REVIEW- More than one item
271,NSH SERVICE STANDARD: RESPONSIVENESS,REVIEW- More than one item
272,NSH_HOSPITAL ORIENTATION,SUCCESS
273,NURSING AND PAIN MANAGEMENT,REVIEW- More than one item
274,OCCUPATIONAL THERAPY AND HEART FAILURE,REVIEW- More than one item
275,ONCOLOGY FELLOWSHIP: KSU PRECEPTOR WELCOME,REVIEW- More than one item
276,ONCOLOGY FELLOWSHIP: MERCER PRECEPTOR WELCOME,REVIEW- More than one item
277,ONCOLOGY FELLOWSHIP: PRECEPTOR TRAINING,REVIEW- More than one item
278,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 1,REVIEW- More than one item
279,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 2,REVIEW- More than one item
280,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 3,REVIEW- More than one item
281,PATIENT ACCESS SOLUTIONS/PATIENTCO TRAINING - PART 4,REVIEW- More than one item
282,PCU FALL PREVENTION AND IBED AWARENESS,REVIEW- More than one item
283,PHASE 2 ROLE SPECIFIC PHYSICIAN - GYNECOLOGY,FAIL- No item to select
284,PHILIPS MONITOR INTELLIVUE EDUCATION,REVIEW- More than one item
285,PHYSICIAN PRACTICE MANAGEMENT HIPAA DRILL PRESENTATION - 2020,REVIEW- More than one item
286,PPE COVID-19 TRAINING,REVIEW- More than one item
287,PPE VIDEO: DONNING AND DOFFING OF PPE,SUCCESS
288,"PRECEPTOR ROLES AND RESPONSIBILITIES FOR PURPOSEFUL, PERSONALIZED HOURLY ROUNDS",REVIEW- More than one item
289,PREVENTION OF INFORMATION BLOCKING,REVIEW- More than one item
4847,ICU MEDICAL PLUM 360? INFUSION SYSTEM TRAINING SW 15.20,SUCCESS
4848,"LP: HYDRATION ASSESSMENT, HOME CARE",FAIL- No item to select
4849,"LP: HYPERGLYCEMIA PATIENT CARE, HOME CARE",FAIL- No item to select
4850,"LP: HYPERTENSION IN PREGNANCY PATIENT CARE, HOME CARE",FAIL- No item to select
4851,"LP: HYPOGLYCEMIA PATIENT CARE, HOME CARE",FAIL- No item to select
4852,"LP: IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR CARE, HOME CARE",FAIL- No item to select
4853,"LP: IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR DEACTIVATION, HOME CARE",FAIL- No item to select
4854,"LP: IMPLANTED PORT ACCESSING, HOME CARE",FAIL- No item to select
4855,"LP: IMPLANTED PORT BLOOD SAMPLING, HOME CARE",FAIL- No item to select
4856,"LP: IMPLANTED PORT BOLUS INJECTION, HOME CARE",FAIL- No item to select
4857,"LP: IMPLANTED PORT CONTINUOUS INFUSION, HOME CARE",FAIL- No item to select
4858,"LP: IMPLANTED PORT FLUSHING AND LOCKING, HOME CARE",FAIL- No item to select
4859,"LP: IMPLANTED PORT, NONCORING NEEDLE REMOVAL, HOME CARE",FAIL- No item to select
4860,"LP: INCONTINENCE MANAGEMENT, URINARY, HOME CARE",FAIL- No item to select
4861,"LP: INDWELLING URINARY CATHETER (FOLEY) CARE AND MANAGEMENT, HOME CARE",FAIL- No item to select
4862,"LP: INDWELLING URINARY CATHETER (FOLEY) INSERTION, FEMALE, HOME CARE",FAIL- No item to select
4863,"LP: INDWELLING URINARY CATHETER (FOLEY) INSERTION, MALE, HOME CARE",FAIL- No item to select
4864,"LP: INDWELLING URINARY CATHETER (FOLEY) IRRIGATION, HOME CARE",FAIL- No item to select
4865,"LP: INDWELLING URINARY CATHETER (FOLEY) REMOVAL, HOME CARE",FAIL- No item to select
4866,"LP: INFESTED AND UNSANITARY HOME MANAGEMENT, HOME CARE",FAIL- No item to select
4867,"LP: INFILTRATION AND EXTRAVASATION MANAGEMENT, HOME CARE",FAIL- No item to select
4868,"LP: INSULIN ADMINISTRATION, HOME CARE",FAIL- No item to select
4869,"LP: INSULIN PEN USE, HOME CARE",FAIL- No item to select
4870,"LP: INSULIN PUMP USE, HOME CARE",FAIL- No item to select
4871,"LP: INTRAMUSCULAR INJECTION, HOME CARE",FAIL- No item to select
4872,"LP: INTRATHECAL IMPLANTED PUMP MANAGEMENT, HOME CARE",FAIL- No item to select
4873,"LP: IV BOLUS INJECTION, HOME CARE",FAIL- No item to select
4874,"LP: IV CATHETER DRESSING CHANGE, HOME CARE",FAIL- No item to select
4875,"LP: IV CATHETER FLUSHING AND LOCKING, HOME CARE",FAIL- No item to select
4876,"LP: IV CATHETER INSERTION, HOME CARE",FAIL- No item to select
4877,"LP: IV CATHETER REMOVAL, HOME CARE",FAIL- No item to select
4878,"LP: IV ELASTOMERIC PUMP USE, HOME CARE",FAIL- No item to select
4879,"LP: IV FACTOR ADMINISTRATION, HOME CARE",FAIL- No item to select
4880,"LP: IV INFUSION ADMINISTRATION, HOME CARE",FAIL- No item to select
4881,LP: 12- OR 24-HOUR TIMED URINE SPECIMEN COLLECTION,SUCCESS
4882,"LP: IV INFUSION PUMP USE, HOME CARE",FAIL- No item to select
4883,LP: 12-LEAD ELECTROCARDIOGRAM (ECG),SUCCESS
4884,LP: 12-LEAD ELECTROCARDIOGRAM (ECG) INTERPRETATION (ADVANCED PRACTICE),FAIL- No item to select
4885,"LP: 12-LEAD ELECTROCARDIOGRAM (ECG), AMBULATORY CARE",FAIL- No item to select
4886,"LP: 12-LEAD ELECTROCARDIOGRAM (ECG), PEDIATRIC",SUCCESS
4887,LP: 15-LEAD ELECTROCARDIOGRAM (ECG),FAIL- No item to select
4888,LP: 18-LEAD ELECTROCARDIOGRAM (ECG),FAIL- No item to select
4889,"LP: 2-HOUR TIMED URINE SPECIMEN COLLECTION, PEDIATRIC",SUCCESS
4890,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION USING A PEDIATRIC URINE COLLECTION BAG, PEDIATRIC FEMALE",SUCCESS
4891,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION USING A PEDIATRIC URINE COLLECTION BAG, PEDIATRIC MALE",SUCCESS
4892,"LP: 24-HOUR TIMED URINE SPECIMEN COLLECTION, PEDIATRIC",SUCCESS
4893,"LP: IV INOTROPIC MEDICATION ADMINISTRATION, HOME CARE",FAIL- No item to select
4894,LP: ABDOMINAL BINDER APPLICATION,SUCCESS
4895,LP: ABDOMINAL GIRTH MEASUREMENT,FAIL- No item to select
4896,"LP: ABDOMINAL GIRTH MEASUREMENT, NEONATAL",FAIL- No item to select
4897,"LP: ABDUCTION RESPONSE, PEDIATRIC",FAIL- No item to select
4898,"LP: ACCIDENTAL EXPOSURE TO BLOOD OR BODY FLUIDS, OR",FAIL- No item to select
4899,LP: ACTIVE HALLUCINATIONS PATIENT CARE,SUCCESS
4900,LP: ACUTE DYSTONIC REACTION ASSESSMENT AND CARE,SUCCESS
4901,LP: ACUTE SPINAL CORD INJURY CARE,FAIL- No item to select
4902,LP: ADMISSION,SUCCESS
4903,LP: ADMISSION OF A PATIENT WITH A HISTORY OF DRUG ABUSE,SUCCESS
4904,"LP: IV SYRINGE PUMP USE, HOME CARE",FAIL- No item to select
4905,"LP: ADMISSION TO FLOOR, PEDIATRIC",SUCCESS
4906,LP: ADMISSION TO INTENSIVE CARE UNIT,FAIL- No item to select
4907,"LP: ADMISSION TO INTENSIVE CARE UNIT, PEDIATRIC",SUCCESS
4908,LP: ADMISSION TO PSYCHIATRIC UNIT,FAIL- No item to select
4909,"LP: ADMISSION, ASSISTING WITH ADJUSTMENT, LONG-TERM CARE",FAIL- No item to select
4910,"LP: ADMISSION, LONG-TERM CARE",FAIL- No item to select
4911,LP: ADVANCE DIRECTIVES,SUCCESS
4912,"LP: ADVANCE DIRECTIVES, LONG-TERM CARE",FAIL- No item to select
