nl_course_id,docebo_id,docebo_code,Test_ID,Ques_ID,sequence,question_text,QuesAns_ID,answer_sequence,answer_text,correct
19398,1029,Elearning-0000-172,n13475,n60222,2,The U.S. Food and Drug Administration Class II chemical indicator that is run daily in dynamic air removal sterilizers is called a,n199897,2,"c.	Biological indicator",0
19398,1029,Elearning-0000-172,n13475,n60222,3,The U.S. Food and Drug Administration Class II chemical indicator that is run daily in dynamic air removal sterilizers is called a,n199898,3,"d.	Bowie-Dick test",1
19398,1029,Elearning-0000-172,n13475,n60223,0,One type of formal monitoring is monitoring the department temperature and humidity levels,n199899,0,TRUE,1
19398,1029,Elearning-0000-172,n13475,n60223,1,One type of formal monitoring is monitoring the department temperature and humidity levels,n199900,1,FALSE,0
19398,1029,Elearning-0000-172,n13475,n60224,0,A physical monitor on a washer-disinfector is the,n199901,0,"a.	Thermostatic valve",0
19398,1029,Elearning-0000-172,n13475,n60224,1,A physical monitor on a washer-disinfector is the,n199902,1,"b.	Printout",1
19398,1029,Elearning-0000-172,n13475,n60224,2,A physical monitor on a washer-disinfector is the,n199903,2,"c.	Biological test",0
19398,1029,Elearning-0000-172,n13475,n60224,3,A physical monitor on a washer-disinfector is the,n199904,3,"d.	All the above",0
19398,1029,Elearning-0000-172,n13475,n60225,0,Cart washer screens should be cleaned at least,n199905,0,"a.	Daily",1
19398,1029,Elearning-0000-172,n13475,n60225,1,Cart washer screens should be cleaned at least,n199906,1,"b.	During each shift",0
19398,1029,Elearning-0000-172,n13475,n60225,2,Cart washer screens should be cleaned at least,n199907,2,"c.	Weekly, preferably daily",0
19398,1029,Elearning-0000-172,n13475,n60225,3,Cart washer screens should be cleaned at least,n199908,3,"d.	Monthly",0
19398,1029,Elearning-0000-172,n13475,n60226,0,A biological indicator is called positive when,n199909,0,"a.	The incubation process is complete",0
19398,1029,Elearning-0000-172,n13475,n60226,1,A biological indicator is called positive when,n199910,1,"b.	There is no growth in the ampule after incubation",0
19398,1029,Elearning-0000-172,n13475,n60226,2,A biological indicator is called positive when,n199911,2,"c.	There is growth in the ampule after incubation",1
19398,1029,Elearning-0000-172,n13475,n60226,3,A biological indicator is called positive when,n199912,3,"d.	Prior to sterilization",0
19391,1040,Elearning-0000-173,n13469,n60119,0,The relative humidity of the Central Service sterile storage areas should be,n199489,0,"a.	Less than 70%",1
19391,1040,Elearning-0000-173,n13469,n60119,1,The relative humidity of the Central Service sterile storage areas should be,n199490,1,"b.	Less than 60%",0
19391,1040,Elearning-0000-173,n13469,n60119,2,The relative humidity of the Central Service sterile storage areas should be,n199491,2,"c.	Less than 50%",0
19391,1040,Elearning-0000-173,n13469,n60119,3,The relative humidity of the Central Service sterile storage areas should be,n199492,3,"d.	Less than 35%",0
19391,1040,Elearning-0000-173,n13469,n60120,0,Temperatures in a sterile storage area should be 64┬░ to 75┬░F.,n199493,0,TRUE,0
19391,1040,Elearning-0000-173,n13469,n60120,1,Temperatures in a sterile storage area should be 64┬░ to 75┬░F.,n199494,1,FALSE,1
19391,1040,Elearning-0000-173,n13469,n60121,0,"Because of event-related shelf-life, stock rotation is no longer necessary.",n199495,0,TRUE,0
19391,1040,Elearning-0000-173,n13469,n60121,1,"Because of event-related shelf-life, stock rotation is no longer necessary.",n199496,1,FALSE,1
19391,1040,Elearning-0000-173,n13469,n60122,0,The sterile storage process starts,n199497,0,"a.	When items are received in the decontamination area",0
19391,1040,Elearning-0000-173,n13469,n60122,1,The sterile storage process starts,n199498,1,"b.	After items are sterilized and cooled",0
19391,1040,Elearning-0000-173,n13469,n60122,2,The sterile storage process starts,n199499,2,"c.	When the sterilizer door is opened",1
19391,1040,Elearning-0000-173,n13469,n60122,3,The sterile storage process starts,n199500,3,"d.	When items are placed into the sterilizer",0
19391,1040,Elearning-0000-173,n13469,n60123,0,Sterile storage areas should,n199501,0,"a.	Have positive airflow and at least 10 air exchanges per hour",0
19391,1040,Elearning-0000-173,n13469,n60123,1,Sterile storage areas should,n199502,1,"b.	Have positive airflow and at least four air exchanges per hour",1
19391,1040,Elearning-0000-173,n13469,n60123,2,Sterile storage areas should,n199503,2,"c.	Have negative airflow and at least 10 air exchanges per hour",0
19391,1040,Elearning-0000-173,n13469,n60123,3,Sterile storage areas should,n199504,3,"d.	Have negative airflow and at least four air exchanges per hour",0
19391,1040,Elearning-0000-173,n13469,n60124,0,Temperature and humidity levels in the sterile storage area should be checked and recorded at least weekly,n199505,0,TRUE,0
19391,1040,Elearning-0000-173,n13469,n60124,1,Temperature and humidity levels in the sterile storage area should be checked and recorded at least weekly,n199506,1,FALSE,1
19391,1040,Elearning-0000-173,n13469,n60125,0,The shelving system of choice for the sterile storage area is,n199507,0,"a.	Closed",1
19391,1040,Elearning-0000-173,n13469,n60125,1,The shelving system of choice for the sterile storage area is,n199508,1,"b.	Semi closed",0
19391,1040,Elearning-0000-173,n13469,n60125,2,The shelving system of choice for the sterile storage area is,n199509,2,"c.	Open",0
19391,1040,Elearning-0000-173,n13469,n60125,3,The shelving system of choice for the sterile storage area is,n199510,3,"d.	Tracked",0
19391,1040,Elearning-0000-173,n13469,n60126,0,Trays which overhang shelving,n199511,0,"a.	Can become contaminated",1
19391,1040,Elearning-0000-173,n13469,n60126,1,Trays which overhang shelving,n199512,1,"b.	Are ok for rigid containers, but not for flat wrapped trays",0
19391,1040,Elearning-0000-173,n13469,n60126,2,Trays which overhang shelving,n199513,2,"c.	Is the appropriate way to store trays as it allows for the use of proper body mechanics when lifting heavy trays",0
19391,1040,Elearning-0000-173,n13469,n60126,3,Trays which overhang shelving,n199514,3,"d.	None of the above",0
19391,1040,Elearning-0000-173,n13469,n60127,0,The type of shelving that leaves packaging the most vulnerable is,n199515,0,"a.	Open",1
19391,1040,Elearning-0000-173,n13469,n60127,1,The type of shelving that leaves packaging the most vulnerable is,n199516,1,"b.	Closed",0
19391,1040,Elearning-0000-173,n13469,n60127,2,The type of shelving that leaves packaging the most vulnerable is,n199517,2,"c.	Semi closed",0
19391,1040,Elearning-0000-173,n13469,n60127,3,The type of shelving that leaves packaging the most vulnerable is,n199518,3,"d.	Tracked",0
19391,1040,Elearning-0000-173,n13469,n60128,0,The bottom shelf of any sterile storage system should be,n199519,0,"a.	Solid and eight to 10 inches from the floor",1
19391,1040,Elearning-0000-173,n13469,n60128,1,The bottom shelf of any sterile storage system should be,n199520,1,"b.	Solid and two to four inches from the floor",0
19391,1040,Elearning-0000-173,n13469,n60128,2,The bottom shelf of any sterile storage system should be,n199521,2,"c.	Cleaned weekly",0
19391,1040,Elearning-0000-173,n13469,n60128,3,The bottom shelf of any sterile storage system should be,n199522,3,"d.	Wire and eight to 10 inches from the floor",0
19391,1040,Elearning-0000-173,n13469,n60129,0,Sterile trays should,n199523,0,"a.	Not be touched until they are properly cooled",0
19391,1040,Elearning-0000-173,n13469,n60129,1,Sterile trays should,n199524,1,"b.	Be lifted not dragged off the sterilizer cart",0
19391,1040,Elearning-0000-173,n13469,n60129,2,Sterile trays should,n199525,2,"c.	Be checked to be sure the chemical indicators have turned the appropriate color",0
19391,1040,Elearning-0000-173,n13469,n60129,3,Sterile trays should,n199526,3,"d.	All of the above",1
19391,1040,Elearning-0000-173,n13469,n60130,0,Wrapped trays should not be stacked because,n199527,0,"a.	The tray contents may be damaged",0
19391,1040,Elearning-0000-173,n13469,n60130,1,Wrapped trays should not be stacked because,n199528,1,"b.	It can cause holes in the wrapper of the bottom tray",1
19391,1040,Elearning-0000-173,n13469,n60130,2,Wrapped trays should not be stacked because,n199529,2,"c.	It will cause the shelving to bend",0
19391,1040,Elearning-0000-173,n13469,n60130,3,Wrapped trays should not be stacked because,n199530,3,"d.	They will be more difficult to rotate",0
19391,1040,Elearning-0000-173,n13469,n60131,0,Outside shipping containers,n199531,0,"a.	Should be removed prior to placing the items in storage",1
19391,1040,Elearning-0000-173,n13469,n60131,1,Outside shipping containers,n199532,1,"b.	May be stored in the sterile storage area as long as they are not stored near the in-house sterilized items",0
19391,1040,Elearning-0000-173,n13469,n60131,2,Outside shipping containers,n199533,2,"c.	Make good storage containers to help keep items from falling from the shelves",0
19391,1040,Elearning-0000-173,n13469,n60131,3,Outside shipping containers,n199534,3,"d.	All the above",0
19391,1040,Elearning-0000-173,n13469,n60132,0,Event-related shelf life means items are safe until opened for use.,n199535,0,TRUE,0
19391,1040,Elearning-0000-173,n13469,n60132,1,Event-related shelf life means items are safe until opened for use.,n199536,1,FALSE,1
19391,1040,Elearning-0000-173,n13469,n60133,0,Sterilized packages may be jeopardized due to storage practices.,n199537,0,TRUE,1
19391,1040,Elearning-0000-173,n13469,n60133,1,Sterilized packages may be jeopardized due to storage practices.,n199538,1,FALSE,0
19388,1050,Elearning-0000-174,n13466,n60070,0,Woven reusable fabrics are the packaging products of choice for ozone sterilization,n199326,0,TRUE,0
19388,1050,Elearning-0000-174,n13466,n60070,1,Woven reusable fabrics are the packaging products of choice for ozone sterilization,n199327,1,FALSE,1
19388,1050,Elearning-0000-174,n13466,n60071,0,Ethylene kills microorganisms by a process called oxidation,n199328,0,TRUE,0
19388,1050,Elearning-0000-174,n13466,n60071,1,Ethylene kills microorganisms by a process called oxidation,n199329,1,FALSE,1
19388,1050,Elearning-0000-174,n13466,n60072,0,"Ethylene oxide, hydrogen peroxide and ozone sterilization process must all be monitored using chemical, physical and biological monitors.",n199330,0,TRUE,1
19388,1050,Elearning-0000-174,n13466,n60072,1,"Ethylene oxide, hydrogen peroxide and ozone sterilization process must all be monitored using chemical, physical and biological monitors.",n199331,1,FALSE,0
19388,1050,Elearning-0000-174,n13466,n60073,0,"Ethylene oxide, hydrogen peroxide and ozone sterilization can all use the same packaging materials.",n199332,0,TRUE,0
19388,1050,Elearning-0000-174,n13466,n60073,1,"Ethylene oxide, hydrogen peroxide and ozone sterilization can all use the same packaging materials.",n199333,1,FALSE,1
19388,1050,Elearning-0000-174,n13466,n60074,0,Lumens should be moist when using hydrogen peroxide as a sterilizing agent,n199334,0,TRUE,0
19388,1050,Elearning-0000-174,n13466,n60074,1,Lumens should be moist when using hydrogen peroxide as a sterilizing agent,n199335,1,FALSE,1
19388,1050,Elearning-0000-174,n13466,n60075,0,Ethylene oxide is a toxic gas,n199336,0,TRUE,1
19388,1050,Elearning-0000-174,n13466,n60075,1,Ethylene oxide is a toxic gas,n199337,1,FALSE,0
19388,1050,Elearning-0000-174,n13466,n60076,0,"7.	Cellulose-containing packaging materials are not compatible with hydrogen peroxide sterilization.",n199338,0,TRUE,1
19388,1050,Elearning-0000-174,n13466,n60076,1,"7.	Cellulose-containing packaging materials are not compatible with hydrogen peroxide sterilization.",n199339,1,FALSE,0
19388,1050,Elearning-0000-174,n13466,n60077,0,Information about device's compatibility with a specific sterilization process should be obtained from the device's manufacturer.,n199340,0,TRUE,1
19388,1050,Elearning-0000-174,n13466,n60077,1,Information about device's compatibility with a specific sterilization process should be obtained from the device's manufacturer.,n199341,1,FALSE,0
19388,1050,Elearning-0000-174,n13466,n60078,0,An extended aeration cycle is required for items sterilized in ozone sterilization processes.,n199342,0,TRUE,0
19388,1050,Elearning-0000-174,n13466,n60078,1,An extended aeration cycle is required for items sterilized in ozone sterilization processes.,n199343,1,FALSE,1
19388,1050,Elearning-0000-174,n13466,n60079,0,Permissible exposure levels for low-temperature sterilization methods are established by the,n199344,0,"a.	U.S. Food and Drug Administration",0
19388,1050,Elearning-0000-174,n13466,n60079,1,Permissible exposure levels for low-temperature sterilization methods are established by the,n199345,1,"b.	Centers for Disease Control",0
19388,1050,Elearning-0000-174,n13466,n60079,2,Permissible exposure levels for low-temperature sterilization methods are established by the,n199346,2,"c.	Occupational Safety and Health Administration",1
19388,1050,Elearning-0000-174,n13466,n60079,3,Permissible exposure levels for low-temperature sterilization methods are established by the,n199347,3,"d.	Environmental Protection Agency",0
19385,1056,Elearning-0000-175,n13462,n60031,0,"When loading a steam sterilizer, basins should be",n199191,0,"a.	Placed in an upright position",0
19385,1056,Elearning-0000-175,n13462,n60031,1,"When loading a steam sterilizer, basins should be",n199192,1,"b.	Loaded first",0
19385,1056,Elearning-0000-175,n13462,n60031,2,"When loading a steam sterilizer, basins should be",n199193,2,"c.	Placed on edge",1
19385,1056,Elearning-0000-175,n13462,n60031,3,"When loading a steam sterilizer, basins should be",n199194,3,"d.	Placed in a wire basket",0
19385,1056,Elearning-0000-175,n13462,n60032,0,The higher the bioburden on an object,n199195,0,"a.	The more difficult it will be to sterilize",1
19385,1056,Elearning-0000-175,n13462,n60032,1,The higher the bioburden on an object,n199196,1,"b.	The less time it will take to sterilize it",0
19385,1056,Elearning-0000-175,n13462,n60032,2,The higher the bioburden on an object,n199197,2,"c.	The more biological tests will be needed in the load",0
19385,1056,Elearning-0000-175,n13462,n60032,3,The higher the bioburden on an object,n199198,3,"d.	The longer it will take to cool after sterilization",0
19385,1056,Elearning-0000-175,n13462,n60033,0,"When combining loads, hard goods should be placed on the top shelves to allow for more efficient removal of the condensate",n199199,0,TRUE,0
19385,1056,Elearning-0000-175,n13462,n60033,1,"When combining loads, hard goods should be placed on the top shelves to allow for more efficient removal of the condensate",n199200,1,FALSE,1
19385,1056,Elearning-0000-175,n13462,n60034,0,The steam sterilization process can be affected by the design of the medical device being sterilized,n199201,0,TRUE,1
19385,1056,Elearning-0000-175,n13462,n60034,1,The steam sterilization process can be affected by the design of the medical device being sterilized,n199202,1,FALSE,0
19385,1056,Elearning-0000-175,n13462,n60035,0,Central Service technicians need to understand the anatomy of a steam sterilizer to,n199203,0,"a.	Know how to properly clean the chamber",0
19385,1056,Elearning-0000-175,n13462,n60035,1,Central Service technicians need to understand the anatomy of a steam sterilizer to,n199204,1,"b.	Understand how the sterilizer operates",1
19385,1056,Elearning-0000-175,n13462,n60035,2,Central Service technicians need to understand the anatomy of a steam sterilizer to,n199205,2,"c.	Understand how to test the thermostatic trap",0
19385,1056,Elearning-0000-175,n13462,n60035,3,Central Service technicians need to understand the anatomy of a steam sterilizer to,n199206,3,"d.	Know how to properly maintain the jacket",0
19385,1056,Elearning-0000-175,n13462,n60036,0,The weakest part of a steam sterilizer is the,n199207,0,"a.	Jacket",0
19385,1056,Elearning-0000-175,n13462,n60036,1,The weakest part of a steam sterilizer is the,n199208,1,"b.	Gasket",0
19385,1056,Elearning-0000-175,n13462,n60036,2,The weakest part of a steam sterilizer is the,n199209,2,"c.	Door",1
19385,1056,Elearning-0000-175,n13462,n60036,3,The weakest part of a steam sterilizer is the,n199210,3,"d.	Thermostatic valve",0
19385,1056,Elearning-0000-175,n13462,n60037,0,Three of the main phases of a terminal steam sterilizer cycle are,n199211,0,"a.	Gravity, exposure and exhaust",0
19385,1056,Elearning-0000-175,n13462,n60037,1,Three of the main phases of a terminal steam sterilizer cycle are,n199212,1,"b.	Pre-vacuum, exposure and exhaust",0
19385,1056,Elearning-0000-175,n13462,n60037,2,Three of the main phases of a terminal steam sterilizer cycle are,n199213,2,"c.	Exposure, exhaust and dry",0
19385,1056,Elearning-0000-175,n13462,n60037,3,Three of the main phases of a terminal steam sterilizer cycle are,n199214,3,"d.	Conditioning, exposure and exhaust",1
19385,1056,Elearning-0000-175,n13462,n60038,0,The most common reason for steam sterilization failure is,n199215,0,"a.	Lack of steam contact with the instrument",1
19385,1056,Elearning-0000-175,n13462,n60038,1,The most common reason for steam sterilization failure is,n199216,1,"b.	Insufficient temperature",0
19385,1056,Elearning-0000-175,n13462,n60038,2,The most common reason for steam sterilization failure is,n199217,2,"c.	Inadequate exposure time",0
19385,1056,Elearning-0000-175,n13462,n60038,3,The most common reason for steam sterilization failure is,n199218,3,"d.	Drying issues",0
19385,1056,Elearning-0000-175,n13462,n60039,0,The coolest place in a steam sterilizer is the,n199219,0,"a.	Gasket",0
19385,1056,Elearning-0000-175,n13462,n60039,1,The coolest place in a steam sterilizer is the,n199220,1,"b.	Thermostatic trap",1
19385,1056,Elearning-0000-175,n13462,n60039,2,The coolest place in a steam sterilizer is the,n199221,2,"c.	Jacket",0
19385,1056,Elearning-0000-175,n13462,n60039,3,The coolest place in a steam sterilizer is the,n199222,3,"d.	Chamber",0
19385,1056,Elearning-0000-175,n13462,n60040,0,Steam flush pressure pulse sterilizers are a type of gravity sterilizers,n199223,0,TRUE,0
19385,1056,Elearning-0000-175,n13462,n60040,1,Steam flush pressure pulse sterilizers are a type of gravity sterilizers,n199224,1,FALSE,1
19385,1056,Elearning-0000-175,n13462,n60041,0,Factors that can cause sterilant contact failure with the instrument are,n199225,0,"a.	Cleaning, loosely packed load",0
19385,1056,Elearning-0000-175,n13462,n60041,1,Factors that can cause sterilant contact failure with the instrument are,n199226,1,"b.	Conditioning, size and weight of the instrument",0
19385,1056,Elearning-0000-175,n13462,n60041,2,Factors that can cause sterilant contact failure with the instrument are,n199227,2,"c.	Solid bottom containers, exposure time",0
19385,1056,Elearning-0000-175,n13462,n60041,3,Factors that can cause sterilant contact failure with the instrument are,n199228,3,"d.	Crowded loads, clogged drain strainer",1
19385,1056,Elearning-0000-175,n13462,n60042,0,One of the most frequent causes of a clogged drain screen is,n199229,0,"a.	Tape",1
19385,1056,Elearning-0000-175,n13462,n60042,1,One of the most frequent causes of a clogged drain screen is,n199230,1,"b.	Wrapper particles",0
19385,1056,Elearning-0000-175,n13462,n60042,2,One of the most frequent causes of a clogged drain screen is,n199231,2,"c.	Poor steam quality",0
19385,1056,Elearning-0000-175,n13462,n60042,3,One of the most frequent causes of a clogged drain screen is,n199232,3,"d.	Malfunctioning baffle plate",0
19385,1056,Elearning-0000-175,n13462,n60043,0,Peel pouches should be placed _______________________________________ for sterilization,n199233,0,"a.	On edge, paper to plastic",1
19385,1056,Elearning-0000-175,n13462,n60043,1,Peel pouches should be placed _______________________________________ for sterilization,n199234,1,"b.	On edge, plastic to plastic",0
19385,1056,Elearning-0000-175,n13462,n60043,2,Peel pouches should be placed _______________________________________ for sterilization,n199235,2,"c.	Placed flat with the plastic side up",0
19385,1056,Elearning-0000-175,n13462,n60043,3,Peel pouches should be placed _______________________________________ for sterilization,n199236,3,"d.	Placed flat with the paper side up",0
19385,1056,Elearning-0000-175,n13462,n60044,0,Items with a standard steam sterilization cycle recommended by the manufacturer can be damaged if run in an extended cycle.,n199237,0,TRUE,1
19385,1056,Elearning-0000-175,n13462,n60044,1,Items with a standard steam sterilization cycle recommended by the manufacturer can be damaged if run in an extended cycle.,n199238,1,FALSE,0
19385,1056,Elearning-0000-175,n13462,n60045,0,How frequently should a sterilizer's strainer be removed and cleaned?,n199239,0,"a.	Daily",1
19385,1056,Elearning-0000-175,n13462,n60045,1,How frequently should a sterilizer's strainer be removed and cleaned?,n199240,1,"b.	After each use",0
19385,1056,Elearning-0000-175,n13462,n60045,2,How frequently should a sterilizer's strainer be removed and cleaned?,n199241,2,"c.	Once weekly",0
19385,1056,Elearning-0000-175,n13462,n60045,3,How frequently should a sterilizer's strainer be removed and cleaned?,n199242,3,"d.	Only when the machine's operating control gauge indicates cleaning is necessary",0
19385,1056,Elearning-0000-175,n13462,n60046,0,Immediate use steam sterilization is the process to sterilize trays for future use.,n199243,0,TRUE,0
19385,1056,Elearning-0000-175,n13462,n60046,1,Immediate use steam sterilization is the process to sterilize trays for future use.,n199244,1,FALSE,1
19385,1056,Elearning-0000-175,n13462,n60047,0,Wood products should be sterilized in an extended steam cycle.,n199245,0,TRUE,0
19385,1056,Elearning-0000-175,n13462,n60047,1,Wood products should be sterilized in an extended steam cycle.,n199246,1,FALSE,1
19385,1056,Elearning-0000-175,n13462,n60049,0,When water is seen on the outside of a pack after sterilization the pack is considered safe to use if all other packs in the load are dry.,n199249,0,TRUE,0
19385,1056,Elearning-0000-175,n13462,n60049,1,When water is seen on the outside of a pack after sterilization the pack is considered safe to use if all other packs in the load are dry.,n199250,1,FALSE,1
19385,1056,Elearning-0000-175,n13462,n60050,0,Packs that are improperly packaged or loaded on the sterilizer cart frequently become wet packs.,n199251,0,TRUE,1
19385,1056,Elearning-0000-175,n13462,n60050,1,Packs that are improperly packaged or loaded on the sterilizer cart frequently become wet packs.,n199252,1,FALSE,0
19385,1056,Elearning-0000-175,n13462,n60227,0,After sterilization the load contents may take two hours or more to cool.,n199913,0,TRUE,1
19385,1056,Elearning-0000-175,n13462,n60227,1,After sterilization the load contents may take two hours or more to cool.,n199914,1,FALSE,0
19384,1057,Elearning-0000-176,n13461,n60021,0,The process by which instruments are steam sterilized for immediate use is called,n199153,0,"a.	Emergency sterilization",0
19384,1057,Elearning-0000-176,n13461,n60021,1,The process by which instruments are steam sterilized for immediate use is called,n199154,1,"b.	Immediate use steam sterilization",1
19384,1057,Elearning-0000-176,n13461,n60021,2,The process by which instruments are steam sterilized for immediate use is called,n199155,2,"c.	Core sterilization",0
19384,1057,Elearning-0000-176,n13461,n60021,3,The process by which instruments are steam sterilized for immediate use is called,n199156,3,"d.	Rapid reprocessing",0
19384,1057,Elearning-0000-176,n13461,n60022,0,Items to be disinfected or sterilized at the point of use must be,n199157,0,"a.	Properly cleaned per Manufacturer's Instructions for Use",1
19384,1057,Elearning-0000-176,n13461,n60022,1,Items to be disinfected or sterilized at the point of use must be,n199158,1,"b.	Semi-critical devices",0
19384,1057,Elearning-0000-176,n13461,n60022,2,Items to be disinfected or sterilized at the point of use must be,n199159,2,"c.	non-critical devices",0
19384,1057,Elearning-0000-176,n13461,n60022,3,Items to be disinfected or sterilized at the point of use must be,n199160,3,"d.	heat sensitive",0
19384,1057,Elearning-0000-176,n13461,n60023,0,The best way to transport items that have been processed using immediate use steam sterilization at the point of use,n199161,0,"a.	covered with a sterile towel",0
19384,1057,Elearning-0000-176,n13461,n60023,1,The best way to transport items that have been processed using immediate use steam sterilization at the point of use,n199162,1,"b.	in a rigid container designed for immediate use steam sterilization",1
19384,1057,Elearning-0000-176,n13461,n60023,2,The best way to transport items that have been processed using immediate use steam sterilization at the point of use,n199163,2,"c.	in a covered mesh bottom tray",0
19384,1057,Elearning-0000-176,n13461,n60023,3,The best way to transport items that have been processed using immediate use steam sterilization at the point of use,n199164,3,"d.	in a kraft paper bag",0
19384,1057,Elearning-0000-176,n13461,n60024,0,Before an item can be placed in a liquid chemical sterile processing system they must be,n199165,0,"a.	heated",0
19384,1057,Elearning-0000-176,n13461,n60024,1,Before an item can be placed in a liquid chemical sterile processing system they must be,n199166,1,"b.	filled with air",0
19384,1057,Elearning-0000-176,n13461,n60024,2,Before an item can be placed in a liquid chemical sterile processing system they must be,n199167,2,"c.	sterilized",0
19384,1057,Elearning-0000-176,n13461,n60024,3,Before an item can be placed in a liquid chemical sterile processing system they must be,n199168,3,"d.	cleaned",1
