nl_course_id,docebo_id,docebo_code,Test_ID,Ques_ID,sequence,question_text,QuesAns_ID,answer_sequence,answer_text,correct
20106,1796,Elearning-0000-848,n14084,n64603,0,"A patient presented to the ED with pneumonia and AMS at 0900. In the ED a UA, urine culture, blood cultures x 2 were done and the patient was started on oral antibiotics. The patient is found to meet severe sepsis criteria an hour after admission at 1100.  Which of the following best describes the bundle elements the nurse should expect to implement to meet the sepsis bundle requirement?",n215735,0,"a.	Repeat the blood cultures x 2, administer broad spectrum IV antibiotic within 3 hours, and draw a lactate.",0
20106,1796,Elearning-0000-848,n14084,n64603,1,"A patient presented to the ED with pneumonia and AMS at 0900. In the ED a UA, urine culture, blood cultures x 2 were done and the patient was started on oral antibiotics. The patient is found to meet severe sepsis criteria an hour after admission at 1100.  Which of the following best describes the bundle elements the nurse should expect to implement to meet the sepsis bundle requirement?",n215736,1,"b.	Draw a lactate only since the patient has had blood cultures within the last 6 hours and is already on antibiotics.",0
20106,1796,Elearning-0000-848,n14084,n64603,2,"A patient presented to the ED with pneumonia and AMS at 0900. In the ED a UA, urine culture, blood cultures x 2 were done and the patient was started on oral antibiotics. The patient is found to meet severe sepsis criteria an hour after admission at 1100.  Which of the following best describes the bundle elements the nurse should expect to implement to meet the sepsis bundle requirement?",n215737,2,"c.	Notify the provider and expect orders for an IV broad spectrum antibiotic and a lactate to meet the remaining bundle requirement.",1
20106,1796,Elearning-0000-848,n14084,n64603,3,"A patient presented to the ED with pneumonia and AMS at 0900. In the ED a UA, urine culture, blood cultures x 2 were done and the patient was started on oral antibiotics. The patient is found to meet severe sepsis criteria an hour after admission at 1100.  Which of the following best describes the bundle elements the nurse should expect to implement to meet the sepsis bundle requirement?",n215738,3,"d.	Notify the provider and expect orders for repeat blood cultures, IV broad spectrum antibiotic, and a lactate. And the nurse should wait to administer the antibiotic until the blood cultures are done.",0
20106,1796,Elearning-0000-848,n14084,n64604,0,A patient met severe sepsis criteria and the initial sepsis bundle was completed. Upon review of the lactate the RN sees the initial lactate result was 3. The RN should:,n215739,0,"a.	Continue to monitor the patient.",0
20106,1796,Elearning-0000-848,n14084,n64604,1,A patient met severe sepsis criteria and the initial sepsis bundle was completed. Upon review of the lactate the RN sees the initial lactate result was 3. The RN should:,n215740,1,"b.	Obtain an order for a repeat lactate since the value is greater than 2.",1
20106,1796,Elearning-0000-848,n14084,n64604,2,A patient met severe sepsis criteria and the initial sepsis bundle was completed. Upon review of the lactate the RN sees the initial lactate result was 3. The RN should:,n215741,2,"c.	Obtain an order for a 30ml/kg crystalloid fluid bolus.",0
20106,1796,Elearning-0000-848,n14084,n64605,0,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215742,0,"a.	Any 1 occurrence of SBP<90 , MAP <65, or SBP decrease >40",0
20106,1796,Elearning-0000-848,n14084,n64605,1,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215743,1,"b.	Any two occurrences of SBP <90,  MAP <65, or SBP decrease > 40  in a 3 hour period.",0
20106,1796,Elearning-0000-848,n14084,n64605,2,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215744,2,"c.	Initial lactate =4 mmol/L",0
20106,1796,Elearning-0000-848,n14084,n64605,3,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215745,3,"d.	A & B",0
20106,1796,Elearning-0000-848,n14084,n64605,4,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215746,4,"e.	A & C",0
20106,1796,Elearning-0000-848,n14084,n64605,5,A 30ml/kg crystalloid fluid bolus should be ordered for which of the following?,n215747,5,"f.	B & C",1
20106,1796,Elearning-0000-848,n14084,n64606,0,"A patient who met severe sepsis criteria and received a 30ml/kg fluid bolus. While completing the required 2 blood pressure reassessment within the hour after, the RN notices that the patient's SPB remains < 90. What is the best next step?",n215748,0,"a.	Notify the provider for additional fluid bolus.",0
20106,1796,Elearning-0000-848,n14084,n64606,1,"A patient who met severe sepsis criteria and received a 30ml/kg fluid bolus. While completing the required 2 blood pressure reassessment within the hour after, the RN notices that the patient's SPB remains < 90. What is the best next step?",n215749,1,"b.	Notify rapid response and the provider as the patient now meets septic shock criteria.",1
20106,1796,Elearning-0000-848,n14084,n64606,2,"A patient who met severe sepsis criteria and received a 30ml/kg fluid bolus. While completing the required 2 blood pressure reassessment within the hour after, the RN notices that the patient's SPB remains < 90. What is the best next step?",n215750,2,"c.	Continue to monitor the blood pressures.",0
20057,1797,Elearning-0000-849,n14043,n64245,0,The magnitude of increase in red blood cell concentration is primarily controlled by the length of time erythropoietin concentrations are maintained.,n214443,0,TRUE,1
20057,1797,Elearning-0000-849,n14043,n64245,1,The magnitude of increase in red blood cell concentration is primarily controlled by the length of time erythropoietin concentrations are maintained.,n214444,1,FALSE,0
20057,1797,Elearning-0000-849,n14043,n64246,0,All are appropriate uses of ESAs except,n214445,0,a. Anemia of chronic kidney disease,0
20057,1797,Elearning-0000-849,n14043,n64246,1,All are appropriate uses of ESAs except,n214446,1,b. Myelodysplastic syndrome,0
20057,1797,Elearning-0000-849,n14043,n64246,2,All are appropriate uses of ESAs except,n214447,2,c. Zidovudine treated HIV+ patients,0
20057,1797,Elearning-0000-849,n14043,n64246,3,All are appropriate uses of ESAs except,n214448,3,d. Acute renal failure,1
20057,1797,Elearning-0000-849,n14043,n64247,0,"Typically, increases in hemoglobin, red blood cells and hematocrit are not seen for 2-6 weeks after beginning therapy.",n214449,0,TRUE,1
20057,1797,Elearning-0000-849,n14043,n64247,1,"Typically, increases in hemoglobin, red blood cells and hematocrit are not seen for 2-6 weeks after beginning therapy.",n214450,1,FALSE,0
20057,1797,Elearning-0000-849,n14043,n64248,0,ESAs should only be initiated when hemoglobin levels fall below 10g/dl for,n214451,0,a. CKD patients on hemodialysis,0
20057,1797,Elearning-0000-849,n14043,n64248,1,ESAs should only be initiated when hemoglobin levels fall below 10g/dl for,n214452,1,b. CKD patients not on hemodialysis,0
20057,1797,Elearning-0000-849,n14043,n64248,2,ESAs should only be initiated when hemoglobin levels fall below 10g/dl for,n214453,2,c. Chemotherapy induced anemia,0
20057,1797,Elearning-0000-849,n14043,n64248,3,ESAs should only be initiated when hemoglobin levels fall below 10g/dl for,n214454,3,d. B and C,0
20057,1797,Elearning-0000-849,n14043,n64248,4,ESAs should only be initiated when hemoglobin levels fall below 10g/dl for,n214455,4,"e. A, B and C",1
20057,1797,Elearning-0000-849,n14043,n64249,0,Greater biological response to ESAs is not observed at doses exceeding,n214456,0,a. 120 units/kg three times weekly,0
20057,1797,Elearning-0000-849,n14043,n64249,1,Greater biological response to ESAs is not observed at doses exceeding,n214457,1,b. 200 units/kg three times weekly,0
20057,1797,Elearning-0000-849,n14043,n64249,2,Greater biological response to ESAs is not observed at doses exceeding,n214458,2,c. 300 units/kg three times weekly,1
20057,1797,Elearning-0000-849,n14043,n64249,3,Greater biological response to ESAs is not observed at doses exceeding,n214459,3,d. 500 units/kg three times weekly,0
20057,1797,Elearning-0000-849,n14043,n64250,0,"In almost all published studies, subcutaneous administration of ESAs in chronic kidney disease is associated with a 25-50% EPO dose reduction compared to IV administration.",n214460,0,TRUE,1
20057,1797,Elearning-0000-849,n14043,n64250,1,"In almost all published studies, subcutaneous administration of ESAs in chronic kidney disease is associated with a 25-50% EPO dose reduction compared to IV administration.",n214461,1,FALSE,0
20057,1797,Elearning-0000-849,n14043,n64251,0,ESAs have been shown to improve quality of life in patients with chemotherapy induced anemia.,n214462,0,TRUE,0
20057,1797,Elearning-0000-849,n14043,n64251,1,ESAs have been shown to improve quality of life in patients with chemotherapy induced anemia.,n214463,1,FALSE,1
20057,1797,Elearning-0000-849,n14043,n64252,0,Administration of iron helps to,n214464,0,a. Achieve and maintain goal hemoglobin levels,0
20057,1797,Elearning-0000-849,n14043,n64252,1,Administration of iron helps to,n214465,1,b. Prevent iron deficiencies,0
20057,1797,Elearning-0000-849,n14043,n64252,2,Administration of iron helps to,n214466,2,c. Minimize the dose of ESA needed,0
20057,1797,Elearning-0000-849,n14043,n64252,3,Administration of iron helps to,n214467,3,d. All of the above,1
20057,1797,Elearning-0000-849,n14043,n64253,0,When would it be appropriate to recommend holding the dose of ESA in a CKD patient not on hemodialysis?,n214468,0,a. Hemoglobin > 12 g/dL,0
20057,1797,Elearning-0000-849,n14043,n64253,1,When would it be appropriate to recommend holding the dose of ESA in a CKD patient not on hemodialysis?,n214469,1,b. Hemoglobin >11 g/dL,0
20057,1797,Elearning-0000-849,n14043,n64253,2,When would it be appropriate to recommend holding the dose of ESA in a CKD patient not on hemodialysis?,n214470,2,c. Hemoglobin >10 g/dL,0
20057,1797,Elearning-0000-849,n14043,n64253,3,When would it be appropriate to recommend holding the dose of ESA in a CKD patient not on hemodialysis?,n214471,3,d. All of the above,1
20057,1797,Elearning-0000-849,n14043,n64254,0,Systemic reactions may occur during or following intravenous iron administration and include all of the following except:,n214472,0,"a. fever, chills",0
20057,1797,Elearning-0000-849,n14043,n64254,1,Systemic reactions may occur during or following intravenous iron administration and include all of the following except:,n214473,1,"b. backache, myalgia",0
20057,1797,Elearning-0000-849,n14043,n64254,2,Systemic reactions may occur during or following intravenous iron administration and include all of the following except:,n214474,2,"c. sweating, excessive lacrimation",1
20057,1797,Elearning-0000-849,n14043,n64254,3,Systemic reactions may occur during or following intravenous iron administration and include all of the following except:,n214475,3,"d. dizziness, syncope",0
9651,1798,Elearning-0000-85,n5040,n21804,0,I acknowledge that I have read the above policy/training document and that I understand the content in its entirety.,n62574,0,TRUE,1
9651,1798,Elearning-0000-85,n5040,n21804,1,I acknowledge that I have read the above policy/training document and that I understand the content in its entirety.,n62575,1,FALSE,0
20058,1799,Elearning-0000-850,n14044,n64255,0,Ms Jones has been taking Xeloda for 3 months and her prescription says 4 tablets in the morning and 3 tablets in the evening. During your call she tells you that she has been taking 2 tablets every 12 hours because it doesn't make her feel well. <br><br> What do you do?,n214476,0,A. Ask her about her side effects and tell her to continue the way she is taking them.,0
20058,1799,Elearning-0000-850,n14044,n64255,1,Ms Jones has been taking Xeloda for 3 months and her prescription says 4 tablets in the morning and 3 tablets in the evening. During your call she tells you that she has been taking 2 tablets every 12 hours because it doesn't make her feel well. <br><br> What do you do?,n214477,1,B. Tell her that she must stop immediately and make an appointment to see the MD.,0
20058,1799,Elearning-0000-850,n14044,n64255,2,Ms Jones has been taking Xeloda for 3 months and her prescription says 4 tablets in the morning and 3 tablets in the evening. During your call she tells you that she has been taking 2 tablets every 12 hours because it doesn't make her feel well. <br><br> What do you do?,n214478,2,C. Document your call in EMR and notify the Physician/RN directly.  Instruct the patient to contact the office to discuss dose change with the Physician.,1
20058,1799,Elearning-0000-850,n14044,n64255,3,Ms Jones has been taking Xeloda for 3 months and her prescription says 4 tablets in the morning and 3 tablets in the evening. During your call she tells you that she has been taking 2 tablets every 12 hours because it doesn't make her feel well. <br><br> What do you do?,n214479,3,D. Do nothing because some medication is better than her not taking it at all.,0
20058,1799,Elearning-0000-850,n14044,n64256,0,Mr Depp does not pick up the phone and you would like to leave a message. What information can you leave on the voicemail?,n214480,0,"A. Patient name, patient's DOB, doctor's name, and medication",0
20058,1799,Elearning-0000-850,n14044,n64256,1,Mr Depp does not pick up the phone and you would like to leave a message. What information can you leave on the voicemail?,n214481,1,"B. Patient name, your name, your title, patient's medication, patient's medical record number, and doctor's name, and office location",0
20058,1799,Elearning-0000-850,n14044,n64256,2,Mr Depp does not pick up the phone and you would like to leave a message. What information can you leave on the voicemail?,n214482,2,"C. Patient name, your name, your title, and clinic's name",1
20058,1799,Elearning-0000-850,n14044,n64256,3,Mr Depp does not pick up the phone and you would like to leave a message. What information can you leave on the voicemail?,n214483,3,"D. Doctor's name, office location, patient's name, patient's DOB, date of therapy, and name of medication",0
20058,1799,Elearning-0000-850,n14044,n64257,0,Ms Cruise has been on vacation and missed her first day of Gleevec therapy. She asks you if she can take 2 the following day like she used to do with her birth control. What would you recommend?,n214484,0,"A. Yes, you can double your dose any time you miss a dose as long as you don't take more than 2 days together.",0
20058,1799,Elearning-0000-850,n14044,n64257,1,Ms Cruise has been on vacation and missed her first day of Gleevec therapy. She asks you if she can take 2 the following day like she used to do with her birth control. What would you recommend?,n214485,1,"B. No, you should never double the dose of your medication. Skip the missed dose if it's too close to your next dose or take the missed dose as soon as you remember if it's not too close to your next dose.",1
20058,1799,Elearning-0000-850,n14044,n64257,2,Ms Cruise has been on vacation and missed her first day of Gleevec therapy. She asks you if she can take 2 the following day like she used to do with her birth control. What would you recommend?,n214486,2,"C. Yes, you can take as many doses as needed to get back on schedule.",0
20058,1799,Elearning-0000-850,n14044,n64257,3,Ms Cruise has been on vacation and missed her first day of Gleevec therapy. She asks you if she can take 2 the following day like she used to do with her birth control. What would you recommend?,n214487,3,"D. No, don't double the dose. Skip a day as a wash out and start your therapy again from day 1.",0
20058,1799,Elearning-0000-850,n14044,n64258,0,Ms Jackson has just started taking Alecensa and has told you that it's too expensive so she picked up her refill but plans on taking it every other day to make it last longer. <br><br> What do you recommend?,n214488,0,A. Counsel her on the side effects of therapy and let her know to call the office with any questions and document your call in EMR.,0
20058,1799,Elearning-0000-850,n14044,n64258,1,Ms Jackson has just started taking Alecensa and has told you that it's too expensive so she picked up her refill but plans on taking it every other day to make it last longer. <br><br> What do you recommend?,n214489,1,B. Remind the patient that the medication is most effective when it is taken as prescribed by the physician. Notify the physician and nursing staff she is having financial barriers to therapy and look into potential solutions or financial assistance and document your call in EMR.,1
20058,1799,Elearning-0000-850,n14044,n64258,2,Ms Jackson has just started taking Alecensa and has told you that it's too expensive so she picked up her refill but plans on taking it every other day to make it last longer. <br><br> What do you recommend?,n214490,2,"C. Let her know that instead of taking her medication every other day, she can open the capsules and only take half so that it will last her the duration of therapy.",0
20058,1799,Elearning-0000-850,n14044,n64258,3,Ms Jackson has just started taking Alecensa and has told you that it's too expensive so she picked up her refill but plans on taking it every other day to make it last longer. <br><br> What do you recommend?,n214491,3,D. Document her change in therapy in the EMR but don't say anything to the physician or nursing staff.,0
20058,1799,Elearning-0000-850,n14044,n64259,0,Mr Brown tells you that the physician has changed his therapy and he no longer needs his Cabometyx. He tells you that he met another patient in his support group that is taking the same medication and wants to give him the remaining pills.<br><br> What do you recommend?,n214492,0,"A. Advise him that medications should never be shared and he should call the local drug take back center, take it to a local medication drop off unit in the community, or contact the pharmacy for instructions on proper disposal.",1
20058,1799,Elearning-0000-850,n14044,n64259,1,Mr Brown tells you that the physician has changed his therapy and he no longer needs his Cabometyx. He tells you that he met another patient in his support group that is taking the same medication and wants to give him the remaining pills.<br><br> What do you recommend?,n214493,1,B. Tell him it's all right as long as you can call the other patient to verify the dose of his therapy.,0
20058,1799,Elearning-0000-850,n14044,n64259,2,Mr Brown tells you that the physician has changed his therapy and he no longer needs his Cabometyx. He tells you that he met another patient in his support group that is taking the same medication and wants to give him the remaining pills.<br><br> What do you recommend?,n214494,2,C. Instruct him to bring the medication back to the office and you will dispose of it for him.,0
20058,1799,Elearning-0000-850,n14044,n64259,3,Mr Brown tells you that the physician has changed his therapy and he no longer needs his Cabometyx. He tells you that he met another patient in his support group that is taking the same medication and wants to give him the remaining pills.<br><br> What do you recommend?,n214495,3,"D. Tell him he can choose any of the above options, depending on what suits him the best.",0
20058,1799,Elearning-0000-850,n14044,n64260,0,Ms Price is currently taking Revlimid and wants to make an appointment with you to counsel her on her medication. <br><br> Which response <u>would not</u> be appropriate?,n214496,0,A. Make an appointment with her to discuss her medication and counsel her.,0
20058,1799,Elearning-0000-850,n14044,n64260,1,Ms Price is currently taking Revlimid and wants to make an appointment with you to counsel her on her medication. <br><br> Which response <u>would not</u> be appropriate?,n214497,1,B. Refer her to the retail pharmacy because only certain pharmacists are authorized to counsel a patient on Revlimid due to the REMS program.,1
20058,1799,Elearning-0000-850,n14044,n64260,2,Ms Price is currently taking Revlimid and wants to make an appointment with you to counsel her on her medication. <br><br> Which response <u>would not</u> be appropriate?,n214498,2,C. Tell her that you cannot speak to her currently but you can set up a date/time to counsel her over the phone.,0
20058,1799,Elearning-0000-850,n14044,n64260,3,Ms Price is currently taking Revlimid and wants to make an appointment with you to counsel her on her medication. <br><br> Which response <u>would not</u> be appropriate?,n214499,3,D. Tell her you have a few minutes and can discuss her Revlimid now.,0
20058,1799,Elearning-0000-850,n14044,n64261,0,Choose the best type of questions to use when counseling a patient from the questions below.<br><br>  I. 'Are you having any problems with your medication?'<br> II. 'What did your provider tell you to expect while on therapy?'<br> III. 'What side effects will you be looking out for while on this medication?'<br> IV. 'Do you have any questions?'<br><br>,n214500,0,"A.	I, II, IV",0
20058,1799,Elearning-0000-850,n14044,n64261,1,Choose the best type of questions to use when counseling a patient from the questions below.<br><br>  I. 'Are you having any problems with your medication?'<br> II. 'What did your provider tell you to expect while on therapy?'<br> III. 'What side effects will you be looking out for while on this medication?'<br> IV. 'Do you have any questions?'<br><br>,n214501,1,"B.	I, II, III, IV",0
20058,1799,Elearning-0000-850,n14044,n64261,2,Choose the best type of questions to use when counseling a patient from the questions below.<br><br>  I. 'Are you having any problems with your medication?'<br> II. 'What did your provider tell you to expect while on therapy?'<br> III. 'What side effects will you be looking out for while on this medication?'<br> IV. 'Do you have any questions?'<br><br>,n214502,2,"C.	III, IV",0
20058,1799,Elearning-0000-850,n14044,n64261,3,Choose the best type of questions to use when counseling a patient from the questions below.<br><br>  I. 'Are you having any problems with your medication?'<br> II. 'What did your provider tell you to expect while on therapy?'<br> III. 'What side effects will you be looking out for while on this medication?'<br> IV. 'Do you have any questions?'<br><br>,n214503,3,"D.	II, III",1
20058,1799,Elearning-0000-850,n14044,n64262,0,What is the pharmacist's role in oral medication adherence?,n214504,0,A. Building a strong pharmacist-patient relationship.,0
20058,1799,Elearning-0000-850,n14044,n64262,1,What is the pharmacist's role in oral medication adherence?,n214505,1,"B. Recognizing barriers to therapy such as drug cost, inability to swallow pills, etc.",0
20058,1799,Elearning-0000-850,n14044,n64262,2,What is the pharmacist's role in oral medication adherence?,n214506,2,C. Increased potential for drug toxicity,0
20058,1799,Elearning-0000-850,n14044,n64262,3,What is the pharmacist's role in oral medication adherence?,n214507,3,D. A & B,1
20058,1799,Elearning-0000-850,n14044,n64262,4,What is the pharmacist's role in oral medication adherence?,n214508,4,E. All of the above,0
20058,1799,Elearning-0000-850,n14044,n64263,0,"Prior to calling a patient, make sure to do the following:",n214509,0,"A.  Review patient's past and current course of therapy, identify correct treatment plan, appropriate dose, and need for dose adjustments",0
20058,1799,Elearning-0000-850,n14044,n64263,1,"Prior to calling a patient, make sure to do the following:",n214510,1,B. Document the topics that you would like to discuss with the patient,0
20058,1799,Elearning-0000-850,n14044,n64263,2,"Prior to calling a patient, make sure to do the following:",n214511,2,C. Familiarize yourself with patient's medication,0
20058,1799,Elearning-0000-850,n14044,n64263,3,"Prior to calling a patient, make sure to do the following:",n214512,3,D. A &C,1
20058,1799,Elearning-0000-850,n14044,n64263,4,"Prior to calling a patient, make sure to do the following:",n214513,4,E. None of the above,0
20058,1799,Elearning-0000-850,n14044,n64264,0,"True or False: All Adverse events, lack of compliance, or any other issue should be communicated to the physician and/or nursing staff and documented in the EMR.",n214514,0,TRUE,1
20058,1799,Elearning-0000-850,n14044,n64264,1,"True or False: All Adverse events, lack of compliance, or any other issue should be communicated to the physician and/or nursing staff and documented in the EMR.",n214515,1,FALSE,0
19238,1800,Elearning-0000-851,n13325,n59301,0,All of the following are performance measures for the total joint program except:,n196614,0,Bowel Regimen Ordered,0
19238,1800,Elearning-0000-851,n13325,n59301,1,All of the following are performance measures for the total joint program except:,n196615,1,Hemoglobin A1C less than 7.5,0
19238,1800,Elearning-0000-851,n13325,n59301,2,All of the following are performance measures for the total joint program except:,n196616,2,Patient ambulates 150 feet,1
19238,1800,Elearning-0000-851,n13325,n59301,3,All of the following are performance measures for the total joint program except:,n196617,3,Defined plan of care in the History & Physical,0
19238,1800,Elearning-0000-851,n13325,n59301,4,All of the following are performance measures for the total joint program except:,n196618,4,Patient and care partner received pre-op education,0
19238,1800,Elearning-0000-851,n13325,n59302,0,"The Total Joint DSC Program includes all hip and knee surgeries, including electives, revisions, and hemiarthroplasties.",n196619,0,TRUE,0
19238,1800,Elearning-0000-851,n13325,n59302,1,"The Total Joint DSC Program includes all hip and knee surgeries, including electives, revisions, and hemiarthroplasties.",n196620,1,FALSE,1
19238,1800,Elearning-0000-851,n13325,n59303,0,Pre-op education for the patient and care partner includes all of the following except:,n196621,0,Class attendance in person,0
19238,1800,Elearning-0000-851,n13325,n59303,1,Pre-op education for the patient and care partner includes all of the following except:,n196622,1,Class attendance virtually,0
19238,1800,Elearning-0000-851,n13325,n59303,2,Pre-op education for the patient and care partner includes all of the following except:,n196623,2,Received booklet at physician office,0
19238,1800,Elearning-0000-851,n13325,n59303,3,Pre-op education for the patient and care partner includes all of the following except:,n196624,3,Received booklet in mail,0
19238,1800,Elearning-0000-851,n13325,n59303,4,Pre-op education for the patient and care partner includes all of the following except:,n196625,4,All of the above count towards pre-op education,1
19238,1800,Elearning-0000-851,n13325,n59304,0,"Narcotics are used for pain management when the patient is having ""tolerable pain"".",n196626,0,TRUE,0
