course_id,course_code,course_name,test_id,ques_id,sequence,question_text,question_answer_id,answer_sequence,answer_text,correct
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59853,9,An osteotome is,198575,0,"a.	Used to cut or shave bone",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59853,9,An osteotome is,198576,1,"b.	A retractor",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59853,9,An osteotome is,198577,2,"c.	A hemostatic forceps",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59853,9,An osteotome is,198578,3,"d.	Used to dissect soft tissue",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59854,10,The purpose of a suction stylet is to,198579,0,"a.	Unclog the suction during surgery",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59854,10,The purpose of a suction stylet is to,198580,1,"b.	Clean the suction in the decontamination area",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59854,10,The purpose of a suction stylet is to,198581,2,"c.	Facilitate the sterilization process",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59854,10,The purpose of a suction stylet is to,198582,3,"d.	Provide a measuring guide for the surgeon",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59855,11,Kerrison/laminectomy rongeurs should be tested using,198583,0,"a.	Tissue paper",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59855,11,Kerrison/laminectomy rongeurs should be tested using,198584,1,"b.	A plastic dowel rod",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59855,11,Kerrison/laminectomy rongeurs should be tested using,198585,2,"c.	Rubber testing material",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59855,11,Kerrison/laminectomy rongeurs should be tested using,198586,3,"d.	An index card",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59856,12,Scissors with tungsten carbide cutting edges are usually identified by,198587,0,"a.	Black handles",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59856,12,Scissors with tungsten carbide cutting edges are usually identified by,198588,1,"b.	Silver handles",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59856,12,Scissors with tungsten carbide cutting edges are usually identified by,198589,2,"c.	Gold handles",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59856,12,Scissors with tungsten carbide cutting edges are usually identified by,198590,3,"d.	The letters ""TC""ù",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59857,13,The best way to clean a suction lumen is,198591,0,"a.	Using running warm water",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59857,13,The best way to clean a suction lumen is,198592,1,"b.	Using the proper sized brush",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59857,13,The best way to clean a suction lumen is,198593,2,"c.	Soaking in an enzyme solution for three minutes",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59857,13,The best way to clean a suction lumen is,198594,3,"d.	Using the appropriate stylet",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59858,14,To properly test the sharpness of scissors four inches or less use,198595,0,"a.	Yellow test material",1
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59858,14,To properly test the sharpness of scissors four inches or less use,198596,1,"b.	Red test material",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59858,14,To properly test the sharpness of scissors four inches or less use,198597,2,"c.	An index cart",0
8890,Elearning-0000-177,SPD INTERNSHIP CHAPTER 10  SURGICAL INSTRUMENTATION,n13408,59858,14,To properly test the sharpness of scissors four inches or less use,198598,3,"d.	Orange test material",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59861,0,The first step to inspect the insulation of a laparoscopic instrument is to,198603,0,"a.	Check the collar at the distal tip",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59861,0,The first step to inspect the insulation of a laparoscopic instrument is to,198604,1,"b.	Try to slide the insulation back",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59861,0,The first step to inspect the insulation of a laparoscopic instrument is to,198605,2,"c.	Check the handle for chipping or cracking",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59861,0,The first step to inspect the insulation of a laparoscopic instrument is to,198606,3,"d.	Visually check the instrument's shaft",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59862,1,Which of the following steps happens first when processing flexible endoscopes?,198607,0,"a.	Leak-testing",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59862,1,Which of the following steps happens first when processing flexible endoscopes?,198608,1,"b.	High-level disinfecting/sterilizing",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59862,1,Which of the following steps happens first when processing flexible endoscopes?,198609,2,"c.	Manual cleaning",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59862,1,Which of the following steps happens first when processing flexible endoscopes?,198610,3,"d.	Drying",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59863,2,Which of the following should be used to thoroughly rinse (remove) all traces of disinfectant from an endoscope's channels?,198611,0,"a.	Forced air",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59863,2,Which of the following should be used to thoroughly rinse (remove) all traces of disinfectant from an endoscope's channels?,198612,1,"b.	Water containing approved sterilant",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59863,2,Which of the following should be used to thoroughly rinse (remove) all traces of disinfectant from an endoscope's channels?,198613,2,"c.	Treated water",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59863,2,Which of the following should be used to thoroughly rinse (remove) all traces of disinfectant from an endoscope's channels?,198614,3,"d.	A heated glutaraldehyde",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59864,3,The purpose of using a decontamination battery or hose when cleaning powered surgical instruments is,198615,0,"a.	To keep fluid from entering the unit",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59864,3,The purpose of using a decontamination battery or hose when cleaning powered surgical instruments is,198616,1,"b.	To keep functioning batteries and cords clean",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59864,3,The purpose of using a decontamination battery or hose when cleaning powered surgical instruments is,198617,2,"c.	To prevent electrical shock",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59864,3,The purpose of using a decontamination battery or hose when cleaning powered surgical instruments is,198618,3,"d.	To test the unit while cleaning",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59865,4,Endoscopes are often processed in a mechanical unit called,198619,0,"a.	An ultrasonic cleaner",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59865,4,Endoscopes are often processed in a mechanical unit called,198620,1,"b.	A washer-decontaminator",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59865,4,Endoscopes are often processed in a mechanical unit called,198621,2,"c.	A flush-pulse endoscope reprocessor",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59865,4,Endoscopes are often processed in a mechanical unit called,198622,3,"d.	An automatic endoscope reprocessor",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59866,5,The endoscope that would be dispensed for a procedure that required visualization of the lower part of the large intestine would be a,198623,0,"a.	Colonoscope",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59866,5,The endoscope that would be dispensed for a procedure that required visualization of the lower part of the large intestine would be a,198624,1,"b.	Sigmoidoscope",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59866,5,The endoscope that would be dispensed for a procedure that required visualization of the lower part of the large intestine would be a,198625,2,"c.	Gastroscope",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59866,5,The endoscope that would be dispensed for a procedure that required visualization of the lower part of the large intestine would be a,198626,3,"d.	Ureteroscope",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59867,6,Loaner instruments should,198627,0,"a.	Be decontaminated if they appear soiled upon arrival",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59867,6,Loaner instruments should,198628,1,"b.	Be sterilized using a low temperature process",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59867,6,Loaner instruments should,198629,2,"c.	Be decontaminated before use",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59867,6,Loaner instruments should,198630,3,"d.	Should not be used",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59868,7,Information regarding cleaning processes for endoscope should be provided by,198631,0,"a.	The Society of Gastroenterology Nurses and Associates",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59868,7,Information regarding cleaning processes for endoscope should be provided by,198632,1,"b.	The Association for Professionals in Infection Control and Epidemiology",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59868,7,Information regarding cleaning processes for endoscope should be provided by,198633,2,"c.	The instrument manufacturer",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59868,7,Information regarding cleaning processes for endoscope should be provided by,198634,3,"d.	The Operating Room staff",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59869,8,Which of the following statements about endoscopes is true?,198635,0,"a.	Not all endoscopes can be processed in an automatic endoscope reprocessor",1
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59869,8,Which of the following statements about endoscopes is true?,198636,1,"b.	Ultrasonic cleaning is the process of choice for endoscopes",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59869,8,Which of the following statements about endoscopes is true?,198637,2,"c.	Flexible endoscopes are not easily damaged",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59869,8,Which of the following statements about endoscopes is true?,198638,3,"d.	All endoscopes should be steam sterilized",0
9855,Questions-0000-146,SPD INTERNSHIP CHAPTER 11 - COMPLEX SURGICAL INSTRUMENTS,n13411,59870,9,Electronic testing of laparoscopic insulation should be done,198639,0,"a.	In the decontamination area prior to cleaning",0
