nl_id,docebo_id,docebo_code,newTest_ID,newQues_ID,sequence,question_text,newQuesAns_ID,answer_sequence,answer_text,correct,course_name
15366,2544,ILT-0000-11945,g9674,g49182,2,Please rate instructor Brooke Wynn: The presenter demonstrated mastery of the topic.,g160947,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49182,3,Please rate instructor Brooke Wynn: The presenter demonstrated mastery of the topic.,g160948,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49182,4,Please rate instructor Brooke Wynn: The presenter demonstrated mastery of the topic.,g160949,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49183,0,Please rate instructor Brooke Wynn The method used to present the material was engaging and held my attention.,g160950,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49183,1,Please rate instructor Brooke Wynn The method used to present the material was engaging and held my attention.,g160951,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49183,2,Please rate instructor Brooke Wynn The method used to present the material was engaging and held my attention.,g160952,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49183,3,Please rate instructor Brooke Wynn The method used to present the material was engaging and held my attention.,g160953,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49183,4,Please rate instructor Brooke Wynn The method used to present the material was engaging and held my attention.,g160954,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49184,0,Please rate instructor Brooke Wynn: The presenter was responsive to participant concerns.,g160955,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49184,1,Please rate instructor Brooke Wynn: The presenter was responsive to participant concerns.,g160956,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49184,2,Please rate instructor Brooke Wynn: The presenter was responsive to participant concerns.,g160957,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49184,3,Please rate instructor Brooke Wynn: The presenter was responsive to participant concerns.,g160958,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49184,4,Please rate instructor Brooke Wynn: The presenter was responsive to participant concerns.,g160959,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49186,0,"After this class, I can discuss the signs and symptoms of preterm labor",g160960,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49186,1,"After this class, I can discuss the signs and symptoms of preterm labor",g160961,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49186,2,"After this class, I can discuss the signs and symptoms of preterm labor",g160962,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49186,3,"After this class, I can discuss the signs and symptoms of preterm labor",g160963,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49186,4,"After this class, I can discuss the signs and symptoms of preterm labor",g160964,4,5 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49187,0,Relate the underlying pathophysiology of preeclampsia to the organ system involvement.,g160965,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49187,1,Relate the underlying pathophysiology of preeclampsia to the organ system involvement.,g160966,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49187,2,Relate the underlying pathophysiology of preeclampsia to the organ system involvement.,g160967,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49187,3,Relate the underlying pathophysiology of preeclampsia to the organ system involvement.,g160968,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49187,4,Relate the underlying pathophysiology of preeclampsia to the organ system involvement.,g160969,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49188,0,"After this class, I can describe the strategy for confirming that different fetuses are being monitored with multiple gestation.",g160970,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49188,1,"After this class, I can describe the strategy for confirming that different fetuses are being monitored with multiple gestation.",g160971,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49188,2,"After this class, I can describe the strategy for confirming that different fetuses are being monitored with multiple gestation.",g160972,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49188,3,"After this class, I can describe the strategy for confirming that different fetuses are being monitored with multiple gestation.",g160973,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49188,4,"After this class, I can describe the strategy for confirming that different fetuses are being monitored with multiple gestation.",g160974,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49189,0,"After this class, I can list 3 complications of diabetes",g160975,0,1 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49189,1,"After this class, I can list 3 complications of diabetes",g160976,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49189,2,"After this class, I can list 3 complications of diabetes",g160977,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49189,3,"After this class, I can list 3 complications of diabetes",g160978,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49189,4,"After this class, I can list 3 complications of diabetes",g160979,4,5 Strongly agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49190,0,"After this class, I can calculate insulin dosages for an IV drip and a pen.",g160980,0,1 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49190,1,"After this class, I can calculate insulin dosages for an IV drip and a pen.",g160981,1,2 Disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49190,2,"After this class, I can calculate insulin dosages for an IV drip and a pen.",g160982,2,3 Neutral,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49190,3,"After this class, I can calculate insulin dosages for an IV drip and a pen.",g160983,3,4 Agree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15366,2544,ILT-0000-11945,g9674,g49190,4,"After this class, I can calculate insulin dosages for an IV drip and a pen.",g160984,4,5 Strongly disagree,0,LD RESIDENCY CLASS FIVE HIGH RISK TOPICS
15365,2545,ILT-0000-11946,g9673,g49162,0,The content was interesting to me.,g160850,0,1. Strongly Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49162,1,The content was interesting to me.,g160851,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49162,2,The content was interesting to me.,g160852,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49162,3,The content was interesting to me.,g160853,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49162,4,The content was interesting to me.,g160854,4,5 Strongly Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49163,0,The content expanded my knowledge of the topic.,g160855,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49163,1,The content expanded my knowledge of the topic.,g160856,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49163,2,The content expanded my knowledge of the topic.,g160857,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49163,3,The content expanded my knowledge of the topic.,g160858,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49163,4,The content expanded my knowledge of the topic.,g160859,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49164,0,The content was consistent with the objectives.,g160860,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49164,1,The content was consistent with the objectives.,g160861,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49164,2,The content was consistent with the objectives.,g160862,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49164,3,The content was consistent with the objectives.,g160863,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49164,4,The content was consistent with the objectives.,g160864,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49165,0,The content will help me do my job better.,g160865,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49165,1,The content will help me do my job better.,g160866,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49165,2,The content will help me do my job better.,g160867,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49165,3,The content will help me do my job better.,g160868,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49165,4,The content will help me do my job better.,g160869,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49166,0,The room and environment was conducive to learning.,g160870,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49166,1,The room and environment was conducive to learning.,g160871,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49166,2,The room and environment was conducive to learning.,g160872,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49166,3,The room and environment was conducive to learning.,g160873,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49166,4,The room and environment was conducive to learning.,g160874,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49167,0,Please rate instructor Kristen Foshee: The material presented was clear and to the point.,g160875,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49167,1,Please rate instructor Kristen Foshee: The material presented was clear and to the point.,g160876,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49167,2,Please rate instructor Kristen Foshee: The material presented was clear and to the point.,g160877,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49167,3,Please rate instructor Kristen Foshee: The material presented was clear and to the point.,g160878,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49167,4,Please rate instructor Kristen Foshee: The material presented was clear and to the point.,g160879,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49168,0,Please rate instructor Kristen Foshee: The presenter demonstrated mastery of the topic,g160880,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49168,1,Please rate instructor Kristen Foshee: The presenter demonstrated mastery of the topic,g160881,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49168,2,Please rate instructor Kristen Foshee: The presenter demonstrated mastery of the topic,g160882,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49168,3,Please rate instructor Kristen Foshee: The presenter demonstrated mastery of the topic,g160883,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49168,4,Please rate instructor Kristen Foshee: The presenter demonstrated mastery of the topic,g160884,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49169,0,Please rate instructor Kristen Foshee: The method used to present the material was engaging and held my attention.,g160885,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49169,1,Please rate instructor Kristen Foshee: The method used to present the material was engaging and held my attention.,g160886,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49169,2,Please rate instructor Kristen Foshee: The method used to present the material was engaging and held my attention.,g160887,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49169,3,Please rate instructor Kristen Foshee: The method used to present the material was engaging and held my attention.,g160888,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49169,4,Please rate instructor Kristen Foshee: The method used to present the material was engaging and held my attention.,g160889,4,5 Strongly agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49170,0,Please rate instructor Kristen Foshee: The presenter was responsive to participant questions,g160890,0,1 Strongly disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49170,1,Please rate instructor Kristen Foshee: The presenter was responsive to participant questions,g160891,1,2 Disagree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49170,2,Please rate instructor Kristen Foshee: The presenter was responsive to participant questions,g160892,2,3 Neutral,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
15365,2545,ILT-0000-11946,g9673,g49170,3,Please rate instructor Kristen Foshee: The presenter was responsive to participant questions,g160893,3,4 Agree,0,LD RESIDENCY CLASS FOUR ADVANCED LABOR TOPICS
