nl_id,docebo_id,docebo_code,newTest_ID,newQues_ID,sequence,question_text,newQuesAns_ID,answer_sequence,answer_text,correct,course_name
15599,9379,Elearning-0000-621,g9861,g50668,3,Which of the following lab results indicates cell injury?,g166386,3,All of the above,1,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50669,0,You are caring for a patient and her heart rate is 95 and respiratory rate is 22. She tells you that she was taking Macrobid for a UTI a week before she delivered. What is the appropriate nursing action?,g166387,0,Notify MD for further orders,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50669,1,You are caring for a patient and her heart rate is 95 and respiratory rate is 22. She tells you that she was taking Macrobid for a UTI a week before she delivered. What is the appropriate nursing action?,g166388,1,Draw a stat serum lactate,1,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50669,2,You are caring for a patient and her heart rate is 95 and respiratory rate is 22. She tells you that she was taking Macrobid for a UTI a week before she delivered. What is the appropriate nursing action?,g166389,2,Notify the Clinical Supervisor and assess patientΓÇÖs vital signs every 4 hour,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50669,3,You are caring for a patient and her heart rate is 95 and respiratory rate is 22. She tells you that she was taking Macrobid for a UTI a week before she delivered. What is the appropriate nursing action?,g166390,3,None of the above,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50670,0,A serum lactate was drawn on your patient for suspected sepsis and it is 3. What is the appropriate nursing action?,g166391,0,Notify MD and clinical supervisor,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50670,1,A serum lactate was drawn on your patient for suspected sepsis and it is 3. What is the appropriate nursing action?,g166392,1,"Nothing, a serum lactate of 3 is normal",0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50670,2,A serum lactate was drawn on your patient for suspected sepsis and it is 3. What is the appropriate nursing action?,g166393,2,"Notify MD, get orders for blood cultures, broad spectrum antibiotics, and repeat lactate for 2 hrs",1,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50670,3,A serum lactate was drawn on your patient for suspected sepsis and it is 3. What is the appropriate nursing action?,g166394,3,Notify rapid response,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50671,0,Your patient weighs 75 kg. What is the appropriate amount for a fluid bolus according to the sepsis bundle?,g166395,0,2250 mls,1,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50671,1,Your patient weighs 75 kg. What is the appropriate amount for a fluid bolus according to the sepsis bundle?,g166396,1,500mls,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50671,2,Your patient weighs 75 kg. What is the appropriate amount for a fluid bolus according to the sepsis bundle?,g166397,2,225 mls,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15599,9379,Elearning-0000-621,g9861,g50671,3,Your patient weighs 75 kg. What is the appropriate amount for a fluid bolus according to the sepsis bundle?,g166398,3,1000 mls,0,FCC RESIDENCY MATERNAL SEPSIS FY2020
15598,9374,Elearning-0000-617,g9860,g50661,0,"During the first 24 hours Post-Partum, soaking an entire pad (side to side, top to bottom) every 15 minutes would be classified as a Post-Partum Hemorrhage",g166358,0,TRUE,1,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50661,1,"During the first 24 hours Post-Partum, soaking an entire pad (side to side, top to bottom) every 15 minutes would be classified as a Post-Partum Hemorrhage",g166359,1,FALSE,0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50662,0,"If you think your patient is hemorrhaging, you should begin vital sign assessments every 5 minutes.",g166360,0,TRUE,1,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50662,1,"If you think your patient is hemorrhaging, you should begin vital sign assessments every 5 minutes.",g166361,1,FALSE,0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50663,0,"What physical signs and symptoms might a PPH patient exhibit that would make you suspicious of internal blood loss, even when there is no obvious external bleeding?",g166362,0,"Low BP, high MAP, Fatigue, Low H&H",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50663,1,"What physical signs and symptoms might a PPH patient exhibit that would make you suspicious of internal blood loss, even when there is no obvious external bleeding?",g166363,1,"Low BP, high HR, low MAP, Pain",1,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50663,2,"What physical signs and symptoms might a PPH patient exhibit that would make you suspicious of internal blood loss, even when there is no obvious external bleeding?",g166364,2,"Low BP, high HR, high MAP, Pain",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50663,3,"What physical signs and symptoms might a PPH patient exhibit that would make you suspicious of internal blood loss, even when there is no obvious external bleeding?",g166365,3,"Low BP, low HR, low MAP, decreased output",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50664,0,Which of the following are considered post-partum emergencies?,g166366,0,"Hemorrhage, sepsis and pneumonia",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50664,1,Which of the following are considered post-partum emergencies?,g166367,1,"Hemorrhage, pulmonary embolism and hypertensive crisis",1,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50664,2,Which of the following are considered post-partum emergencies?,g166368,2,"Hematoma, infection and sepsis",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50664,3,Which of the following are considered post-partum emergencies?,g166369,3,"Pulmonary edema, hematoma, and infection",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50665,0,The 4 TΓÇÖs of hemorrhage etiology are:,g166370,0,"Tone, trauma, trickle, thermoregulation",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50665,1,The 4 TΓÇÖs of hemorrhage etiology are:,g166371,1,"Tone, trauma, tissue, thrombosis",1,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50665,2,The 4 TΓÇÖs of hemorrhage etiology are:,g166372,2,"t-cells, trauma, trickle, thrombosis",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15598,9374,Elearning-0000-617,g9860,g50665,3,The 4 TΓÇÖs of hemorrhage etiology are:,g166373,3,"Tone, tolerance, tear, tension",0,FCC RESIDENCY POSTPARTUM EMERGENCIES FY2020
15591,8127,Elearning-0000-1024,g9855,g50596,1,What is data Security?,g166094,1,"b.  Sharing data from your home computer, only if you are connected to your personal secure wifi network",0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50596,2,What is data Security?,g166095,2,"c.  Ensuring that any tablet, phone or personal laptop that contains employees data is password protected",0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50596,0,What is data Security?,g166096,0,a.  Protecting data from destructive forces and the unwanted actions of unauthorized users,1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50597,0,What departments are responsible for managing the integrity of Human Resource Data?,g166097,0,a.  Human Resource Department,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50597,1,What departments are responsible for managing the integrity of Human Resource Data?,g166098,1,b.  Position Management,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50597,2,What departments are responsible for managing the integrity of Human Resource Data?,g166099,2,c.  Position Control,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50597,3,What departments are responsible for managing the integrity of Human Resource Data?,g166100,3,d.  All Northside Hospital Departments,1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50598,0,What should you do if you feel like you are a victim of phishing?,g166101,0,a.  Clear your computer history,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50598,1,What should you do if you feel like you are a victim of phishing?,g166102,1,b.  Delete the email,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50598,2,What should you do if you feel like you are a victim of phishing?,g166103,2,c.  Immediately notify the IS helpdesk,1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50599,0,When is it appropriate to send patient information via personal email?,g166104,0,"a.  If the patient grants written and verbal permission, it is acceptable",0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50599,1,When is it appropriate to send patient information via personal email?,g166105,1,b.  If you are working from home and the information is requested by your supervisor,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50599,2,When is it appropriate to send patient information via personal email?,g166106,2,c.  You should never send patient information via personal email,1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50600,0,"If a caller requests information regarding NSH employees, patients or data and you are unsure of the callers identity, how should you proceed?",g166107,0,a.  Provide the information and verify the callers identity at a later time,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50600,1,"If a caller requests information regarding NSH employees, patients or data and you are unsure of the callers identity, how should you proceed?",g166108,1,b.  Inform the caller that you cannot assist them and disconnect the call,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50600,2,"If a caller requests information regarding NSH employees, patients or data and you are unsure of the callers identity, how should you proceed?",g166109,2,c.  Request to call the customer back by using the number that is on the customer's file to verify the request.,1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50601,0,What needs to be encrypted?,g166110,0,a.  All emails sent from a Northside email account,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50601,2,What needs to be encrypted?,g166111,2,c.  No emails are required to be encrypted,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50601,1,What needs to be encrypted?,g166112,1,"b.  Any message that contains sensitive material, such as personal health information (PHI), financial information, electronic medical records (EMRs), employee data, or just about anything related to patient care.",1,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50602,1,How can you manually encrypt messages from Northside?,g166113,1,b.  Type the phrase [secure] in the body of the email,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50602,2,How can you manually encrypt messages from Northside?,g166114,2,c.  Call the recipient and communicate to the recipient that the content of the email is secure,0,2020 HUMAN RESOURCE DATA SECURITY
15591,8127,Elearning-0000-1024,g9855,g50602,0,How can you manually encrypt messages from Northside?,g166115,0,a.  Type the phrase [secure] anywhere in the subject line of an email,1,2020 HUMAN RESOURCE DATA SECURITY
15587,9881,Questions-0000-17,g9852,g50536,0,Please list the location for this activity.,g165842,0,Atlanta,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50536,1,Please list the location for this activity.,g165843,1,Forsyth,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50536,2,Please list the location for this activity.,g165844,2,Cherokee,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50536,3,Please list the location for this activity.,g165845,3,Other,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50537,0,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe meaning of ΓÇ£ Life is Why ΓÇ£ campaign by AHA. </ol>",g165846,0,Strongly Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50537,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe meaning of ΓÇ£ Life is Why ΓÇ£ campaign by AHA. </ol>",g165847,1,Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50537,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe meaning of ΓÇ£ Life is Why ΓÇ£ campaign by AHA. </ol>",g165848,2,No Opinion,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50537,3,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe meaning of ΓÇ£ Life is Why ΓÇ£ campaign by AHA. </ol>",g165849,3,Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50537,4,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe meaning of ΓÇ£ Life is Why ΓÇ£ campaign by AHA. </ol>",g165850,4,Strongly Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50538,0,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to perform a Primary and Secondary Survey. </ol>",g165851,0,Strongly Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50538,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to perform a Primary and Secondary Survey. </ol>",g165852,1,Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50538,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to perform a Primary and Secondary Survey. </ol>",g165853,2,No Opinion,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50538,3,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to perform a Primary and Secondary Survey. </ol>",g165854,3,Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50538,4,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to perform a Primary and Secondary Survey. </ol>",g165855,4,Strongly Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50539,0,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to recognize and manage respiratory arrest. </ol>",g165856,0,Strongly Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50539,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to recognize and manage respiratory arrest. </ol>",g165857,1,Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50539,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to recognize and manage respiratory arrest. </ol>",g165858,2,No Opinion,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50539,3,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to recognize and manage respiratory arrest. </ol>",g165859,3,Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50539,4,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to describe how to recognize and manage respiratory arrest. </ol>",g165860,4,Strongly Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50540,0,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to demonstrate proficiency in providing BLS care, including prioritizing chest compressions and integrating use of an automated external defibrillator (AED). </ol>",g165861,0,Strongly Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50540,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to demonstrate proficiency in providing BLS care, including prioritizing chest compressions and integrating use of an automated external defibrillator (AED). </ol>",g165862,1,Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50540,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to demonstrate proficiency in providing BLS care, including prioritizing chest compressions and integrating use of an automated external defibrillator (AED). </ol>",g165863,2,No Opinion,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50540,3,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to demonstrate proficiency in providing BLS care, including prioritizing chest compressions and integrating use of an automated external defibrillator (AED). </ol>",g165864,3,Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50540,4,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to demonstrate proficiency in providing BLS care, including prioritizing chest compressions and integrating use of an automated external defibrillator (AED). </ol>",g165865,4,Strongly Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50541,0,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to discuss basic cardiac anatomy and physiology, identify criteria for normal and abnormal cardiac rhythms.</ol>",g165866,0,Strongly Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50541,1,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to discuss basic cardiac anatomy and physiology, identify criteria for normal and abnormal cardiac rhythms.</ol>",g165867,1,Agree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50541,2,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to discuss basic cardiac anatomy and physiology, identify criteria for normal and abnormal cardiac rhythms.</ol>",g165868,2,No Opinion,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
15587,9881,Questions-0000-17,g9852,g50541,3,"<ol><b>LEARNING OBJECTIVES</b></ol> <ol>After attending this activity, I am better able to discuss basic cardiac anatomy and physiology, identify criteria for normal and abnormal cardiac rhythms.</ol>",g165869,3,Disagree,0,"ADVANCED CARDIAC LIFE SUPPORT (ACLS) INITIAL PROVIDER COURSE (EVALUATION SURVEY) NSF MARCH  5TH & 6TH, 2020"
