course_id,course_code,docebo_code,course_name_input,course_name,test_id,test_name,type,question_title,answer_title,is_correct,score_if_correct,status,message,updated
9403,Elearning-0000-643,Elearning-0000-643,EMERGENCIES IN DNE,EMERGENCIES IN DNE,g9958,EMERGENCIES IN DNE- g9958,choice,What is a special consideration when performing CPR on a pregnant woman?,Call 911 faster,False,0,SUCCESS: 200,"New Question with ID 179 has been created (Test ID 23). New Answer with ID 588 has been created (Test ID 23, Question ID 179).",True
9403,Elearning-0000-643,Elearning-0000-643,EMERGENCIES IN DNE,EMERGENCIES IN DNE,g9958,EMERGENCIES IN DNE- g9958,choice,What is a special consideration when performing CPR on a pregnant woman?,Displace the gravid uterus to the left with a pillow or clothing item to help facilitate blood flow to the baby,True,100,SUCCESS: 200,"New Answer with ID 589 has been created (Test ID 23, Question ID 179).",True
9403,Elearning-0000-643,Elearning-0000-643,EMERGENCIES IN DNE,EMERGENCIES IN DNE,g9958,EMERGENCIES IN DNE- g9958,choice,What is a special consideration when performing CPR on a pregnant woman?,Consider they are more tolerant to compressions because of increased blood flow,False,0,SUCCESS: 200,"New Answer with ID 590 has been created (Test ID 23, Question ID 179).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What is a reason for delayed Postpartum Hemorrhage (PPH)?,A. Infection,False,0,SUCCESS: 200,"New Test with ID 24 has been created. New Question with ID 180 has been created (Test ID 24). New Answer with ID 591 has been created (Test ID 24, Question ID 180).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What is a reason for delayed Postpartum Hemorrhage (PPH)?,B. Subinvolution of uterus,False,0,SUCCESS: 200,"New Answer with ID 592 has been created (Test ID 24, Question ID 180).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What is a reason for delayed Postpartum Hemorrhage (PPH)?,C. Retained products of conception,False,0,SUCCESS: 200,"New Answer with ID 593 has been created (Test ID 24, Question ID 180).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What is a reason for delayed Postpartum Hemorrhage (PPH)?,D. All of the above,True,100,SUCCESS: 200,"New Answer with ID 594 has been created (Test ID 24, Question ID 180).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,A. Tranexamic acid,False,0,SUCCESS: 200,"New Question with ID 181 has been created (Test ID 24). New Answer with ID 595 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,B. Oxytocin,False,0,SUCCESS: 200,"New Answer with ID 596 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,C. Hemabate,False,0,SUCCESS: 200,"New Answer with ID 597 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,D. Cytotec,False,0,SUCCESS: 200,"New Answer with ID 598 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,E. Methergine,False,0,SUCCESS: 200,"New Answer with ID 599 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What medications are used for Postpartum Hemorrhage (PPH)?,F. All of the above,True,100,SUCCESS: 200,"New Answer with ID 600 has been created (Test ID 24, Question ID 181).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,There is a policy in Lucidoc addressing Postpartum Hemorrhage (PPH).,A. True,True,100,SUCCESS: 200,"New Question with ID 182 has been created (Test ID 24). New Answer with ID 601 has been created (Test ID 24, Question ID 182).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,There is a policy in Lucidoc addressing Postpartum Hemorrhage (PPH).,B. False,False,0,SUCCESS: 200,"New Answer with ID 602 has been created (Test ID 24, Question ID 182).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,"Postpartum Hemorrhage (PPH) is defined as a cumulative blood loss of greater than or equal to 1,000 mL or blood loss accompanied by signs or symptoms of hypovolemia within 24 hours after the birth process.",A. True,True,100,SUCCESS: 200,"New Question with ID 183 has been created (Test ID 24). New Answer with ID 603 has been created (Test ID 24, Question ID 183).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,"Postpartum Hemorrhage (PPH) is defined as a cumulative blood loss of greater than or equal to 1,000 mL or blood loss accompanied by signs or symptoms of hypovolemia within 24 hours after the birth process.",B. False,False,0,SUCCESS: 200,"New Answer with ID 604 has been created (Test ID 24, Question ID 183).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,Which of the following would be reasons for late recognition of OB Hemorrhage?,A. Under recognition of blood loss,False,0,SUCCESS: 200,"New Question with ID 184 has been created (Test ID 24). New Answer with ID 605 has been created (Test ID 24, Question ID 184).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,Which of the following would be reasons for late recognition of OB Hemorrhage?,B. Lack of attention to vital signs indicating hypovolemia,False,0,SUCCESS: 200,"New Answer with ID 606 has been created (Test ID 24, Question ID 184).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,Which of the following would be reasons for late recognition of OB Hemorrhage?,C. Failure to act decisively/failure to restore blood volume,False,0,SUCCESS: 200,"New Answer with ID 607 has been created (Test ID 24, Question ID 184).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,Which of the following would be reasons for late recognition of OB Hemorrhage?,D. All of the above,True,100,SUCCESS: 200,"New Answer with ID 608 has been created (Test ID 24, Question ID 184).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What increases a womenΓÇÖs risk for Postpartum Hemorrhage (PPH)?,"A. Greater than 4 pregnancies, multiple gestation, advanced maternal age, and rapid delivery",False,0,SUCCESS: 200,"New Question with ID 185 has been created (Test ID 24). New Answer with ID 609 has been created (Test ID 24, Question ID 185).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What increases a womenΓÇÖs risk for Postpartum Hemorrhage (PPH)?,"B. Prolonged labor, preeclampsia, and history of PPH",False,0,SUCCESS: 200,"New Answer with ID 610 has been created (Test ID 24, Question ID 185).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What increases a womenΓÇÖs risk for Postpartum Hemorrhage (PPH)?,"C. Cesarean section, operative vaginal delivery, retained products of conception, undiagnosed placenta accreta spectrum, and placenta previa",False,0,SUCCESS: 200,"New Answer with ID 611 has been created (Test ID 24, Question ID 185).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What increases a womenΓÇÖs risk for Postpartum Hemorrhage (PPH)?,D. A and C,False,0,SUCCESS: 200,"New Answer with ID 612 has been created (Test ID 24, Question ID 185).",True
8109,Elearning-0000-1008,Elearning-0000-1008,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION,g9957,SURGICAL SERVICES: FY2020 OBSTETRICAL HEMORRHAGE EDUCATION- g9957,choice,What increases a womenΓÇÖs risk for Postpartum Hemorrhage (PPH)?,E. All of the above,True,100,SUCCESS: 200,"New Answer with ID 613 has been created (Test ID 24, Question ID 185).",True
8359,Elearning-0000-1233,Elearning-0000-1233,COVID-19 GUIDELINES FOR WOMEN'S SERVICES,COVID-19 GUIDELINES FOR WOMEN'S SERVICES,g9951,COVID-19 GUIDELINES FOR WOMEN'S SERVICES- g9951,choice,"For questions about these statements, contact your manager.<br><br>  I have reviewed the ""COVID-19 Guidelines for Women's Services"" CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",TRUE,True,100,SUCCESS: 200,"New Test with ID 25 has been created. New Question with ID 186 has been created (Test ID 25). New Answer with ID 614 has been created (Test ID 25, Question ID 186).",True
8359,Elearning-0000-1233,Elearning-0000-1233,COVID-19 GUIDELINES FOR WOMEN'S SERVICES,COVID-19 GUIDELINES FOR WOMEN'S SERVICES,g9951,COVID-19 GUIDELINES FOR WOMEN'S SERVICES- g9951,choice,"For questions about these statements, contact your manager.<br><br>  I have reviewed the ""COVID-19 Guidelines for Women's Services"" CBL content.<br> I understand that I am responsible for the information.<br> I understand that I should stop in the face of uncertainty and ask for clarification.<br> I know where and how to get my questions answered about this topic.",FALSE,False,0,SUCCESS: 200,"New Answer with ID 615 has been created (Test ID 25, Question ID 186).",True
